lid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
01028,0.9098039,0.033333335,0.9813084,1.0,1.0,1.0,0.6666667,0.53333336,1.0,0.8,0.8,1.0,0.8,0.65000004,0.5,1.0,0.88076925,0.75,0.6666667,0.9583333,0.8,0.45000002,1.0,1.0,0.0,1.0,0.9,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.11764706,1.0,0.93333334,1.0,0.9285714,0.8666667,0.88235295,0.0,0.18222223,0.0,0.2962963,0.6666667,0.25,0.0,1.0,0.75,0.5,1.0,0.0,0.23958333,0.5,0.0,0.5,0.16666667,0.0,0.35000002,0.0,0.0,0.0,0.33333334,0.33333334,1.0,0.4375,0.0,0.4296875,0.375,0.5625,0.4375,0.33333334,0.6666667,1.0,0.2,0.38620692,0.0,0.0,0.7222222,0.9444444,0.75
01029,0.912531,0.032258064,0.99065423,1.0,1.0,1.0,1.0,0.6666667,1.0,1.0,0.8,1.0,0.8,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.81999993,0.18947369,0.94736844,0.8,0.0,1.0,0.4,0.6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.33333334,0.6666667,0.6666667,0.33333334,1.0,0.75,1.0,1.0,1.0,0.25,0.0,0.6666667,0.33333334,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.33333334,0.6666667,1.0,0.2,0.74666667,1.0,0.5,0.4722222,1.0,1.0
01030,0.16450472,0.6614584,0.08868501,1.0,1.0,1.0,1.0,0.8,0.0,1.0,0.0,1.0,1.0,0.75,0.5,0.0,0.0,0.33333334,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17999999,0.9,0.0,0.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,0.86249995,0.5625,0.0,0.1,0.0,1.0,0.9583333,0.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.023026315,0.095238104,0.0,0.0,0.3482143,0.4375,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
01142,0.85512817,0.033333335,0.97196263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444,1.0,0.72999996,0.6481481,0.6481481,0.0,0.0,1.0,0.36363637,0.6,1.0,0.0,0.041666668,0.0,1.0,1.0,1.0,1.0,0.9583333,1.0,0.0,0.0,0.0,0.33333334,0.6666667,0.6666667,0.33333334,1.0,0.75,1.0,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.33333334,0.6666667,1.0,0.2,0.7448276,0.8,1.0,0.0,0.9444444,1.0
01143,0.9230769,0.0,0.97196263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.53333336,0.55,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94736844,1.0,0.81111115,1.0,1.0,0.0,0.0,0.5,0.36363637,0.6,0.9285714,0.0,0.0,0.0625,0.9,1.0,1.0,1.0,1.0,0.9375,0.1,0.0,0.0,0.33333334,0.6666667,0.6666667,0.33333334,1.0,0.75,1.0,1.0,0.6666667,0.25,0.16666667,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8888889,0.5,1.0,1.0,1.0,1.0,0.33333334,0.6666667,1.0,0.2,0.7448276,1.0,1.0,0.0,0.75490195,0.5
01144,0.91089743,0.033333335,0.97196263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,0.65000004,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5555556,1.0,0.0,0.25,0.4,0.6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.27272728,0.6666667,0.5555556,1.0,0.75,1.0,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.875,0.875,1.0,0.875,1.0,0.1875,1.0,0.2,0.7724138,0.2,0.0,1.0,0.9444444,1.0
01145,0.55576926,0.3333333,0.011682242,0.0,1.0,1.0,1.0,0.8,0.5,0.33333334,0.0,1.0,1.0,0.75,0.0,0.0,0.30769232,0.0,0.33333334,0.20833334,0.6,0.2,0.0,0.85858583,0.0,0.9,0.495,0.0,0.33333334,0.6666667,0.5,0.75,0.0,0.9230769,0.85714287,0.0,0.041666668,0.0625,1.0,1.0,1.0,0.0,0.041666668,0.046875,1.0,1.0,0.75,1.0,0.09090909,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.6,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.14285715,0.0,0.2857143,0.71428573,1.0,0.055555556,0.0625,0.0,0.16666667,0.0,0.0,1.0,0.22222222,0.787037,0.75
01146,0.17179488,0.5833333,0.08956386,1.0,1.0,1.0,1.0,0.4666667,0.0,1.0,0.2,1.0,0.8,0.35000002,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.90909094,0.5,1.0,0.48421055,0.0,0.0,1.0,0.33333334,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.33333334,0.71428573,0.4,0.25,0.2857143,0.6,0.083333336,0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666667,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.125,0.0,0.42857143,0.0,0.0,0.85714287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
01147,0.46538463,0.4,0.0,1.0,1.0,0.75,1.0,0.8,0.5,0.53333336,0.4,1.0,0.6,0.3,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44444445,1.0,0.46,0.3148148,0.3148148,0.33333334,0.6666667,0.0,0.0,0.84615386,0.84615386,0.90909094,0.9,0.6666667,0.09090909,0.1,0.22222224,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.6666667,0.75,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,0.25,0.0,0.0,0.80357146,1.0,0.6666667,0.0,1.0,1.0,0.0,0.0,0.5,0.055555556,1.0,1.0
01148,0.29102567,0.575,0.009433963,0.0,1.0,0.75,1.0,0.8,0.0,1.0,0.0,1.0,1.0,0.75,0.5,0.0,0.0,0.0,0.0,0.9583333,1.0,1.0,1.0,1.0,0.0,1.0,0.67499995,0.0,0.0,0.33333334,0.5833333,0.75,0.0,1.0,0.9285714,0.0,0.041666668,0.0,1.0,1.0,0.6666667,0.71428573,0.775,0.5,0.2857143,0.2,0.33333334,0.6666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.17857143,0.0,0.017857144,0.375,0.5,0.055555556,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
01149,0.40128204,0.35555556,0.17767297,0.16666667,1.0,0.75,1.0,0.53333336,0.5,0.6666667,0.8,1.0,0.8,0.35000002,0.0,1.0,0.23076923,0.5,0.33333334,0.05555556,0.6,0.3,0.0,0.9444444,0.5,0.9,0.54,0.0,0.0,1.0,0.5,0.75,0.0,1.0,0.9285714,0.0,0.041666668,0.20833333,1.0,1.0,0.8333333,0.14285715,0.10277778,0.0625,0.85714287,0.93333334,1.0,1.0,0.18181819,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333,0.6666667,1.0,0.0,0.22222224,0.0,0.3,0.0,1.0,0.0,0.5,0.6666667,0.125,0.0,0.14285715,0.109375,0.25,0.66071427,0.875,0.6666667,0.0,0.0,0.13333334,0.0068965517,0.0,1.0,0.11111111,1.0,1.0
01151,0.12051283,0.79444444,0.26090342,1.0,1.0,1.0,0.6666667,0.8,1.0,1.0,0.5,1.0,1.0,0.75,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.90909094,0.0,0.6,0.9,0.0,0.0,1.0,1.0,0.25,0.0,0.84615386,0.84615386,1.0,1.0,0.75,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.8181818,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666667,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.35714287,0.1875,0.107142866,0.5,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85714287
01152,0.31858978,0.39722222,0.08956386,0.0,1.0,1.0,1.0,0.8,0.5,0.6666667,0.8,1.0,0.8,0.65000004,0.5,1.0,0.30769232,0.5,0.2777778,0.16666667,0.8,0.4,0.0,0.9444444,0.0,0.9,0.45,0.33333334,0.33333334,0.22222224,0.33333334,1.0,0.18181819,0.6769231,0.63736266,0.0,0.041666668,0.0625,1.0,1.0,1.0,0.14285715,0.1638889,0.0625,0.85714287,0.8666667,1.0,1.0,0.27272728,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.20833333,0.8333333,1.0,0.0,0.44444448,0.0,0.6,0.0,1.0,0.0,0.5,0.6666667,0.125,0.0,0.14285715,0.171875,0.33928573,0.6875,0.875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2777778,0.6944444,0.75
01153,0.9115385,0.033333335,0.990566,1.0,1.0,1.0,1.0,0.6666667,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.72999996,0.3148148,0.9444444,0.6666667,0.0,0.0,0.36363637,0.50769234,0.74725276,0.0,0.0,0.33333334,1.0,1.0,0.6666667,1.0,0.93333334,1.0,0.0,0.06666667,0.0,0.33333334,0.6666667,0.5833334,0.33333334,1.0,0.75,1.0,1.0,1.0,0.25,0.0,1.0,0.0,0.6666667,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.33333334,0.6666667,1.0,0.2,0.7724138,1.0,0.5,0.5,0.7962963,1.0
01154,0.2942308,0.64166665,0.07943925,0.0,1.0,1.0,1.0,0.6666667,0.0,1.0,0.0,1.0,0.8,0.3,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44444445,1.0,0.095,0.0,0.6666667,0.44444448,0.4166667,1.0,0.0,1.0,1.0,0.0,0.0,0.16666667,1.0,1.0,0.2777778,0.71428573,0.8666667,0.5,0.2857143,0.13333334,0.16666667,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.33333334,0.0,1.0,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666667,0.0,0.0,0.2857143,0.125,0.125,0.5714286,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75
