lid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
01016,0.37736335,0.93155164,0.99694246,0.8944272,0.0,0.94868326,0.57735026,1.0,1.0,1.0,0.8528029,1.0,0.9438797,0.8528029,0.70710677,0.6324555,0.26411438,0.70710677,0.0,0.893583,0.56011206,0.40824828,0.0,1.0,0.0,1.0,0.59587955,0.4472136,0.4472136,0.8944272,0.6324555,1.0,0.0,0.9965458,0.9965458,0.0,0.043437224,0.06651901,0.99388367,1.0,0.4472136,0.0,0.1948458,0.06651901,0.99388367,0.9883717,0.4472136,0.0,0.0,0.18898225,0.0,1.0,0.0,0.0,0.0,0.0,0.7064394,0.8944272,0.8944272,0.70710677,0.7745967,0.0,0.3086067,0.0,0.0,0.0,0.0,1.0,0.0,0.915182,0.16222142,0.14142136,0.160591,0.9408842,0.98994946,0.0,0.0,0.0,0.0,0.24187298,0.0,0.0,0.0,0.91879594,0.94868326
01017,0.49741215,0.86527723,0.999769,0.4472136,0.0,1.0,0.8944272,0.8944272,0.70710677,1.0,0.70710677,1.0,0.8944272,0.70710677,0.70710677,0.6324555,0.079476215,0.70710677,0.0,1.0,0.6507914,0.70710677,0.0,1.0,0.0,1.0,0.47633052,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9970545,0.9965458,1.0,0.9805807,0.0,0.0,0.0,0.99663925,0.93979347,0.32225168,0.16439898,0.34174308,0.23570225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31622776,0.0,0.57735026,0.70710677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5306686,0.0,0.37139067,0.9284767,1.0,0.058722023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.80040014,1.0
01018,0.8461851,0.5486301,0.99990934,1.0,0.0,0.70710677,0.8944272,0.0,0.70710677,1.0,0.9805807,0.70710677,0.8682431,0.7399401,0.40824828,0.94868326,0.4417261,0.0,0.0,0.4472136,1.0,0.8333334,0.0,1.0,0.0,0.99388367,0.9359584,0.39999998,0.6324555,0.79999995,0.49999997,0.70710677,0.30578828,0.6428906,0.97473234,1.0,1.0,0.9995677,0.0,0.07124705,0.0,1.0,0.99778515,0.97439116,0.0,0.071089245,0.0,0.94868326,0.31622776,0.8944272,0.2581989,0.70710677,0.0,0.0,0.70710677,0.4472136,0.0,0.0,0.8944272,0.0,0.94868326,0.31622776,0.70710677,0.0,0.49999997,0.0,0.8944272,1.0,0.099503726,0.05798705,0.65759593,0.07053456,0.98639387,0.069574855,1.0,0.4472136,0.8944272,0.6859944,0.6324556,0.11162912,0.57735026,1.0,0.0,0.858461,0.97014254
01019,0.82865405,0.57601845,0.009705993,1.0,1.0,1.0,1.0,0.86772186,0.0,0.10846523,0.857493,1.0,0.97014254,0.5940885,0.70710677,0.70710677,0.08304548,0.0,0.0,0.99905616,1.0,1.0,1.0,1.0,0.0,1.0,0.93719745,0.0,0.0,1.0,1.0,0.31622776,0.0,1.0,1.0,0.0,0.043437224,0.0,1.0,1.0,0.8944272,0.0,0.043437224,0.0,1.0,1.0,0.6324555,1.0,0.0,0.8705715,0.4472136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8944272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40824828,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
01020,0.07391157,0.9750929,0.0,0.0,1.0,0.94868326,1.0,0.70014006,1.0,1.0,0.70710677,1.0,1.0,0.8320503,0.70710677,0.70710677,0.09016696,0.0,0.0,0.8944272,0.8944272,1.0,0.0,0.6841912,0.99227786,1.0,0.7610425,1.0,1.0,1.0,1.0,0.94868326,0.8320503,0.78500307,0.9434563,1.0,0.99794024,0.9363822,0.0,0.0,0.0,1.0,0.99794024,0.9028939,0.0,0.0,0.0,1.0,0.0,0.94868326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8944272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70710677,1.0,0.0,0.0,0.40824828,0.14142136,0.14142136,1.0,0.98994946,0.0,0.0,0.0,0.19611613,0.0,0.0,0.0,0.0,1.0,1.0
01021,0.7503291,0.6585046,0.008846094,0.0,1.0,1.0,0.4472136,0.97014254,0.0,0.857493,0.0,1.0,0.9805807,0.69337523,0.70710677,0.0,0.0,0.0,0.0,0.4755715,0.97014254,0.7071068,0.0,0.99589324,0.44414836,1.0,0.109640025,0.0,0.0,1.0,1.0,1.0,0.19611613,0.9776924,0.9970545,0.0,0.0,0.0,1.0,1.0,0.4472136,0.9284767,0.98994946,0.70710677,0.37139067,0.14142136,0.31622776,1.0,0.0,1.0,0.0,0.0,0.24253564,0.31622776,0.0,0.0,0.0,1.0,0.8944272,0.70710677,0.0,0.0,0.0,0.0,0.0,0.0,0.70710677,0.8944272,0.0,0.058722023,0.9428091,0.13978638,0.14002801,0.9982744,0.792118,0.0,0.0,0.0,0.0,0.059057083,0.0,0.0,0.058722023,1.0,1.0
01022,0.7076224,0.70620656,0.0,1.0,1.0,0.94868326,1.0,1.0,1.0,0.6507914,0.97014254,1.0,0.97014254,0.5368755,0.70710677,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9950372,0.70710677,1.0,0.79125655,0.0,0.0,0.8944272,1.0,0.31622776,0.0,0.97014254,1.0,0.9950372,1.0,1.0,0.099503726,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.98994946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8944272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31622776,0.14142136,0.0,0.0,0.98994946,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
01024,0.727939,0.6832313,0.029396228,0.0,1.0,1.0,0.4472136,1.0,0.0,0.24253564,0.0,1.0,1.0,0.904534,0.70710677,0.0,0.17888544,0.0,0.0,0.9130087,1.0,0.94868326,1.0,1.0,0.0,1.0,0.01359318,0.0,0.0,1.0,1.0,0.31622776,0.0,0.97014254,1.0,0.08304548,0.043437224,0.06651901,1.0,1.0,0.8944272,0.08304548,0.043437224,0.06651901,1.0,1.0,0.8944272,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8944272,0.94868326,0.0,0.0,0.31622776,0.0,0.0,0.0,0.70710677,1.0,0.0,0.0,0.40824828,0.0,0.0,0.94868326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
01026,0.05514107,0.9982054,0.09233481,0.0,1.0,1.0,1.0,0.97014254,0.0,1.0,0.0,1.0,1.0,0.904534,0.70710677,0.0,0.0,0.0,0.0,0.724286,1.0,1.0,1.0,0.99589324,0.9982744,0.9950372,0.0,1.0,1.0,1.0,1.0,0.5547002,0.0,0.9838699,0.9838699,0.0,0.043437224,0.9842092,0.0,0.0,0.0,0.0,0.043437224,0.5534716,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9661584,1.0,0.8944272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70710677,0.94868326,0.0,0.0,0.40824828,0.0,0.0,1.0,0.8944272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
01027,0.60917,0.79608774,0.10001138,0.0,1.0,1.0,1.0,0.97014254,0.0,0.97014254,0.0,1.0,1.0,0.70710677,0.70710677,0.0,0.05248639,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.9965458,0.9965458,0.0,0.0,0.0,1.0,1.0,0.4472136,0.9284767,0.98994946,0.70710677,0.37139067,0.14142136,0.31622776,1.0,0.0,1.0,0.0,0.0,0.24253564,0.31622776,0.0,0.0,0.0,1.0,0.8944272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70710677,0.8944272,0.0,0.9984604,0.40824828,0.0,0.0,1.0,0.8944272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
01028,0.9974597,0.034462277,0.99990934,1.0,1.0,1.0,0.8944272,0.86772186,1.0,0.97014254,0.97014254,1.0,0.97014254,0.9970545,0.70710677,1.0,0.9995331,0.94868326,0.8944272,0.99905616,0.97014254,0.7893522,1.0,1.0,0.0,1.0,0.99388367,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.13216372,1.0,0.99745876,1.0,0.9970545,0.9883717,0.9912279,0.0,0.22208934,0.0,0.44376016,0.8944272,0.46017903,0.0,1.0,0.94868326,0.70710677,1.0,0.0,0.3159293,0.94868326,0.0,0.70710677,0.31622776,0.0,0.7378648,0.0,0.0,0.0,0.4472136,0.4472136,1.0,0.6139406,0.0,0.9460287,0.5883484,0.78935224,0.9707253,0.4472136,0.8944272,1.0,0.33333334,0.6904116,0.0,0.0,0.95320624,0.9982744,0.94868326
01029,0.99908507,0.033314828,0.99995553,1.0,1.0,1.0,1.0,0.8944272,1.0,1.0,0.97014254,1.0,0.97014254,0.857493,0.70710677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9999999,0.24216223,0.9984604,0.97014254,0.0,1.0,0.5547002,0.8320503,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4472136,0.8944272,0.8944272,0.4472136,1.0,0.94868326,1.0,1.0,1.0,0.31622776,0.0,0.8944272,0.4472136,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.70710677,1.0,1.0,1.0,1.0,0.4472136,0.8944272,1.0,0.24253564,0.9676772,1.0,0.70710677,0.7058866,1.0,1.0
01030,0.25291106,0.9631998,0.099993244,1.0,1.0,1.0,1.0,0.97014254,0.0,1.0,0.0,1.0,1.0,0.94868326,0.70710677,0.0,0.0,0.4472136,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.24105221,0.99388367,0.0,0.0,1.0,1.0,0.31622776,0.0,1.0,1.0,1.0,0.9929456,0.82851714,0.0,0.11043152,0.0,1.0,0.99905616,0.97641677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8944272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70710677,1.0,0.0,0.036366705,0.21693046,0.0,0.0,0.8859062,0.7,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
01142,0.9947161,0.034462277,0.999769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70710677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982744,1.0,0.9923022,0.919145,0.919145,0.0,0.0,1.0,0.55194736,0.8320503,1.0,0.0,0.043437224,0.0,1.0,1.0,1.0,1.0,0.99905616,1.0,0.0,0.0,0.0,0.4472136,0.8944272,0.8944272,0.4472136,1.0,0.94868326,1.0,1.0,1.0,0.31622776,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.70710677,1.0,1.0,1.0,1.0,0.4472136,0.8944272,1.0,0.24253564,0.9688145,0.97014254,1.0,0.0,0.9982744,1.0
01143,0.9965458,0.0,0.9995842,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9805807,1.0,0.99227786,0.9647638,0.70710677,0.94868326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984604,1.0,0.99990606,1.0,1.0,0.0,0.0,0.70710677,0.55194736,0.8320503,0.9970545,0.0,0.0,0.06651901,0.99388367,1.0,1.0,1.0,1.0,0.99778515,0.11043152,0.0,0.0,0.4472136,0.8944272,0.8944272,0.4472136,1.0,0.94868326,1.0,1.0,0.8944272,0.31622776,0.19611613,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.99227786,0.70710677,1.0,1.0,1.0,1.0,0.4472136,0.8944272,1.0,0.24253564,0.9688145,1.0,1.0,0.0,0.9978984,0.81649655
01144,0.99753815,0.034462277,0.999769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97014254,1.0,0.97014254,0.9970545,0.70710677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94868326,1.0,1.0,0.0,0.78086877,1.0,0.0,0.40824828,0.5547002,0.8320503,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.35112345,0.8944272,0.99999994,1.0,0.94868326,1.0,1.0,1.0,0.31622776,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.70710677,0.98994946,0.98994946,1.0,0.98994946,1.0,0.27617237,1.0,0.24253564,0.96952444,0.30151135,0.0,1.0,0.9982744,1.0
01145,0.92776376,0.61285144,0.015199745,0.0,1.0,1.0,1.0,0.97014254,0.70710677,0.4472136,0.0,1.0,1.0,0.94868326,0.0,0.0,0.44444445,0.0,0.4472136,0.42769945,0.8320503,0.30151135,0.0,0.99332017,0.0,0.99388367,0.7692235,0.0,0.4472136,0.8944272,0.94868326,0.94868326,0.0,0.9965458,0.9936105,0.0,0.043437224,0.06651901,1.0,1.0,1.0,0.0,0.043437224,0.06310547,1.0,1.0,0.94868326,1.0,0.099503726,0.857493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5477225,0.8320503,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.26261285,0.0,0.37139067,0.9284767,1.0,0.058722023,0.06651901,0.0,0.19611613,0.0,0.0,1.0,0.27472112,0.9788886,0.94868326
01146,0.28820404,0.9470997,0.1084349,1.0,1.0,1.0,1.0,0.9438797,0.0,1.0,0.24253564,1.0,0.97014254,0.5368755,0.70710677,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9950372,0.7893522,1.0,0.87519884,0.0,0.0,1.0,0.4472136,0.70710677,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.4472136,0.9284767,0.5547002,0.5656854,0.37139067,0.83205026,0.2236068,0.4472136,0.0,0.4472136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94868326,0.8944272,0.94868326,0.0,0.0,0.0,0.70710677,0.0,0.0,0.70710677,1.0,0.14142136,0.0,0.6974858,0.0,0.0,0.98639387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
01147,0.8388251,0.57601845,0.0,1.0,1.0,0.94868326,1.0,0.97014254,0.70710677,0.86772186,0.8528029,1.0,0.904534,0.7385489,0.70710677,0.70710677,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7016464,1.0,0.8376106,0.57635397,0.44644186,0.57735026,0.8944272,0.0,0.0,0.9918366,0.9918366,0.9950372,0.99388367,0.8944272,0.099503726,0.11043152,0.39999998,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.98994946,0.0,0.70710677,0.0,0.0,0.0,0.0,0.0,1.0,0.8944272,0.94868326,0.0,0.0,0.24253564,0.0,0.0,0.0,0.0,1.0,0.0,0.06651901,0.4698092,0.0,0.0,0.9842092,1.0,0.8944272,0.0,1.0,1.0,0.0,0.0,0.70710677,0.09325048,1.0,1.0
01148,0.46650678,0.92554706,0.010753035,0.0,1.0,0.94868326,1.0,0.97014254,0.0,1.0,0.0,1.0,1.0,0.94868326,0.70710677,0.0,0.0,0.0,0.0,0.99905616,1.0,1.0,1.0,1.0,0.0,1.0,0.96556735,0.0,0.0,0.4472136,0.98994946,0.94868326,0.0,1.0,0.9970545,0.0,0.043437224,0.0,1.0,1.0,0.8944272,0.9284767,0.9797619,0.70710677,0.37139067,0.24253562,0.6324555,0.8944272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.70710677,0.0,1.0,0.8944272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70710677,1.0,0.0,0.0,0.44543537,0.0,0.03086067,0.75851333,0.8,0.058722023,0.07106691,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
01149,0.7936344,0.68884933,0.21510586,0.19611613,1.0,0.94868326,1.0,0.86772186,0.70710677,0.8944272,0.97014254,1.0,0.97014254,0.5368755,0.0,1.0,0.37796447,0.70710677,0.4472136,0.14159845,0.8320503,0.5262348,0.0,0.9982744,0.70710677,0.99388367,0.85628027,0.0,0.0,1.0,0.70710677,0.94868326,0.0,1.0,0.9970545,0.0,0.043437224,0.26090902,1.0,1.0,0.9805807,0.16439898,0.11450664,0.06651901,0.98639387,0.99745876,1.0,1.0,0.21693046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30656967,0.8944272,1.0,0.0,0.5163978,0.0,0.6324555,0.0,1.0,0.0,0.70710677,0.8944272,0.16222142,0.0,0.3032392,0.14,0.367658,0.9716676,0.98994946,0.8944272,0.0,0.0,0.2592815,0.008970505,0.0,1.0,0.12403473,1.0,1.0
01151,0.15168001,0.98431265,0.35607886,1.0,1.0,1.0,0.8944272,0.97014254,1.0,1.0,0.70710677,1.0,1.0,0.94868326,0.70710677,0.70710677,0.0,0.70710677,0.0,0.0,0.0,0.31622776,0.0,0.9950372,0.0,0.8320503,0.99388367,0.0,0.0,1.0,1.0,0.31622776,0.0,0.9838699,0.9838699,1.0,1.0,0.94868326,0.0,0.0,0.0,1.0,1.0,0.8944272,0.0,0.0,0.0,0.0,0.97618705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8944272,1.0,0.0,0.0,0.0,0.70710677,0.0,0.0,0.0,1.0,0.0,0.0,0.65653217,0.36380345,0.19107893,0.919145,0.857493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98639387
01152,0.6956801,0.74499387,0.10008852,0.0,1.0,1.0,1.0,0.97014254,0.70710677,0.8944272,0.97014254,1.0,0.97014254,0.9970545,0.70710677,1.0,0.52981293,0.70710677,0.438529,0.2592815,0.97014254,0.5547002,0.0,0.9982744,0.0,0.99388367,0.7667979,0.4472136,0.4472136,0.39999998,0.73029673,1.0,0.24133198,0.95449406,0.9892514,0.0,0.043437224,0.06651901,1.0,1.0,1.0,0.16439898,0.1948458,0.06651901,0.98639387,0.9883717,1.0,1.0,0.35112345,1.0,0.0,0.0,0.0,0.0,0.70710677,0.0,0.32410187,0.9805807,1.0,0.0,0.79999995,0.0,0.904534,0.0,1.0,0.0,0.70710677,0.8944272,0.14142136,0.0,0.26261285,0.20695859,0.49896443,0.9511248,0.98994946,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41099745,0.9615385,0.94868326
