# 官話
id,北京_聲母,北京_韻母,北京_調值,北京_調類,濟南_聲母,濟南_韻母,濟南_調值,濟南_調類,西安_聲母,西安_韻母,西安_調值,西安_調類,武昌_聲母,武昌_韻母,武昌_調值,武昌_調類,桂林(臨桂)_聲母,桂林(臨桂)_韻母,桂林(臨桂)_調值,桂林(臨桂)_調類,柳州(雒容)_聲母,柳州(雒容)_韻母,柳州(雒容)_調值,柳州(雒容)_調類,合肥_聲母,合肥_韻母,合肥_調值,合肥_調類,廣靈_聲母,廣靈_韻母,廣靈_調值,廣靈_調類,霍州(霍縣)_聲母,霍州(霍縣)_韻母,霍州(霍縣)_調值,霍州(霍縣)_調類,臨汾_聲母,臨汾_韻母,臨汾_調值,臨汾_調類,聞喜_聲母,聞喜_韻母,聞喜_調值,聞喜_調類,新絳_聲母,新絳_韻母,新絳_調值,新絳_調類,吉縣_聲母,吉縣_韻母,吉縣_調值,吉縣_調類,運城_聲母,運城_韻母,運城_調值,運城_調類,永濟_聲母,永濟_韻母,永濟_調值,永濟_調類,萬榮_聲母,萬榮_韻母,萬榮_調值,萬榮_調類,宿州市_聲母,宿州市_韻母,宿州市_調值,宿州市_調類,渦陽_聲母,渦陽_韻母,渦陽_調值,渦陽_調類,臨泉_聲母,臨泉_韻母,臨泉_調值,臨泉_調類,穎上_聲母,穎上_韻母,穎上_調值,穎上_調類,蕭縣_聲母,蕭縣_韻母,蕭縣_調值,蕭縣_調類,蚌埠市_聲母,蚌埠市_韻母,蚌埠市_調值,蚌埠市_調類,鳳陽_聲母,鳳陽_韻母,鳳陽_調值,鳳陽_調類,壽縣_聲母,壽縣_韻母,壽縣_調值,壽縣_調類,懷遠_聲母,懷遠_韻母,懷遠_調值,懷遠_調類,淮南_聲母,淮南_韻母,淮南_調值,淮南_調類,滁縣(滁州)_聲母,滁縣(滁州)_韻母,滁縣(滁州)_調值,滁縣(滁州)_調類,巢縣(巢湖)_聲母,巢縣(巢湖)_韻母,巢縣(巢湖)_調值,巢縣(巢湖)_調類,蕪湖_聲母,蕪湖_韻母,蕪湖_調值,蕪湖_調類,桐城(安徽省志)_聲母,桐城(安徽省志)_韻母,桐城(安徽省志)_調值,桐城(安徽省志)_調類,宣城_聲母,宣城_韻母,宣城_調值,宣城_調類,貴池_聲母,貴池_韻母,貴池_調值,貴池_調類,安慶_聲母,安慶_韻母,安慶_調值,安慶_調類,天長_聲母,天長_韻母,天長_調值,天長_調類,定遠_聲母,定遠_韻母,定遠_調值,定遠_調類,滁州_聲母,滁州_韻母,滁州_調值,滁州_調類,全椒_聲母,全椒_韻母,全椒_調值,全椒_調類,六安_聲母,六安_韻母,六安_調值,六安_調類,含山_聲母,含山_韻母,含山_調值,含山_調類,當塗_聲母,當塗_韻母,當塗_調值,當塗_調類,舒城_聲母,舒城_韻母,舒城_調值,舒城_調類,無為_聲母,無為_韻母,無為_調值,無為_調類,桐城_聲母,桐城_韻母,桐城_調值,桐城_調類,樅陽_聲母,樅陽_韻母,樅陽_調值,樅陽_調類,青陽_聲母,青陽_韻母,青陽_調值,青陽_調類
165,tʂʰ,uŋ,55,陰平,tʂʰ,uŋ,213,陰平,pfʰ,əŋ,53/21,上/陰平,tsʰ,oŋ,55,陰平,tsʰ,uŋ,33,陰平,tsʰ,uŋ,33,陰平,tsʰ,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʂʰ,oŋ,213,陰平,tʂʰ,oŋ,212,陰平,tʂʰ,oŋ,213,陰平,tsʰ,oŋ,212,陰平,tʂʰ,oŋ,212,陰平,tsʰ,õŋ,212,陰平,tʂʰ,õŋ,212,陰平,tsʰ,oŋ,212,陰平,tsʰ,uŋ,212,陰平,tsʰ,uŋ,213,陰平,tʂʰ,uŋ,21,陰平,tʂʰ,ʌŋ,21,陰平,tsʰ,oŋ,31,陰平,tʂʰ,ʯən,31,陰平,tʂʰ,oŋ,31,陰平,tsʰ,oŋ,44,陰平,tʂʰ,oŋ,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,l,uŋ,35,陽平,l,uŋ,42,陽平,l,uoŋ,24,陽平,n,oŋ,213,陽平,l,uŋ,31,陽平,l,uŋ,21,陽平,l,əŋ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,kʰ,uŋ,55,陰平,kʰ,uŋ,213,陰平,kʰ,uoŋ,21,陰平,kʰ,oŋ,55,陰平,kʰ,uŋ,33,陰平,kʰ,uŋ,33,陰平,kʰ,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,k,uŋ,55,陰平,k,uŋ,213,陰平,k,uoŋ,21,陰平,k,oŋ,55,陰平,k,uŋ,33,陰平,k,uŋ,33,陰平,k,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,oŋ,213,陰平,k,oŋ,212,陰平,k,oŋ,212,陰平,k,oŋ,212,陰平,k,oŋ,212,陰平,k,õŋ,212,陰平,k,õŋ,212,陰平,k,oŋ,212,陰平,k,uŋ,212,陰平,k,uŋ,213,陰平,k,uŋ,21,陰平,k,ʌŋ,21,陰平,k,oŋ,31,陰平,k,uən,31,陰平,k,oŋ,31,陰平,k,oŋ,44,陰平,k,oŋ,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,k,uŋ,55,陰平,k,uŋ,213,陰平,k,uoŋ,21,陰平,k,oŋ,55,陰平,k,uŋ,33,陰平,k,uŋ,33,陰平,k,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,k,uŋ,55,陰平,k,uŋ,213,陰平,k,uoŋ,21,陰平,k,oŋ,55,陰平,k,uŋ,33,陰平,k,uŋ,33,陰平,k,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,k,uŋ,33,陰平,k,uŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,k,uŋ,55,陰平,k,uŋ,213,陰平,k,uoŋ,53,上,k,oŋ,55,陰平,k,uŋ,33,陰平,k,uŋ,33,陰平,k,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,m,əŋ,55/214/35,陰平/上/陽平,m,əŋ,55/42,上/陽平,m,əŋ,24,陽平,m,oŋ,42/55/213,上/陰平/陽平,m,uŋ,31,陽平,m,uŋ,21,陽平,m,əŋ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,l,uŋ,35,陽平,l,uŋ,42,陽平,l,uoŋ,24,陽平,n,oŋ,213,陽平,l,uŋ,31,陽平,l,uŋ,21,陽平,l,əŋ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,l,uŋ,35,陽平,l,uŋ,42,陽平,l,uoŋ,24,陽平,n,oŋ,55,陰平,l,uŋ,31,陽平,l,uŋ,21,陽平,l,əŋ,213,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,x,uŋ,35,陽平,x,uŋ,42,陽平,x,uoŋ,24/55,陽平/去,x,oŋ,213,陽平,x,uŋ,31,陽平,x,uŋ,21,陽平,x,əŋ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,x,uŋ,35,陽平,x,uŋ,42,陽平,x,uoŋ,24,陽平,x,oŋ,213,陽平,x,uŋ,31,陽平,x,uŋ,21,陽平,x,əŋ,55,陽平,x,uŋ,31,陽平,x,uəŋ,35,陽平,x,uəŋ,13,陽平,x,uŋ,213,陽平,x,uəŋ,325,陽平,x/x,uei/uəŋ,13/13,陽平/陽平,x,uŋ,13,陽平,x,uŋ,24,陽平,x,uʌŋ,24,陽平,x,oŋ,55,陽平,x,oŋ,55,陽平,x,oŋ,55,陽平,x,oŋ,55,陽平,x,oŋ,55,陽平,x,õŋ,55,陽平,x,õŋ,55,陽平,x,oŋ,55,陽平,x,uŋ,55,陽平,x,uŋ,45,陽平,x,uŋ,35,陽平,x,ʌŋ,35,陽平,x,oŋ,35,陽平,x,uən,24,陽平,x,oŋ,35,陽平,x,oŋ,24,陽平,x,oŋ,35,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,k/tɕ/x,aŋ/iaŋ/uŋ,51/35,去/陽平,tɕ/x,iaŋ/uŋ,21/42,去/陽平,tɕ/x,iaŋ/uŋ,55/24,去/陽平,k/x,aŋ/oŋ,213,陽平,x,uŋ,31,陽平,x,uŋ,21,陽平,tɕ/x,iɑ̃/əŋ,53/55,去/陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,x,uŋ,35,陽平,x,uŋ,42,陽平,x,uoŋ,24,陽平,x,oŋ,213,陽平,x,uŋ,31,陽平,x,uŋ,21,陽平,x,əŋ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,tsʰ,uŋ,55/35,陰平/陽平,tsʰ,uŋ,213,陰平,tsʰ,uoŋ,24,陽平,tsʰ,oŋ,213,陽平,tsʰ,uŋ,31,陽平,tsʰ,uŋ,21,陽平,tsʰ,əŋ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,tsʰ,uŋ,31,陽平,tsʰ,uŋ,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,0,uəŋ,55,陰平,0,uəŋ,213,陰平,0,uoŋ,21,陰平,ŋ,oŋ,55,陰平,ʔ,uŋ,33,陰平,ʔ,uŋ,33,陰平,0,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,uoŋ,213,陰平,0,uoŋ,212,陰平,0,uoŋ,212,陰平,0,uoŋ,212,陰平,v,oŋ,212,陰平,v,õŋ,212,陰平,v,õŋ,212,陰平,0,uoŋ,212,陰平,0,uŋ,212,陰平,v,uŋ,213,陰平,0,uŋ,21,陰平,0,ʌŋ,21,陰平,0,oŋ,31,陰平,0,uən,31,陰平,0,uoŋ,31,陰平,ŋ,oŋ,44,陰平,0,uoŋ,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,tsʰ,uŋ,33,陰平,tsʰ,uŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,tsʰ,uŋ,33,陰平,tsʰ,uŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,tsʰ,uŋ,55,陰平,tsʰ,uŋ,213,恩平,tsʰ,uoŋ,21,陰平,tsʰ,oŋ,55,陰平,tsʰ,uŋ,33,陰平,tsʰ,uŋ,33,陰平,tsʰ,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,oŋ,213,陰平,tsʰ,oŋ,212,陰平,tɕʰ,ioŋ,212,陰平,tsʰ,oŋ,212,陰平,tsʰ,oŋ,212,陰平,tsʰ,õŋ,212,陰平,tsʰ,õŋ,212,陰平,tsʰ,oŋ,212,陰平,tsʰ,uŋ,212,陰平,tsʰ,uŋ,213,陰平,tsʰ,uŋ,21,陰平,tsʰ,ʌŋ,21,陰平,tsʰ,oŋ,31,陰平,tsʰ,ən,31,陰平,tsʰ,oŋ,31,陰平,tsʰ,oŋ,44,陰平,tsʰ,oŋ,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,tsʰ,uŋ,55,陰平,tsʰ,uŋ,213,陰平,tsʰ,uoŋ,21,陰平,tsʰ,oŋ,55,陰平,tsʰ,uŋ,33,陰平,tsʰ,uŋ,33,陰平,tsʰ,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,tsʰ,uŋ,33,陰平,tsʰ,uŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,tʰ,uŋ,55,陰平,tʰ,uŋ,213,陰平,tʰ,uoŋ,21,陰平,tʰ,oŋ,55,陰平,tʰ,uŋ,33,陰平,tʰ,uŋ,33,陰平,tʰ,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ,oŋ,213,陰平,tʰ,oŋ,212,陰平,tʰ,oŋ,212,陰平,tʰ,oŋ,212,陰平,tʰ,oŋ,212,陰平,tʰ,õŋ,212,陰平,tʰ,õŋ,212,陰平,tʰ,oŋ,212,陰平,tʰ,ə̃,212,陰平,tʰ,uŋ,213,陰平,tʰ,əŋ,21,陰平,tʰ,ʌŋ,21,陰平,tʰ,oŋ,31,陰平,tʰ,ən,31,陰平,tʰ,oŋ,31,陰平,tʰ,oŋ,44,陰平,tʰ,oŋ,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,ts,uŋ,33,陰平,ts,uŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,ts,uŋ,33,陰平,ts,uŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,pʰ,əŋ,55/35,陰平/陽平,pʰ,əŋ,42,陽平,pʰ,陽平,,24,pʰ,oŋ,35/213,去/陽平,pʰ,uŋ,31,陽平,pʰ,uŋ,21,陽平,pʰ,əŋ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,pʰ,əŋ,35,陽平,pʰ,əŋ,42,陽平,pʰ,əŋ,24,陽平,pʰ,oŋ,213,陽平,pʰ,uŋ,31,陽平,pʰ,uŋ,21,陽平,pʰ,əŋ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ,əŋ,55,陽平,pʰ,ɤŋ,55,陽平,pʰ,ɤŋ,55,陽平,pʰ,ɤŋ,55,陽平,pʰ,əŋ,55,陽平,pʰ,õŋ,55,陽平,pʰ,ə̃,55,陽平,pʰ,əŋ,55,陽平,pʰ,ə̃,55,陽平,pʰ,uŋ,45,陽平,pʰ,əŋ,35,陽平,pʰ,ʌŋ,35,陽平,pʰ,oŋ,35,陽平,pʰ,ən,24,陽平,pʰ,oŋ,35,陽平,pʰ,oŋ,24,陽平,pʰ,oŋ,35,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,x,uŋ,55,陰平,x,uŋ,213,陰平,x,uoŋ,21,陰平,x,oŋ,55,陰平,x,uŋ,33,陰平,x,uŋ,33,陰平,x,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,t,uŋ,55,陰平,t,uŋ,213,陰平,t,uoŋ,21,陰平,t,oŋ,55,陰平,t,uŋ,33,陰平,t,uŋ,33,陰平,t,əŋ,212,陰平,t,uŋ,53,陰平,t,uəŋ,213,陰平,t,uəŋ,21,陰平,t,uŋ,31,陰平,t,uŋ,53,陰平,t/t,uei/uəŋ,423/423,陰平/陰平,t,uŋ,31,陰平,t,uŋ,21,陰平,t,uʌŋ,51,陰平,t,oŋ,213,陰平,t,oŋ,212,陰平,t,oŋ,212,陰平,t,oŋ,212,陰平,t,oŋ,212,陰平,t,õŋ,212,陰平,t,õŋ,212,陰平,t,oŋ,212,陰平,t,uŋ,212,陰平,t,uŋ,213,陰平,t,uŋ,21,陰平,t,ʌŋ,21,陰平,t,oŋ,31,陰平,t,ən,31,陰平,t,oŋ,31,陰平,t,oŋ,44,陰平,t,oŋ,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,t,uŋ,33,陰平,t,uŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,oŋ,213,陰平,t,oŋ,212,陰平,t,oŋ,212,陰平,t,oŋ,212,陰平,t,oŋ,212,陰平,t,õŋ,212,陰平,t,õŋ,212,陰平,t,oŋ,212,陰平,t,uŋ,212,陰平,t,uŋ,213,陰平,t,uŋ,21,陰平,t,ʌŋ,21,陰平,t,oŋ,31,陰平,t,ən,31,陰平,t,oŋ,31,陰平,t,oŋ,44,陰平,t,oŋ,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,tʰ,ən,31,陽平,tʰ,ɐn,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,ts,uŋ,55,陰平,ts,uŋ,213,陰平,ts,uoŋ,21,陰平,ts,oŋ,55,陰平,,,,,,,,,ts,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,n,uŋ,35,陽平,n,u/uŋ,42,陽平,l,uoŋ,24,陽平,n,oŋ,213,陽平,n,uŋ,31,陽平,n,uŋ,21,陽平,l,əŋ,55,陽平,n,əŋ,31,陽平,l,əŋ,35,陽平,l/n,əŋ/əŋ,13/13,陽平/陽平,l,ɯŋ,213,陽平,n,uəŋ,325,陽平,l,uəŋ,13,陽平,l,uŋ,13,陽平,l,əŋ,24,陽平,l,uʌŋ,24,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,n,uŋ,31,陽平,n,uŋ,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,n,uŋ,31,陽平,n,uŋ,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,n,uŋ,31,陽平,n,uŋ,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,n,uŋ,31,陽平,n,uŋ,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,n,uŋ,31,陽平,n,uŋ,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,n,əŋ/uŋ,35,陽平,n,uŋ,42,陽平,n,uoŋ,24,陽平,n,oŋ,213,陽平,n,uŋ,31,陽平,n,uŋ,21,陽平,l,əŋ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,k,uŋ,55,陰平,k,uŋ,213,陰平,k,uoŋ,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,ts,uŋ,55,陰平,ts,uŋ,213,陰平,ts,uoŋ,21,陰平,ts,oŋ,55,陰平,ts,uŋ,33,陰平,ts,uŋ,33,陰平,ts,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,s,uŋ,55,陰平,s,uŋ,213,陰平,s,uoŋ,21,陰平,s,oŋ,55,陰平,s,uŋ,33,陰平,s,uŋ,33,陰平,s,əŋ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,oŋ,213,陰平,s,oŋ,212,陰平,ɕ,ioŋ,212,陰平,s,oŋ,212,陰平,s,oŋ,212,陰平,s,õŋ,212,陰平,s,õŋ,212,陰平,s,oŋ,212,陰平,s,uŋ,212,陰平,s,uŋ,213,陰平,s,uŋ,21,陰平,s,ʌŋ,21,陰平,s,oŋ,31,陰平,s,ən,31,陰平,s,oŋ,31,陰平,s,oŋ,44,陰平,s,oŋ,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
