X027,-0.08272013,0.17978226,-0.16638802,-0.01858467,0.7335576,0.056438923,0.21537587,-0.27374366,-0.3408756,0.06907703,0.056121852,-0.19654307,-0.07927509,-0.21192588,0.1634728,-0.08068157,0.22351162,0.2000338,0.14375924,-0.45239627,0.18705909,-0.13096432,-0.49366826,0.31109017,0.1476859,0.4537798,-0.12588087,-0.54129183,0.18958376,0.4148792,-0.49722853,-0.2801748,0.21292509,0.25263304,-0.03864264,0.016341466,0.25476024,0.06883348,0.04943156,-0.3048258,0.21882488,0.30882537,0.2339078,0.17328359,-0.30060455,-0.13145202,-0.32232857,0.31695366,-0.6081093,-0.024523754,0.32004458,-0.2697702,0.096208796,-0.062237296,0.23025939,-0.15556447,-0.030249339,0.07253664,-0.14029212,0.21597293,0.036861137,0.27447194,-0.4936452,-0.079039685,0.17135221,0.1814609,-0.07336043,0.4097041,0.399872,-0.050904408,0.18438624,-0.03928181,-0.5246204,-0.04161488,0.022903746,0.123235755,0.41937122,-0.22855352,-0.28596517,0.12747048,-0.14033842,-0.27138403,-0.19928493,-0.027306141,-0.011296641,0.13231792,0.061691474,-0.14350557,0.35195228,-0.23989496,0.3594106,-0.4446174,0.08066712,-0.15499681,-0.101544626,0.63631207,-0.32269755,-0.28025356,-0.24593651,0.08637114
X028,-0.1721777,0.030675668,-0.15973713,0.36380485,0.2873203,0.2085889,0.397897,-0.28454474,0.1831446,0.09635393,0.030512117,-0.25682604,-0.044810727,-0.21164517,-0.29458442,-0.27341634,0.517683,0.12370369,-0.11524475,0.02954578,0.12994048,0.14472644,-0.1889954,0.3504198,0.34450683,0.39036068,-0.2931626,-0.7333232,0.05240618,0.14680746,-0.28478596,-0.3849925,0.16127479,0.20991197,0.092679836,-0.48912743,0.024728835,-0.020140946,0.10438019,-0.09928006,0.19306356,0.20495874,-0.20043433,0.42721012,-0.12367012,-0.0017894414,-0.38017216,0.049153227,-0.5797297,0.067896605,0.23071702,-0.1781324,0.39569417,-0.32866338,0.32279015,0.31957072,-0.09520237,0.38035253,0.01905446,0.16670357,0.0141691035,-0.11322297,-0.37350255,-0.54014003,0.5955901,-0.2199781,0.23428604,0.04904203,-0.103069894,0.11354051,-0.083409525,-0.11498896,-0.03552207,0.16128725,-0.11369905,-0.49337617,0.3502636,-0.431735,-0.23379466,0.5852674,0.25859302,-0.4953781,-0.06838211,-0.1486932,-0.09382846,0.5314885,-0.10638882,-0.56589293,0.08688464,-0.37882543,0.2950671,-0.17242102,0.07548223,-0.066665836,-0.4703172,0.30039907,-0.21242356,-0.3284992,-0.23720641,-0.4572407
X029,-0.14521599,0.24080364,-0.19620933,-0.1857141,-0.046398528,0.21182074,0.30065015,0.07854061,-0.1327934,-0.35083336,-0.12786719,-0.19577453,0.18831939,-0.19866045,0.13347322,-0.24128324,0.22652115,0.18058063,0.13579719,0.01521531,0.1041226,0.04636981,-0.41625485,-0.09698214,-0.005323634,0.25330663,-0.14722049,-0.2834106,-0.07686942,0.06818264,-0.5278146,0.2813451,0.17500503,-0.0073515545,0.054842528,0.06287412,-0.0708551,-0.15547372,0.0048339665,-0.023666611,0.119770214,-0.04655148,0.030451005,0.06849925,0.0612152,0.08189852,-0.38144967,0.070472516,0.1580718,0.10940917,0.284821,-0.00094633206,0.18479854,0.03531778,0.06808193,0.19148317,0.22842172,0.13095751,0.050001517,0.0325069,0.09514792,0.042970292,0.22853033,-0.046506967,0.0018481143,-0.06956602,0.19799308,0.2399451,-0.056585304,0.111625224,0.013696153,0.04425717,-0.06555172,-0.030919442,0.06674217,-0.4595583,0.1556818,-0.09600737,0.22049786,-0.2187337,0.07886554,-0.09297213,-0.017197484,0.101710565,-0.2057617,0.12657323,-0.13212107,-0.21259506,0.13877343,-0.064747535,0.24653041,-0.049469687,0.017053653,-0.20635825,-0.115479685,0.010622173,-0.008455543,-0.19172695,-0.12932837,-0.20119765
X030,0.0431898,0.10623493,0.23385951,-0.16559048,0.39842653,0.16308793,0.40618896,-0.14177081,0.19160068,-0.13757177,-0.067523465,-0.22791994,-0.1413171,-0.30014884,-0.38205633,-0.108553804,0.43103275,-0.12383569,0.091021545,-0.29470012,-0.32152352,0.26652354,-0.2916748,0.5649208,0.11242457,0.25008413,-0.19374555,-0.019578064,0.078141704,0.038007267,-0.23626173,-0.08155107,-0.23720083,0.32832456,0.23513275,0.070538096,0.07048137,0.1461134,0.16842338,0.11861036,0.3576337,0.17540655,-0.07121963,0.30677602,-0.1661824,0.13628389,-0.3384968,0.11140285,-0.04411497,-0.15449844,0.48408204,0.0979385,0.18452595,0.08410616,0.20395395,-0.08095499,0.24902949,0.08825763,0.19782577,0.03550017,-0.036062453,0.16862366,-0.25144532,0.09022408,0.14336662,0.030922592,-0.18279263,0.36654213,0.054588404,0.11531264,0.4894241,-0.11455897,0.12801793,0.07851193,0.14762522,-0.30658597,0.1995977,-0.1421065,0.16772234,0.07455435,0.49274263,0.03716684,0.04143454,-0.2652438,-0.02601476,0.27624336,0.033448204,-0.35567093,0.19494286,-0.007579153,0.049726725,-0.23210794,-0.16222742,-0.1108723,-0.2919618,0.41637164,0.074836284,-0.4985965,-0.010676903,-0.10452963
X031,0.0013390522,0.13851433,0.13420273,-0.35483673,0.4145218,-0.07817121,0.52001053,-0.1190947,0.07799842,-0.17890038,-0.23996173,-0.23528977,-0.2640923,-0.06710547,-0.20677805,0.0054362,0.41488448,-0.20891698,-0.08709364,-0.08069235,-0.2291883,0.20796731,-0.2671834,0.5137179,0.01189258,0.32258758,-0.12696785,0.09202332,0.18848048,-0.023776302,-0.27715886,-0.37273905,-0.43088025,0.2745744,0.24260251,0.054668114,0.14321157,0.22215521,0.078573614,0.1314807,0.28011426,-0.022015834,-0.24606329,0.24663739,-0.19868824,0.07279053,-0.30375254,0.1411881,0.09855533,-0.14355493,0.47497764,0.017670322,0.2703307,-0.0049964865,0.09051808,0.025939625,0.32264185,0.14968522,0.08276172,0.15648232,0.0785118,0.0645848,-0.21271393,0.17411926,0.20673352,0.050132602,-0.32356274,0.36417818,0.018967869,0.05248537,0.5098347,-0.12175419,0.07549167,0.21752788,-0.04655134,-0.2760305,0.37098885,-0.118993655,0.24239531,0.3097204,0.49035835,0.01571185,-0.07140072,-0.31620553,0.046908434,0.38319966,-0.08029389,-0.18494675,0.09495156,0.031629875,0.093356885,-0.24263267,-0.23454587,0.070589304,-0.2713407,0.29540065,0.100780845,-0.5237065,0.1592974,-0.30092427
X032,0.04400001,0.13029468,0.07222364,-0.3082904,0.42732182,-0.14352989,0.5628003,-0.022192737,0.1352734,-0.23392652,-0.1324166,-0.120815605,-0.1958447,0.03483832,-0.30350623,-0.11490441,0.54078543,-0.09301481,0.00994184,-0.26426888,-0.11911638,0.08703704,-0.42203113,0.41713032,0.15612364,0.35217658,-0.16237938,-0.0029835717,0.25779766,-0.0038689373,-0.39251995,-0.236142,-0.34672433,0.31453794,0.2258386,0.015147928,0.109511085,0.26221174,0.07531434,0.040435936,0.27388674,0.06193595,-0.26296973,0.43306378,-0.2906932,0.18856989,-0.27756673,0.12779686,0.22398113,-0.09809434,0.31851816,0.07801093,0.14130561,-0.010613953,0.019646564,-0.06313074,0.13777803,0.06899842,0.021097079,0.18769614,0.0058958656,0.11832828,-0.27982962,0.20922996,0.3202732,0.01306556,-0.1773289,0.37774357,0.06125587,0.061529886,0.3662872,0.0011015094,0.12249996,0.24159251,0.100216694,-0.20759225,0.26436135,-0.18301982,0.21065627,0.17882365,0.48580763,0.14093366,-0.08678751,-0.31566262,0.14960617,0.38487825,0.0044321925,-0.2615045,0.067002356,-0.013170122,0.06153862,-0.17489809,-0.07565836,0.0182575,-0.18175685,0.30351686,0.14262651,-0.5437455,0.1175221,-0.18936966
X033,0.0531027,0.107627675,0.06429035,-0.32462475,0.4723701,-0.08709553,0.51935863,-0.11012274,0.07881597,-0.1250349,-0.24918221,-0.23365884,-0.18180166,0.058433574,-0.1356547,-0.23784575,0.6710573,-0.3136571,-0.032915883,-0.1546751,-0.1312208,0.2919301,-0.37821466,0.4628751,0.16266987,0.2921465,-0.057106476,-0.0740102,0.25094604,-0.14396542,-0.3784738,-0.24073176,-0.31431803,0.31479958,0.29726052,0.067552775,-0.01033491,0.18515754,-0.023094023,0.13761777,0.37126318,0.06981521,-0.14670536,0.29089662,-0.23850547,0.05498783,-0.30628994,0.18898241,0.25337178,-0.020076979,0.3290576,-0.0108073745,0.007777517,-0.0048631392,0.16566701,-0.04040448,0.22376391,0.24631113,0.010373849,0.11385295,-0.006523481,-0.011530244,-0.17020085,0.26633403,0.291089,0.17855355,-0.09360649,0.4156132,0.035319682,0.16783294,0.3868362,-0.06694726,0.04064135,0.1633055,0.098749794,-0.24613488,0.17128271,-0.15679118,0.32134607,0.25612092,0.44384456,0.27609068,0.05316933,-0.25853574,-0.018972948,0.20094848,-0.063128375,-0.12373866,0.15479839,0.09997373,0.025617719,-0.08508985,-0.056150638,0.115386404,-0.22211501,0.29226282,0.22661413,-0.49274865,0.131124,-0.21127148
X034,-0.076428324,-0.0293683,0.10594612,-0.12109948,0.5259619,-0.016035605,0.4135486,-0.13248256,-0.1996147,-0.18067175,-0.259406,-0.20579402,-0.19981979,-0.23053014,-0.25693431,-0.19234972,0.40994495,0.03751213,0.082819596,-0.19798726,-0.122585654,0.18882233,-0.37797427,0.2388701,0.12877761,0.2394398,-0.2096558,-0.1962944,0.22824147,-0.10024299,-0.23234877,-0.24486414,-0.18388031,0.32922998,0.16019465,0.1303466,0.11616599,0.11546376,0.16914015,-0.13812204,0.31825092,0.033983238,-0.14169101,0.40948197,-0.2266948,0.006521541,-0.2886241,0.25162783,0.28836107,0.015392668,0.40757173,0.005175569,0.015956955,-0.00097110966,0.014065392,-0.2572296,0.21341144,0.22252063,0.07239314,-0.06376138,0.031213015,0.046128746,-0.051147617,0.06877098,0.32161424,0.13611335,-0.22271454,0.28437942,-0.027832136,0.18859665,0.24403422,-0.0067003677,0.038385887,0.16411754,0.061307788,-0.33189982,0.2409671,-0.24100903,0.34615314,0.004500237,0.38915345,0.05474007,0.019168276,-0.24673383,-0.030081429,0.41069973,0.14010893,-0.23162043,0.24735472,0.025067842,0.17244576,-0.35229608,-0.106989965,-0.047531813,-0.30791005,0.33812752,0.057522487,-0.3832745,0.13209112,-0.21461427
X035,-0.014000339,0.0795644,0.029936,-0.35778537,0.6140301,-0.19405916,0.4093323,-0.06649199,-0.0865081,-0.14798112,-0.2448724,-0.33111978,-0.13002421,-0.08854132,-0.29729325,-0.17510556,0.51700586,-0.21927145,-0.17589317,-0.023383105,0.004547921,0.2203392,-0.34578887,0.5134843,0.18440653,0.37833738,-0.18841805,-0.12799634,0.31214154,-0.060443062,-0.40603343,-0.15539725,-0.21487811,0.16890787,0.34897786,0.07385809,-0.008463097,-0.082939886,0.12968796,0.07348275,0.4287152,0.14770067,0.06000526,0.4275012,-0.14583778,0.0465642,-0.1407496,0.30931535,0.19145577,-0.07613664,0.32784536,-0.065842494,0.0386156,0.06942947,0.14186472,-0.12553407,0.10083034,0.29305184,0.12168819,-0.041407388,-0.24913268,-0.029173186,-0.055792995,0.13837866,0.36247945,0.0077650636,-0.12237526,0.30615944,0.008858638,0.2589448,0.3840167,-0.064748205,0.20076898,0.20122123,-0.00094034174,-0.4088967,0.11464087,-0.2625878,0.48288488,0.13683797,0.43984333,-0.020837916,0.11109657,-0.043292325,-0.12139571,0.15592603,0.09786947,-0.18042742,0.2193048,0.21190415,-0.046963017,-0.45132267,-0.08388272,-0.0014533893,-0.09606995,0.29903978,0.1291097,-0.49934438,0.015006047,-0.07428066
X036,0.1910613,0.0967697,0.19316569,-0.24554159,0.69500166,-0.25465345,0.35685244,0.015337123,-0.18250264,-0.1990249,-0.06376921,-0.2994468,-0.20503412,-0.29619336,-0.35961115,-0.19662921,0.20753975,0.019838076,-0.059807934,0.0048519187,-0.058119692,0.12813988,-0.58111477,0.54948217,0.12863556,0.36030415,-0.17260274,-0.038285814,0.3663068,0.033348296,-0.34020653,-0.17069808,-0.12653026,0.21621871,0.2856375,0.038473275,-0.24834344,-0.079357475,0.11665307,-0.007862419,0.33966422,0.16560787,0.18588118,0.36189467,-0.28021452,0.055248868,-0.21120183,0.21863192,0.222606,-0.052070506,0.24063885,0.029785627,0.19744872,-0.11641236,-0.02254334,-0.12777013,0.15329766,0.32389084,0.1735407,0.047612976,-0.23107651,0.07497551,-0.037775904,0.34329236,0.18996549,-0.04947816,-0.05836089,0.30226493,0.10169373,0.22934365,0.27429792,0.043837737,0.17269523,0.194653,0.100957684,-0.44858384,0.18257765,-0.2774721,0.35738865,0.02092521,0.32969707,-0.08496006,0.027553253,-0.09133255,-0.012770399,0.44202933,0.183909,-0.26741907,0.20144622,0.1444312,-0.13082622,-0.48961157,-0.25676093,-0.08795782,0.015666291,0.2528047,-0.05384824,-0.5041158,0.009012115,0.079706006
