1,-0.10844489
11,0.16833231
112,-0.07515159
113,0.110117644
114,-0.26396728
12,0.24471776
121,-0.1979229
13,0.26396936
131,-0.18042944
132,-0.233089
133,-0.2592044
134,-0.21306257
14,0.12581807
142,-0.27694863
143,-0.24816218
15,-0.22865157
2,-0.04495142
21,0.68663925
211,-0.17371087
212,0.25254568
213,0.54558486
2131,-0.24496606
214,0.08856065
215,-0.17287016
22,0.6811724
221,-0.058671918
223,0.09161284
224,-0.21491659
225,-0.2219557
23,0.30746952
231,-0.022170996
232,0.0474283
233,-0.19783628
24,0.6017236
241,-0.23589808
242,-0.17148447
243,-0.16932799
244,-0.28654838
25,-0.119077295
252,-0.22647893
254,-0.20454036
3,0.21585438
31,0.46040744
311,-0.20591758
312,-0.08966243
313,-0.053102903
314,-0.26797417
315,-0.19051528
32,0.30633393
322,-0.12433911
323,0.15357605
324,0.40815595
325,0.07980972
33,0.98021
331,-0.30172983
332,0.05191344
333,-0.2609965
334,0.08899603
335,-0.07410412
34,0.046812877
341,-0.012745216
342,-0.24443603
343,-0.19033818
344,-0.21427962
35,0.68394506
351,-0.22340788
352,-0.2799282
353,-0.030662633
354,-0.09215479
355,-0.2541261
4,0.016878618
41,0.2303951
411,-0.23685426
412,-0.28445673
413,-0.0817175
42,0.36038256
422,-0.27230376
423,0.13898788
424,-0.12296923
43,0.03551133
433,-0.014520043
434,0.045201465
435,-0.006828653
44,0.6001043
442,-0.12195241
443,-0.17479946
445,-0.14161165
45,0.030078553
451,-0.23257093
452,-0.21243554
453,-0.21308482
454,-0.26061156
455,-0.14926635
5,0.3631296
51,0.12144045
512,-0.28689882
513,-0.32439706
52,0.44055694
523,-0.2614659
524,-0.24810296
53,0.7485995
533,0.034532048
534,-0.2222565
535,-0.14390486
54,0.4967821
544,-0.10359891
545,-0.24821611
55,0.87320125
551,-0.2344824
553,-0.06800395
554,-0.02264841
↗,-0.1979876
,0.80109453
