a,0.49482194
ae,0.009861311
ai,0.22252427
aik,-0.016880311
aip,-0.044855464
ait,-0.007632064
aiŋ,-0.038415715
aiʔ,-0.021192092
aĩ,0.037131377
aĩ̃,-0.032687742
ak,0.19917127
akŋ,-0.03640298
al,0.04300028
am,-0.011150877
amʔ,-0.04746641
an,0.15244241
anʔ,-0.0022648908
ao,0.11554741
ap,-0.021783384
ar,0.01740224
at,0.14232339
atn,-0.035112135
au,0.4183862
auŋ,-0.023612505
auʔ,0.07675839
aũ,0.018112598
ay,-0.03346026
aø,-0.024938196
aŋ,0.36081296
aŋʔ,-0.020097451
aɔ,0.035341658
aɛ,0.023979023
aɤ,0.0028577843
aɪ,-0.049610108
aɯ,0.082861245
aʔ,0.16285916
aʳ,-0.047424752
aː,-0.04149689
aːi,0.011151692
aːm,-0.059922624
aːn,-0.032038625
aːo,0.0063333996
ã,0.21803321
ãe,-0.027855732
ãẽ,-0.039192513
ãi,0.08812061
ãĩ,0.0065184874
ãn,0.04270526
ãu,0.015525643
ãũ,-0.00773923
ãŋ,0.12162515
ãɔ,-0.06697805
e,0.5630663
ea,-0.023123488
ei,0.26646984
eik,0.0038034918
ein,-0.010361554
eiu,-0.06404488
eiŋ,0.1867796
eiʔ,0.042210523
eĩ,0.010706369
ek,0.04484999
em,-0.03583065
en,0.065014794
ep,0.011094883
er,-0.0543201
et,0.060199235
eu,0.09170786
ey,-0.051867288
eŋ,0.05240741
eɐk,-0.03373517
eɐŋ,-0.006767771
eə,-0.04724105
eɪ,0.018714437
eɪ̃,-0.0083544925
eɯ,-0.039632294
eʉ,0.0089263655
eʔ,0.19098082
ẽ,0.20611677
ẽi,0.0030421726
ẽĩ,-0.03482651
ẽn,0.002487696
ẽŋ,-0.038335692
ẽʔ,-0.049393915
ĕi,-0.0333161
eᴇ,-0.037111223
i,1.1871417
ia,0.49533075
iae,-0.05840068
iai,0.25347102
iait,-0.035130233
iaiŋ,-0.023937555
iaiʔ,-0.03602603
iak,0.08901358
iam,0.05235636
iamʔ,-0.05837852
ian,-0.28375563
ianʔ,-0.025663776
iao,0.0061271694
iap,0.040574495
iat,0.0144697465
iau,-0.029282117
iaũ,-0.040650804
iaŋ,0.32806462
iaɔ,-0.03895754
iaɛ,-0.05815851
iaɤ,-0.015294294
iaɯ,0.00035213615
iaʔ,0.19698118
iã,0.04195186
iãi,-0.042994976
iãn,-0.114648096
iãu,-0.01704982
iãŋ,-0.023043053
ie,0.5363986
iei,0.13621958
ieiu,-0.07166563
ieiŋ,0.0356444
ieĩ,-0.011227371
iek,0.08572432
iem,-0.02467415
ien,0.09192086
iep,-0.03515035
iet,0.036038257
ieu,0.12954453
ieuʔ,-0.04119318
ieŋ,0.07835284
ieɐ,-0.029940868
ieɐŋ,-0.049172204
ieɪ,-0.043181386
ieɪ̃,-0.03994587
ieɯ,0.0006788612
ieʊ,-0.044986315
ieʔ,-0.007627152
ieʰ,-0.044074066
iẽ,0.03534795
iẽi,-0.040043157
iẽĩ,-0.06714266
iẽn,0.0116246
iẽŋ,-0.01201731
iĩ,-0.13120455
ij,0.06978808
ik,0.049903024
ikŋ,-0.021762336
il,0.03801932
im,-0.041849207
imʔ,-0.053214267
in,0.3788601
inʔ,0.02639815
io,0.20479138
ioẽ,-0.021101769
ioi,0.050763626
iok,-0.053207878
iom,0.019431738
ion,-0.019881096
iop,-0.007956863
iot,-0.06961312
iou,0.11180492
iouŋ,-0.037130672
iouʔ,-0.011944235
ioŋ,0.20382553
ioʊ,-0.070736215
ioʔ,0.031087497
iõ,-0.00013810076
iõm,-0.06276597
iõŋ,-0.037442394
io̜,-0.04323003
ip,-0.12741047
it,0.16690882
itn,-0.036922388
iu,0.49123123
iuaŋ,-0.036092192
iuã,-0.044144046
iuei,-0.042362157
iui,0.09124518
iuiʔ,-0.06425601
iuk,-0.026197486
iun,-0.09734723
iuo,-0.03980617
iuol,-0.06642556
iuon,-0.036810905
iuot,-0.056327984
iut,-0.04576349
iuŋ,0.08609276
iuɐi,-0.040415417
iuɔin,-0.026600726
iuɔiʔ,-0.05087502
iuɔn,-0.029895797
iuʔ,-0.03419488
iũ,-0.03768274
iũi,-0.052752033
iy,-0.04942258
iz,0.087774895
iæ,0.19041704
iæe,-0.0039592823
iæi,-0.017763784
iæk,-0.028027346
iæm,-0.06646021
iæn,-0.07534588
iæu,-0.02646271
iæŋ,0.054881297
iæɪ̃,-0.05194633
iæʔ,-0.086088024
iæːɐ,-0.0641995
iæ̃,0.015990868
iæ̃n,-0.018163303
iæ̃̃,-0.007683787
iø,0.115303546
iøi,0.011821847
iøk,-0.07209322
iøn,-0.047095053
iøu,0.00050194707
iøŋ,-0.0082254
iøʔ,-0.03998224
iŋ,0.2616258
iŋʔ,-0.054258265
iœ,0.042275902
iœk,-0.14560357
iœn,-0.027370866
iœt,-0.053611595
iœy,0.005895794
iœŋ,-0.13876203
iɐ,0.082210146
iɐi,0.059847254
iɐk,0.028503083
iɐl,-0.041008286
iɐm,-0.12752113
iɐn,-0.022399712
iɐo,-0.047251876
iɐp,-0.014822451
iɐt,-0.05158409
iɐu,-0.10969998
iɐŋ,0.017999122
iɐɣ,-0.013720819
iɐɯ,0.020784004
iɐʌ,-0.07234406
iɐʔ,-0.039135724
iɐ̃,0.025930194
iɐ̆,0.15424609
iɐ̆ʔ,0.012758993
iɑ,0.20627145
iɑi,-0.004540738
iɑm,-0.03752348
iɑn,-0.040292658
iɑo,-0.12884495
iɑu,-0.12215594
iɑŋ,-0.008562326
iɑɔ,-0.049734823
iɑɣ,-0.03874276
iɑɣ̃,-0.0682957
iɑɯ,-0.06394594
iɑʌ,-0.031960756
iɑʔ,-0.067541346
iɑ̃,-0.045206357
iɑ̃ũ,-0.048169494
iɑ̃ŋ,-0.053861305
iɒ,0.05034596
iɒo,-0.06393317
iɒu,-0.02661546
iɒuʔ,-0.043633264
iɒŋ,0.042991184
iɒɔ,-0.0749146
iɒʔ,-0.034499984
iɒ̃,0.06510168
iɔ,0.3427858
iɔi,0.044055726
iɔin,-0.065646
iɔit,-0.056505054
iɔk,0.062408864
iɔl,-0.05000199
iɔm,0.0011529478
iɔn,0.018402793
iɔo,-0.14146525
iɔom,-0.04454956
iɔõ,-0.05890475
iɔt,-0.057467576
iɔu,0.10037514
iɔuʔ,-0.040820412
iɔŋ,0.04358085
iɔɤ,-0.07771475
iɔʔ,-0.05825918
iɔ̃,0.08069754
iɔ̃u,-0.05482965
iɔ̃ŋ,-0.036576435
iɘ,-0.0644648
iɘn,-0.043347772
iɘɤ,-0.08061452
iɘʉ,-0.019070908
iɘʔ,-0.109804094
iə,0.2189966
iəi,-0.015817633
iək,-0.10129308
iəm,-0.052590452
iən,-0.0674867
iəo,-0.029015511
iəp,-0.025096077
iər,-0.045090992
