a,0.08181138,-0.06811031,0.0036836066,0.045854993,0.06438607,-0.120339036,0.17890055,0.02652072,-0.022251574,0.014416098,-0.0401559,0.112827756,0.052790813,-0.0843614,0.013265375,0.07424376,0.097215086,0.039453644,-0.17326787,0.07142318,0.10674528,0.030858336,0.048130844,0.05367186,0.13740149,-0.0424133,-0.01780054,0.15866025,-0.000145769,0.052021366,0.018230591,-0.05172042,-0.21744554,-0.32839656,0.08924621,0.05496341,-0.014746503,-0.0036464809,-0.1078956,-0.0760232,0.101272434,-0.025211217,0.12618777,-0.041219104,-0.14596337,-0.0097476365,-0.049550347,-0.13493463,-0.12439816,0.039506543,-0.019901032,0.038968462,0.0058390805,0.09336215,0.17607461,0.012465761,0.07470462,0.055570453,-0.22402816,-0.06148806,0.008039997,-0.076680005,0.08134168,0.022886725,0.015174172,0.025344286,0.109021716,-0.045277573,-0.11476989,0.07136353,0.052416097,-0.068886176,-0.022230398,0.13897707,-0.013871158,-0.091096625,-0.037598506,0.07477376,-0.1045163,-0.16706502,-0.084204,-0.019378107,0.042693067,-0.042985313,-0.13506585,0.10489999,0.1384213,-0.24048817,0.08945033,0.0025653462,-0.020582577,-0.08601339,0.03527172,0.009232788,0.0791757,-0.19040243,0.068026096,0.07541402,-0.012235534,-0.08424356
b,0.03846518,-0.28960598,0.9775762,-0.030107168,0.30704626,0.3263991,-0.59958386,-0.69714177,-0.20824458,0.1735903,0.21402518,0.47592244,-0.6681347,-0.018759089,0.51538706,0.6721669,0.09813835,-0.6735307,0.7611591,-0.39633593,0.9376003,0.09859865,0.46584135,-0.2661345,0.7323475,0.16010424,-0.7058777,-0.22039312,-0.3220535,-0.21212801,-0.13902348,-0.17028224,0.79234606,-0.03206434,0.30076322,0.104575865,0.21823524,0.4636317,-0.11512254,0.027641855,-0.3520347,0.20787558,-0.26716444,-0.5414671,0.20618644,0.4768695,0.9833231,0.28960568,0.0824504,-0.5016519,0.06210244,-0.05605094,-0.23411155,-0.11086173,-0.20218149,-0.43299982,-0.09984643,-0.13697414,0.02895064,-0.47227976,-0.55812705,0.25232765,0.038020212,-0.27008384,0.31467155,-0.14879495,-1.0373214,0.013293577,0.044399273,-0.3741347,-0.7228809,0.45071247,0.098950215,-0.12210327,0.12627383,-0.027589858,0.48758873,0.5495343,-0.43950143,0.2506463,0.2569626,-0.028641496,0.4183949,0.44635898,0.09607306,-0.03701769,-0.3459722,-0.32738915,-0.020717045,0.16700116,0.20089097,-0.43031004,-0.7141767,0.49503306,0.378742,0.24554063,0.36545372,-0.05102877,0.26305932,0.60632735
bv,0.05753927,-0.2091331,0.00473964,0.09347566,-0.048780795,0.013518289,0.046227094,-0.1544244,0.087977745,-0.0068499753,0.031891428,0.036783,-0.01693722,0.055507038,0.0958009,0.05701236,-0.19770588,-0.06788826,0.030254846,-0.016879752,0.17304814,-0.02552484,0.02010354,0.013681418,-0.046586055,0.06757313,-0.019823989,-0.023807498,-0.17194575,-0.09904944,-0.014505027,-0.022417258,0.07739707,0.07400639,0.026835537,-0.009164891,0.018708574,0.017768525,-0.15788203,-0.037903655,0.08250812,-0.07987936,0.076375924,-0.016165502,0.017742733,-0.0060305004,0.17969541,-0.09643704,-0.078033924,0.034766015,0.06467485,0.030042538,0.045146845,-0.039324384,-0.03502851,-0.06101454,-0.035140757,0.024470722,0.022010975,0.024369625,-0.04611787,-0.051735763,0.02242717,0.004653219,-0.03776344,0.106104545,-0.07816891,-0.009216914,0.050856583,-0.16733554,-0.1282882,0.0021273172,-0.0046810643,-0.048002813,0.049077347,0.14062646,0.110682346,0.04552976,0.0040821442,0.045130894,0.16082038,0.049046617,-0.08299978,0.028043903,-0.044590168,0.016254248,0.039794456,-0.021157457,-0.010353026,0.1494416,-0.07207459,0.059511572,-0.030946031,-0.028535265,0.043515477,0.002997078,-0.13039193,0.009019131,0.015415151,-0.0077468622
bʰ,-0.13474609,0.0030719999,0.32509273,0.101951465,0.06721655,0.124176964,-0.18911694,-0.07404035,-0.2892797,-0.00032261823,-0.012596146,-0.19014123,0.017173298,0.168101,0.22599754,0.15021177,0.36557892,0.068147615,0.29858893,0.08467452,0.40828937,0.17537367,0.26457328,-0.38903236,0.19412513,0.055545516,-0.084319755,-0.11266243,0.035517447,-0.036333237,0.10820968,0.025446478,0.528167,-0.19705519,0.114617616,0.06680535,-0.1468012,0.15270242,-0.030248493,-0.283204,-0.1266108,0.11365977,-0.054739673,0.18241592,0.051471025,0.08806186,0.23379074,0.15562592,-0.0022810253,-0.13975391,-0.075994395,0.050835844,-0.19183485,-0.41569543,0.13659689,-0.0964235,0.28324962,-0.037206452,0.32359183,-0.20857273,-0.11447339,-0.060458638,0.024565611,0.011042189,-0.10803936,-0.119028576,-0.06154419,0.22151335,0.113613755,-0.26979035,-0.12279201,-0.025365118,-0.1757172,-0.5340978,0.022560086,0.12915777,0.10041133,0.10649299,-0.062419172,-0.1043493,-0.10852296,0.25926507,0.32725513,0.03379133,0.16821226,-0.06316367,-0.22979523,-0.16487624,-0.1529792,-0.27474064,-0.017353354,0.23364273,-0.60976195,-0.16905804,-0.25537664,-0.17390029,0.47169936,0.2644612,0.36581105,-0.05292404
c,-0.23633586,-0.2675576,0.074001,-0.23139487,-0.0056422753,-0.36581445,-0.0013280312,0.15564053,0.31711268,0.09095775,-0.29510587,-0.033275533,-0.09144578,-0.03466023,0.010498925,-0.26204783,0.087873556,0.07423833,0.32914978,0.45072994,0.25337285,-0.17177767,-0.22091258,0.16796136,-0.39678925,-0.0060745007,-0.17418282,-0.12546864,0.0697821,0.2169068,-0.08232176,-0.4122074,0.034942385,-0.120276675,-0.06437434,-0.029769966,-0.047433984,0.22958414,-0.06295321,-0.3369181,0.31266654,0.37173006,0.14986473,-0.05188865,0.106704615,-0.23435764,0.038406562,0.40859637,-0.18265975,0.35738537,0.25464672,0.10447325,0.18372566,0.1043712,0.11703692,0.4260457,-0.023115782,-0.2561454,0.1155148,0.15280372,0.16020997,0.17926164,0.2073033,-0.0647592,-0.08021857,-0.22636855,0.053649098,0.36221772,-0.18703729,-0.1470977,0.35554418,-0.16577291,0.065219246,-0.034515496,0.0732422,-0.11254581,-0.3464886,0.111263886,0.055805262,0.12182119,-0.24554941,-0.6062768,0.0070757866,0.10967378,-0.026209863,-0.03675045,-0.23865163,0.10653472,-0.008830818,-0.09060655,0.29471555,-0.0016005323,0.43226662,0.29245663,0.049577773,0.479967,-0.073717535,-0.011828191,-0.48683614,0.09894779
cʰ,0.13149816,-0.08015735,0.10889217,-0.4120825,-0.0061814873,-0.12762098,-0.119296074,0.095124654,-0.027146477,0.07055526,-0.37443674,-0.19755253,-0.110447615,-0.15224044,0.06470987,0.08492423,0.06155287,-0.21114846,-0.051705007,-0.12872377,-0.0031428216,0.17290671,-0.1329755,-0.021507245,-0.043708913,-0.08255842,-0.108706206,-0.24575612,-0.2715567,0.20956028,0.24295227,0.02540265,0.031154336,0.01711514,-0.15578553,-0.15196836,-0.12614225,0.019348707,0.22057548,-0.034009036,0.09882419,0.50561714,0.011171221,0.040331073,0.34930584,-0.10595408,-0.051777765,0.18868478,-0.10439284,0.22245142,0.018273406,0.35000014,-0.11574166,0.13357115,0.06616946,0.25799018,-0.011697575,-0.12015188,0.11027717,0.29168922,-0.23868385,0.14878419,0.18009438,0.0870843,-0.19163445,0.0951714,-0.060736947,0.114635706,0.007353022,0.47271246,0.27401596,-0.15622377,0.17230931,-0.21993239,0.09833663,-0.010712452,-0.40097484,0.36625725,-0.03336255,0.114934996,-0.012478172,-0.36891845,-0.170513,0.12753679,0.03135014,0.1824385,-0.08293047,-0.16514044,0.11170059,0.14536704,0.028766984,-0.055861246,0.014998867,-0.16098404,-0.24611957,0.29142475,-0.03233722,-0.15192753,-0.16974992,0.1178563
d,0.28392634,0.27530178,0.37997824,0.49845737,0.01777349,0.41912296,0.52596784,-0.79358864,0.07094397,-0.49525037,0.15295532,0.6761532,-0.6269774,-1.0847404,0.29616326,0.4465493,0.21359643,-0.039429247,0.25404003,0.063361734,0.40027967,-0.39951244,0.23355809,0.5110531,0.13913327,-0.4410932,0.042629693,-0.3311048,-0.006823504,0.12769252,0.06870679,-0.5304081,-0.2897923,0.7493159,-0.35219193,0.53274775,0.39348888,-0.1017173,-0.36733207,0.19464579,0.34517816,0.045237403,-0.25890782,-0.35463354,-0.24468733,-0.115561165,-0.018961597,0.04646326,0.4209356,-0.41790557,-0.4742553,0.06736606,-0.537798,0.230725,-0.4504578,0.112922594,0.40790763,0.08771346,0.12790379,-0.15346801,-0.77187186,0.9374729,0.08770051,-0.12505789,0.54907584,-0.14244546,-0.31384677,-0.42791212,0.06268843,0.13777605,-0.19266468,0.09835925,-0.45872632,0.34641787,0.1978531,-0.053136673,0.43107858,-0.20459138,0.07176589,0.4028538,0.18345474,0.47108874,0.4203165,0.5490007,0.09513957,-0.618525,-0.82246417,0.26518703,0.07169582,0.1558987,0.095561676,-0.6596397,-0.5918067,0.4138284,-0.24382527,0.06764098,-0.4174129,0.037204325,0.06508007,0.71056336
dz,0.49829245,-0.24757943,-0.3158518,0.28746042,-0.33326343,0.010435825,0.31044358,-0.60798025,0.11123384,-0.22078352,0.4030764,0.25730586,-0.61919016,-0.63025934,-0.2420883,0.59686655,0.28543562,-0.2680327,-0.15549092,-0.68530214,0.33121383,0.16771434,0.36903012,0.1788066,-0.07930048,-0.3083248,-0.36217648,0.002032872,-0.41874656,-0.17113292,-1.0451598,0.044778,-0.28390726,-0.20598401,0.02368091,0.20640959,0.31658462,-0.5899155,0.1389817,-0.17623056,0.35070863,-0.17838699,0.29462636,-0.020963678,0.5412123,0.36765662,0.29333112,0.4225848,0.15770397,-0.62476605,0.19658774,0.84599775,0.12691703,-0.39868498,0.2216558,-0.59884274,0.42390463,0.044759892,-0.63877434,0.51649785,0.08429797,-0.57500875,-0.22479929,0.01846443,0.09474488,-0.10860349,-0.17708285,0.22742827,0.06614621,0.14058578,-0.37767646,-0.44103742,0.32580048,0.17882203,0.06004088,-0.9220467,0.29315087,-0.6873661,0.18878688,0.3987679,0.0106899105,0.357557,-0.35283157,-0.29420224,-0.007090082,-0.11781113,-0.19290133,-0.7845031,0.1253282,0.1099384,-0.11834828,-0.45311195,-0.012781082,0.6694036,0.5554455,0.013747638,-0.5082394,-0.42166525,-0.18517594,0.551259
dzʰ,0.093937285,-0.2843943,-0.08720856,0.11998301,-0.014879288,-0.18848386,0.16772455,-0.0015022388,-0.005100492,-0.27457753,0.08461112,-0.024651865,-0.052662548,0.11782602,0.057329826,0.11206539,0.29935092,0.301933,0.07157655,-0.29129672,0.0505673,0.16638385,0.17475061,-0.091199465,0.12327555,-0.22856438,-0.15565562,0.18914717,0.026294027,-0.024335967,-0.07641995,0.2727979,0.06482046,-0.38765532,-0.07854171,0.0803,-0.15827377,-0.3028698,0.024545578,-0.14292313,0.038678303,0.09875166,-0.11586765,0.24801873,0.07132987,0.12414716,-0.1706645,0.095780306,-0.11429779,-0.009961393,-0.04204751,0.4526512,0.15316787,-0.28542125,0.38752285,0.032893755,0.18660463,0.11181055,-0.23806413,0.21192966,0.046860732,-0.20542254,-0.1623658,0.10974957,-0.029231729,-0.16079079,0.053963874,0.15274933,0.026737984,0.122592,-0.16132163,-0.18843754,-0.24330048,-0.07595622,0.2255572,-0.15948124,0.04425822,-0.21461487,0.041067638,-0.113068365,-0.06643295,0.35677683,-0.33248997,0.04422091,0.15957831,-0.11424342,-0.052080847,-0.48760024,0.086601704,-0.102024294,-0.16844358,0.038026184,-0.4121063,-0.08209708,0.19670253,-0.043519713,0.04979607,0.00962738,0.052283283,0.068908304
dð,0.16709965,0.038898807,-0.011183037,-0.03784671,-0.1516492,0.057246007,-0.057847884,-0.11343052,0.08506828,-0.055679474,0.06738701,0.09301083,-0.016514897,0.03535128,0.049118526,0.14389998,-0.10143066,-0.08005025,0.127573,-0.026017742,-0.040900122,0.028797738,-0.05807191,0.026768139,-0.021035047,0.0004942,-0.16377905,-0.17689748,0.037254713,0.00951212,-0.077814445,-0.10010277,0.041739855,0.17401691,-0.06723631,0.10558793,-0.028923463,-0.09483715,0.10449303,0.029259963,0.104358055,-0.06886165,0.032825653,0.040446635,-0.017538516,-0.07535089,0.10935393,-0.0073237084,-0.04257271,0.09960779,0.03124149,-0.04463892,0.04147304,0.11947114,-0.08509209,-0.0700071,0.015075016,-0.016274821,-0.09406987,-0.06554864,0.16116104,0.08650113,0.014219008,0.08806043,0.060176324,-0.01207601,-0.060711466,0.079082884,0.068593584,-0.017057091,-0.105819464,-0.0019784784,0.010373886,0.08716575,0.12380134,0.048491027,-0.024355344,-0.062259763,-0.013557008,0.06648766,-0.014182589,0.008334401,-0.08889581,-0.029428363,0.03601321,0.029225854,0.1244474,0.023491174,0.08645851,0.08477547,-0.04793164,-0.07087566,0.15679497,0.08451985,0.0124923615,-0.007960139,-0.09204575,-0.0039915075,-0.025753586,0.12717469
