id,字形,方言點,聲母,韻母,調值,調類,備註
1460,葵,黟縣(安徽省志),tʃʰ,yɛi,44,陽平,
1460,葵,祁門(安徽省志),tɕʰ,y,55,陽平,
1460,葵,屯溪(安徽省志),kʰ,ue,42,陰去,
1468,追,旌德(安徽省志),ts,uɪ,35,陰平,
1468,追,績溪(安徽省志),ts,uei,31,陰平,
1468,追,黃山(湯口)(安徽省志),tɬ,uɐ,55,陰平,
1468,追,黟縣(安徽省志),tʃ,yɛi,21,陰平,
1468,追,祁門(安徽省志),tɕ,y,11,陰平,
1468,追,屯溪(安徽省志),tɕ,ye,33,陰平,
1471,龜,旌德(安徽省志),k,uɪ,35,陰平,
1471,龜,績溪(安徽省志),k,uei,31,陰平,
1471,龜,黃山(湯口)(安徽省志),k,uɐ,55,陰平,
1471,龜,黟縣(安徽省志),ʃ,yɛi,21,陰平,
1471,龜,祁門(安徽省志),k,uei,11,陰平,
1471,龜,屯溪(安徽省志),tɕ,y,33,陰平,
1472,,旌德(安徽省志),k,uɪ,35,陰平,
1472,,績溪(安徽省志),k,uei,31,陰平,
1472,,黃山(湯口)(安徽省志),k,uɐ,55,陰平,
1472,,黟縣(安徽省志),ʃ,yɛi,21,陰平,
1472,,祁門(安徽省志),k,uei,11,陰平,
1472,,屯溪(安徽省志),tɕ,y,33,陰平,
1473,,旌德(安徽省志),k,uɪ,35,陰平,
1473,,績溪(安徽省志),k,uei,31,陰平,
1473,,黃山(湯口)(安徽省志),k,uɐ,55,陰平,
1473,,黟縣(安徽省志),ʃ,yɛi,21,陰平,
1473,,祁門(安徽省志),k,uei,11,陰平,
1473,,屯溪(安徽省志),tɕ,y,33,陰平,
1484,衰,旌德(安徽省志),s,a,35,陰平,
1484,衰,績溪(安徽省志),s,æ,31,陰平,
1484,衰,黃山(湯口)(安徽省志),ɬ,uɐ,55,陰平,
1484,衰,黟縣(安徽省志),ʃ,uɐɯ,21,陰平,
1484,衰,祁門(安徽省志),ɕ,yɐ̆,11,陰平,
1484,衰,屯溪(安徽省志),s,e,33,陰平,
1514,雖,旌德(安徽省志),s,uɪ,35,陰平,
1514,雖,績溪(安徽省志),s,uei,31,陰平,
1514,雖,黃山(湯口)(安徽省志),ɬ,uɐ,55,陰平,
1514,雖,黟縣(安徽省志),ʃ,yɛi,21,陰平,
1514,雖,祁門(安徽省志),s,y,11,陰平,
1514,雖,屯溪(安徽省志),s,i,33,陰平,
1718,詩,旌德(安徽省志),s,ɿ,35,陰平,
1718,詩,績溪(安徽省志),s,ɿ,31,陰平,
1718,詩,黃山(湯口)(安徽省志),ɬ,l̩,55,陰平,
1718,詩,黟縣(安徽省志),s,ɿ,21,陰平,
1718,詩,祁門(安徽省志),ɕ,i,11,陰平,
1718,詩,屯溪(安徽省志),ɕ,i,33,陰平,
1759,基,旌德(安徽省志),ts,ɿ,35,陰平,
1759,基,績溪(安徽省志),ts,ɿ,31,陰平,
1759,基,黃山(湯口)(安徽省志),tɕ,i,55,陰平,
1759,基,黟縣(安徽省志),tʃ,ɛi,21,陰平,
1759,基,祁門(安徽省志),tɕ,i,11,陰平,
1759,基,屯溪(安徽省志),tɕ,i,33,陰平,
1825,醫,旌德(安徽省志),0,i,35,陰平,
1825,醫,績溪(安徽省志),0,ɿ,31,陰平,
1825,醫,黃山(湯口)(安徽省志),0,i,55,陰平,
1825,醫,黟縣(安徽省志),0,iɛi,21,陰平,
1825,醫,祁門(安徽省志),0,i,11,陰平,
1825,醫,屯溪(安徽省志),0,i,33,陰平,
1826,毉,旌德(安徽省志),0,i,35,陰平,
