id,字形,方言點,聲母,韻母,調值,調類,備註
140,窮,陽城,cʰ,yə̃ŋ,13,陽平,
143,馮,太原,f,əŋ,11,平,
150,風,婁煩,f,̃ə̃,22,平聲,
150,風,太原,f,əŋ,11,平聲,
150,風,清徐,f,ʌ̃,11,平聲,
150,風,文水,x,uəŋ,22,平聲,
150,風,太谷,f,̃ə̃,22,平聲,
150,風,祁縣,x,̃ũm,33,平聲,
150,風,平遙,x,uŋ,13,平聲,
150,風,孝義,x,uŋ,11,平聲,
150,風,臨縣,f,əŋ,24,陰平,
150,風,離石,x,uəŋ,213,陰平,
150,風,汾陽,f,əŋ,324,陰平,
150,風,嵐縣,f,əŋ,324,陰平,
150,風,石樓,x,uŋ,214,陰平,
150,風,隰縣,x,uəŋ,41,陰平,
150,風,汾西,f,əŋ,22,陰平,
150,風,沁縣,f,əŋ,213,陽平上,
150,風,平順,f,əŋ,313,陰平,
150,風,長治,f,əŋ,213,陰平,
150,風,長子,f,əŋ,213,陰平上,
150,風,高平,f,əŋ,33,平聲,
150,風,陵川,f,əŋ,33,陰平,
150,風,朔州,f,ə̃,312,陰平上,
150,風,代縣,f,əŋ,213,陰平上,
150,風,五寨,f,̃ə̃,213,陰平上,
150,風,五台,f,əŋ,214,陰平上,
150,風,忻州,f,əŋ,313,陰平上,
150,風,天鎮,f,ɤɣ,31,陰平,
150,風,大同,f,əɣ,31,陰平,
150,風,山陰,f,ə̃,313,平聲,
150,風,平定,x,əŋ,313,陰平,
150,風,和順,x,əŋ,31,陰平,
150,風,晉城,f,oŋ,33,陰平,
150,風,陽城,f,uə̃n,11,陰平,
152,楓,太原,f,əŋ,11,平,
157,豐,太原,f,əŋ,11,平聲,
165,充,太原,tsʰ,uŋ,11,平,
172,隆,太原,l,uŋ,11,平,
178,空,太原,kʰ,uŋ,11,平,空虛
192,公,太原,k,uŋ,11,平,
193,功,太原,k,uŋ,11,平,
194,工,太原,k,uŋ,11,平,
200,攻,太原,k,uŋ,11,平,
205,蒙,太原,m,əŋ,53/11,平/上,未註明異讀原因
232,籠,太原,l,uŋ,11,平,鳥籠
240,聾,太原,l,uŋ,11,平,
259,洪,太原,x,uŋ,11,平,
262,紅,婁煩,x,uə̃,22,平聲,
262,紅,太原,x,uŋ,11,平聲,
262,紅,清徐,x,uʌ̃,11,平聲,
262,紅,文水,x,uəŋ,22,平聲,
262,紅,太谷,x,ũ,22,平聲,
262,紅,祁縣,x,ũm,33,平聲,
262,紅,平遙,x,uŋ,13,平聲,
262,紅,孝義,x,uŋ,11,平聲,
262,紅,臨縣,x,uəŋ,44,陽平,
262,紅,離石,x,uəŋ,44,陽平,
262,紅,汾陽,x,uəŋ,324,陰平,
262,紅,嵐縣,x,uəŋ,55,陽平,
262,紅,石樓,x,uŋ,44,陽平,
262,紅,隰縣,x,uəŋ,24,陽平,
262,紅,汾西,x,uəŋ,35,陽平,
262,紅,沁縣,x,uəŋ,33,陽平,
262,紅,平順,x,uŋ,22,陽平,
262,紅,長治,x,uŋ,24,陽平,
262,紅,長子,x,uŋ,24,陽平,
262,紅,高平,x,uəŋ,33,平聲,
262,紅,陵川,x,uŋ,53,陽平,
262,紅,朔州,x,uə̃,35,陽平,
262,紅,代縣,x,uəŋ,22,陽平,
262,紅,五寨,x,uə̃,44,陽平,
262,紅,五台,x,uəŋ,33,陽平,
262,紅,忻州,x,uəŋ,31,陽平,
262,紅,天鎮,h,uɤɣ,22,陽平,
262,紅,大同,x,uəɣ,313,陽平,
262,紅,山陰,x,uə̃,313,平聲,
262,紅,平定,x,uəŋ,44,陽平,
262,紅,和順,x,uəŋ,22,陽平,
262,紅,晉城,x,uoŋ,213,陽平上,
262,紅,陽城,x,uə̃ŋ,13,陽平,
263,虹,太原,tɕ/x,uŋ/iɒ̃,11/45,去/平,"文,白"
265,鴻,太原,x,uŋ,11,平,
282,叢,太原,tsʰ,uŋ,11,平,
287,翁,太原,k/v,uŋ/əŋ,11,平,"正,俗.俗讀為""公""訓讀,古紅切"
297,,太原,tsʰ,uŋ,11,平,
300,,太原,tsʰ,uŋ,11,平,
310,通,太原,tʰ,uŋ,11,平,
341,蓬,太原,pʰ,əŋ,11,平,
343,篷,太原,pʰ,əŋ,11,平,
351,烘,太原,x,uŋ,11,平,
361,冬,婁煩,t,uə̃,22,平聲,
361,冬,太原,t,uŋ,11,平聲,
361,冬,清徐,t,uʌ̃,11,平聲,
361,冬,文水,t,uəŋ,22,平聲,
361,冬,太谷,t,ũ,22,平聲,
361,冬,祁縣,t,ũm,33,平聲,
361,冬,平遙,t,uŋ,13,平聲,
361,冬,孝義,t,uŋ,11,平聲,
361,冬,臨縣,t,uəŋ,24,陰平,
361,冬,離石,t,uəŋ,213,陰平,印刷為13此地陰平應為213。
361,冬,汾陽,t,uəŋ,324,陰平,
361,冬,嵐縣,t,uəŋ,324,陰平,
361,冬,石樓,t,uŋ,214,陰平,
361,冬,隰縣,t,uəŋ,41,陰平,
361,冬,汾西,t,uəŋ,22,陰平,
361,冬,沁縣,t,uəŋ,213,陰平上,
361,冬,平順,t,uŋ,313,陰平,
361,冬,長治,t,uŋ,213,陰平,
361,冬,長子,t,uŋ,213,陰平,
361,冬,高平,t,uəŋ,33,平聲,
361,冬,陵川,t,uŋ,33,陰平,
361,冬,朔州,t,uə̃,312,陰平上,
361,冬,代縣,t,uəŋ,213,陰平上,
361,冬,五寨,t,uə̃,213,陰平上,
361,冬,五台,t,uəŋ,214,陰平上,
361,冬,忻州,t,uəŋ,313,陰平上,
361,冬,天鎮,t,uɤɣ,31,陰平,
361,冬,大同,t,uəɣ,31,陰平,
361,冬,山陰,t,uə̃,313,平聲,
361,冬,平定,t,uəŋ,313,陰平,
361,冬,和順,t,uəŋ,31,陰平,
361,冬,晉城,t,uoŋ,33,陰平,
361,冬,陽城,t,uə̃n,11,陰平,
396,鬃,太原,ts,uŋ,11,平,
401,農,婁煩,n,ə̃,22,平聲,
401,農,太原,n,əŋ,11,平聲,
401,農,清徐,n,ʌ̃,11,平聲,
401,農,文水,n,əŋ,22,平聲,
401,農,太谷,n,ə̃,22,平聲,
401,農,祁縣,n,ə̃,33,平聲,
401,農,平遙,n,əŋ,13,平聲,
401,農,孝義,n,uŋ,11,平聲,
401,農,臨縣,n,uəŋ,44,陽平,
401,農,離石,n/n,əŋ/uəŋ,44/44,陽平/陽平,
401,農,汾陽,n,uəŋ,22,陽平,
401,農,嵐縣,n,əŋ,55,陽平,
401,農,石樓,n,uŋ,44,陽平,
401,農,隰縣,n,uəŋ,24,陽平,
401,農,汾西,n,əŋ,35,陽平,
401,農,沁縣,n,əŋ,213,陰平上,
