a,-0.041629817
b,0.26820186
bv,-0.16225433
bʰ,-0.00082431134
c,-0.006814078
cʰ,-0.120449536
d,0.21262439
dz,0.19163282
dzʰ,0.0001424956
dð,-0.12463733
dʐ,-0.11212283
dʐʰ,-0.17606448
dʑ,-0.033738475
dʑʰ,-0.07148643
dʒ,-0.013954713
dʒʰ,-0.15218852
dʰ,0.057365425
f,0.19121996
fv,-0.1243258
fʰ,-0.09605293
fʱ,-0.14283395
h,0.39508656
hz,-0.121003054
hʐ,-0.20492879
hʑ,-0.21244024
hʱ,-0.22669022
hᶹ,-0.14483753
j,0.031270348
k,1.02512
kʰ,0.71736264
kʷ,-0.11477559
kʷʰ,-0.09856911
kᶹ,-0.10044985
kᶹʰ,-0.10497692
l,1.0411899
m,0.7699349
mb,-0.074361965
mv,-0.18542077
n,0.5749844
nd,-0.09299764
ndz,-0.1699054
ndʑ,-0.19279186
nz,-0.106977336
n̩,-0.13171022
o,-0.13509318
p,0.7030962
pf,0.0011281382
pfʰ,-0.11292804
pʰ,0.55329865
r,-0.13592151
s,0.50559914
sz,-0.039440826
sʰ,-0.118504025
sʱ,-0.1893033
t,0.66652435
ts,0.561636
tsʰ,0.11186661
tç,-0.1389169
tçʰ,-0.16656202
tɕ,0.3836062
tɕʰ,0.05547718
tɬ,-0.04299453
tɬʰ,-0.04882621
tʂ,-0.052093502
tʂʰ,-0.41962406
tʃ,0.12885396
tʃʰ,-0.05876017
tʰ,0.4172448
tθ,-0.04032917
tθʰ,-0.076443896
ü̥,-0.171529
v,0.2806434
vʰ,-0.18186349
w,-0.1508742
x,0.12620942
xʰ,-0.124262236
xʱ,-0.15402873
y,-0.14297208
z,0.17945498
zʰ,-0.048003767
ç,-0.1472952
ŋ,0.34342185
ŋɡ,-0.16180281
ŋ̥,-0.14937146
ȵ,0.12752424
ȶ,-0.10554145
ȶʰ,-0.12599924
ɑɔ,-0.17738672
ɓ,-0.0517564
ɕ,0.07984214
ɕʑ,-0.100853756
ɕʰ,-0.10430937
ɕʱ,-0.15738592
ɗ,-0.035202216
ɟ,-0.1893112
ɡ,0.2464817
ɡʰ,-0.095998354
ɡᶹʰ,-0.13616806
ɣ,-0.10094636
ɦ,0.29112402
ɦz,-0.145427
ɦʑ,-0.20763637
ɦ̥,-0.18841359
ɦᶹ,-0.13457699
ɬ,0.15337075
ɭ,-0.17883702
ɱ,-0.16979407
ɲ,-0.16816658
ɳ,-0.13855176
ɸ,-0.13085866
ɸʱ,-0.11661722
ɹ,-0.11465537
ɻ,-0.149894
ɾ,-0.096914396
ɾʰ,-0.2012396
ɾ̥ʰ,-0.13096242
ɾ̥ʱ,-0.09250858
ʀ,-0.18462247
ʂ,-0.26758066
ʂʱ,-0.19097279
ʃ,-0.12458334
ʃʰ,-0.16395967
ʈ,0.032498665
ʈʰ,-0.11017971
ʋ,-0.099286206
ʐ,-0.1471596
ʑ,-0.072254896
ʑʰ,-0.13303198
ʒ,0.10679008
ʔ,0.2801972
ʔb,-0.06623989
ʔd,-0.083270445
ʔh,-0.16917826
ʔl,0.05584938
ʔm,-0.08580092
ʔn,-0.045203604
ʔŋ,-0.19632065
ʔȵ,-0.16186357
ʔɦ,-0.12343245
ʔʋ,-0.1726519
ʰ,-0.15143214
̃ʃ,-0.16280308
β,-0.022743333
θ,0.12991731
χ,-0.17229569
∅,1.0509484
,0.70032734
