# 其他土話
id,富川(七都話)_聲母,富川(七都話)_韻母,富川(七都話)_調值,富川(七都話)_調類,富川(八都話)_聲母,富川(八都話)_韻母,富川(八都話)_調值,富川(八都話)_調類,鍾山(公安)_聲母,鍾山(公安)_韻母,鍾山(公安)_調值,鍾山(公安)_調類,賀州(九都話)_聲母,賀州(九都話)_韻母,賀州(九都話)_調值,賀州(九都話)_調類,湖南(道縣)_聲母,湖南(道縣)_韻母,湖南(道縣)_調值,湖南(道縣)_調類,江永城關(白水村)_聲母,江永城關(白水村)_韻母,江永城關(白水村)_調值,江永城關(白水村)_調類,豐陽_聲母,豐陽_韻母,豐陽_調值,豐陽_調類,星子_聲母,星子_韻母,星子_調值,星子_調類,西岸_聲母,西岸_韻母,西岸_調值,西岸_調類,保安_聲母,保安_韻母,保安_調值,保安_調類,連州_聲母,連州_韻母,連州_調值,連州_調類
65,t,aŋ,52,陰平,l,aŋ,52,陰平,tʃ,oŋ,35,陰平,ts,əŋ,24,陰平,ts,iaŋ,54,陰平,tɕ,iaŋ,44,陰平,tʃ,ɔŋ,34,陰平,tʃ,ʌŋ,33,陰平,tʃ,ieu,31,陰平,tʃ,ɔŋ,33,陰平,ts,e,22,陰平
67,l,ɐi,44,陰去,l,i,21,陽平,ʃ,oŋ,23,陽平,ts,y,213,陽平,l,i,31,陽平,l,ai,41,陽平,tʃʰ,ɔŋ,31,陽平,tʃʰ,ʌŋ,24,陽平,tʃʰ,ieu,24,陽平,tʃʰ,ɔŋ,25,陽平,tsʰ,e,55,陽平
75,ts,uŋ,52,陰平,ts,aŋ,52,陰平,tʃ,oŋ,35,陰平,ts,əŋ,24,陰平,ts,iaŋ,54,陰平,tɕ,iaŋ,44,陰平,tʃ,ɔŋ,34,陰平,tʃ,ʌŋ,33,陰平,tʃ,ieu,31,陰平,tʃ,ɔŋ,33,陰平,ts,e,22,陰平
93,ts,uŋ,33,陽平,ts,aŋ,21,陽平,ʃ,oŋ,23,陽平,ts,əŋ,213,陽平,ts,iaŋ,31,陽平,,,,,ʃ,ɔŋ,31,陽平,ʃ,ʌŋ,24,陽平,ʃ,ieu,24,陽平,ʃ,ɔŋ,25,陽平,s,ɛ,55,陽平
94,ts,uŋ,33,陽平,ts,aŋ,21,陽平,ʃ,oŋ,23,陽平,ts,əŋ,213,陽平,ts,iaŋ,31,陽平,,,,,ʃ,ɔŋ,31,陽平,ʃ,ʌŋ,24,陽平,ʃ,ieu,24,陽平,ʃ,ɔŋ,25,陽平,s,ɛ,55,陽平
97,s,aŋ,52,陰平,s,aŋ,52,陰平,ʃ,oŋ,35,陰平,s,ɛŋ,24,陰平,s,ue,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
98,s,aŋ,52,陰平,s,aŋ,52,陰平,ʃ,oŋ,35,陰平,s,ɛŋ,24,陰平,s,ue,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
106,0,iaŋ,33,陽平,0,iəu,21,陽平,0,ioŋ,23,陽平,0,iəŋ,213,陽平,0,iaŋ,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
107,0,iaŋ,33,陽平,0,iəu,21,陽平,0,ioŋ,23,陽平,0,iəŋ,213,陽平,0,iaŋ,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
113,0,iaŋ,33,陽平,0,iəu,21,陽平,0,ioŋ,23,陽平,0,iəŋ,213,陽平,0,iaŋ,31,陽平,,,,,0,iɔŋ,31,陽平,0,iʌŋ,24,陽平,0,ieu,24,陽平,j,ɔŋ,25,陽平,0,ie,55,陽平
114,0,iaŋ,33,陽平,0,iəu,21,陽平,0,ioŋ,23,陽平,0,iəŋ,213,陽平,0,iaŋ,31,陽平,0,iaŋ,41,陽平,0,iɔŋ,31,陽平,0,iʌŋ,24,陽平,0,ieu,24,陽平,j,ɔŋ,25,陽平,0,ie,55,陽平
115,k,uŋ,52,陰平,k,øu,52,陰平,k,oŋ,35,陰平,k,iəŋ,24,陰平,k,ie,54,陰平,tɕ,iaŋ,44,陰平,k,ɔŋ,34,陰平,k,ʌŋ,33,陰平,k,ieu,31,陰平,k,ɔŋ,33,陰平,k,e,22,陰平
116,k,əu,52,陰平,k,øu,52,陰平,k,oŋ,35,陰平,k,ɛŋ,24,陰平,k,ie,54,陰平,,,,,k,ɔŋ,34,陰平,k,ʌŋ,33,陰平,k,ieu,31,陰平,k,ɔŋ,33,陰平,k,e,22,陰平
117,k,əu,52,陰平,k,øu,52,陰平,k,oŋ,35,陰平,k,ɛŋ,24,陰平,k,ie,54,陰平,,,,,k,ɔŋ,34,陰平,k,ʌŋ,33,陰平,k,ieu,31,陰平,k,ɔŋ,33,陰平,k,e,22,陰平
119,k,əu,52,陰平,k,øu,52,陰平,k,oŋ,35,陰平,k,iəŋ,24,陰平,k,ie,54,陰平,tɕ,iaŋ,44,陰平,kʰ,ɔŋ,34,陰平,kʰ,ʌŋ,33,陰平,kʰ,ieu,31,陰平,kʰ,ɔŋ,33,陰平,kʰ,e,22,陰平
121,s,iaŋ,33,陽平,s,iaŋ,21,陽平,0,ioŋ,23,陽平,0,iəŋ,213,陽平,x,ie,31,陽平,,,,,0,iɔŋ,31,陽平,0,iʌŋ,24,陽平,0,ieu,24,陽平,j,ɔŋ,25,陽平,0,ie,55,陽平
122,s,iaŋ,33,陽平,s,iaŋ,21,陽平,0,ioŋ,23,陽平,0,iəŋ,213,陽平,x,ie,31,陽平,,,,,0,iɔŋ,31,陽平,0,iʌŋ,24,陽平,0,ieu,24,陽平,j,ɔŋ,25,陽平,0,ie,55,陽平
125,s,iaŋ,33,陽平,s,iaŋ,21,陽平,ʃ,ioŋ,23,陽平,x,iəŋ,213,陽平,x,ie,31,陽平,ɕ,iaŋ,41,陽平,h,ɔŋ,31,陽平,h,ʌŋ,24,陽平,h,ieu,24,陽平,h,ɔŋ,25,陽平,h,ɛ,55,陽平
126,0,iaŋ,33,陽平,0,iaŋ,21,陽平,0,ioŋ,23,陽平,x,iəŋ,213,陽平,x,ie,31,陽平,ɕ,iaŋ,41,陽平,h,ɔŋ,31,陽平,h,ʌŋ,24,陽平,h,ieu,24,陽平,h,ɔŋ,25,陽平,h,ɛ,55,陽平
140,k,aŋ,33,陽平,k,øu,21,陽平,tʃ,oŋ,23,陽平,k,iŋ,213,陽平,ts,i,31,陽平,tɕ,iaŋ,41,陽平,kʰ,ɔŋ,31,陽平,kʰ,ʌŋ,24,陽平,kʰ,ieu,24,陽平,kʰ,ɔŋ,25,陽平,kʰ,e,55,陽平
143,x,uŋ,33,陽平,x,uŋ,21,陽平,f,oŋ,23,陽平,f,ɛŋ,213,陽平,x,ue,31,陽平,f,aŋ,41,陽平,f,ɔŋ,,陽平,f,ʌŋ,24,陽平,f,ieu,24,陽平,f,ɔŋ,25,陽平,f,ɛ,55,陽平
150,p,uŋ,52,陰平,p,øu,52,陰平,f,oŋ,35,陰平,f,ɛŋ,24,陰平,x,ue,54,陰平,f/p,ai,44,陰平,f,ɔŋ,34,陰平,f,ʌŋ,33,陰平,f,ieu,31,陰平,f,ɔŋ,33,陰平,f,ɛ,22,陰平
151,p,uŋ,52,陰平,p,øu,52,陰平,f,oŋ,35,陰平,f,ɛŋ,24,陰平,x,ue,54,陰平,,,,,f,ɔŋ,34,陰平,f,ʌŋ,33,陰平,f,ieu,31,陰平,f,ɔŋ,33,陰平,f,ɛ,22,陰平
152,p,uŋ,52,陰平,p,øu,52,陰平,f,oŋ,35,陰平,f,ɛŋ,24,陰平,x,ue,54,陰平,p,ai,44,陰平,f,ɔŋ,34,陰平,f,ʌŋ,33,陰平,f/p,ieu/ieu,31/31,陰平/陰平,f,ɔŋ,33,陰平,f,ɛ,22,陰平
157,x,uŋ,52,陰平,x,uŋ,52,陰平,f,oŋ,35,陰平,f,ɛŋ,24,陰平,x,ue,54,陰平,f,aŋ,44,陰平,f,ɔŋ,34,陰平,f,ʌŋ,33,陰平,f,ieu,31,陰平,f,ɔŋ,33,陰平,f,ɛ,22,陰平
158,,,,,,,,,,,,,,,,,,,,,f,aŋ,44,陰平,,,,,,,,,,,,,,,,,,,,
165,tsʰ,aŋ,52,陰平,tsʰ,aŋ,52,陰平,tʃʰ,oŋ,35,陰平,tsʰ,ɛŋ,24,陰平,tsʰ,iaŋ,54,陰平,,,,,tʃʰ,ɔŋ,34,陰平,tʃʰ,ʌŋ,33,陰平,tʃʰ,ieu,31,陰平,tʃʰ,ɔŋ,33,陰平,tsʰ,e,22,陰平
172,l,aŋ,33,陽平,l,aŋ,21,陽平,l,oŋ,23,陽平,l,iŋ,213,陽平,l,ie,31,陽平,l,iaŋ,41,陽平,l,ɔŋ,31,陽平,l,ʌŋ,24,陽平,l,ieu,24,陽平,l,ɔŋ,25,陽平,l,ɛ,55,陽平
178,x,uŋ,52,陰平,x,øu,52,陰平,h,oŋ,35,陰平,x,ɛŋ,24,陰平,x,i,54,陰平,kʰ/x,aŋ/ai,44,陰平,kʰ,ɔŋ,34,陰平,kʰ,ʌŋ,33,陰平,kʰ,ieu,31,陰平,kʰ,ɔŋ,33,陰平,h,ɛ,22,陰平
192,k,uŋ,52,陰平,k,øu,52,陰平,k,oŋ,35,陰平,k,ɛŋ,24,陰平,k,ie,54,陰平,k,aŋ/ai,44,陰平,k,ɔŋ,34,陰平,k,ʌŋ,33,陰平,k,ieu,31,陰平,k,ɔŋ,33,陰平,k,e,22,陰平
193,k,uŋ,52,陰平,k,øu,52,陰平,k,oŋ,35,陰平,k,ɛŋ,24,陰平,k,ie,54,陰平,k,aŋ,44,陰平,k,ɔŋ,34,陰平,k,ʌŋ,33,陰平,k,ieu,31,陰平,k,ɔŋ,33,陰平,k,e,22,陰平
194,k,uŋ,52,陰平,k,øu,52,陰平,k,oŋ,35,陰平,k,ɛŋ,24,陰平,k,ie,54,陰平,k,ai,44,陰平,k,ɔŋ,34,陰平,k,ʌŋ,33,陰平,k,ieu,31,陰平,k,ɔŋ,33,陰平,k,e,22,陰平
196,k,uŋ,52,陰平,k,əu,52,陰平,k,oŋ,35,陰平,k,ɛŋ,24,陰平,k,ie,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
200,k,uŋ,52,陰平,k,øu,52,陰平,k,oŋ,35,陰平,k,ɛŋ,24,陰平,k,ie,54,陰平,,,,,k,ɔŋ,34,陰平,k,ʌŋ,33,陰平,k,ieu,31,陰平,k,ɔŋ,33,陰平,k,e,22,陰平
205,m,uŋ,33,陽平,m,ø,21,陽平,m,oŋ,23,陽平,m,əŋ,213,陽平,m,ie,31,陽平,m,aŋ,41,陽平,m,ɔŋ,31,陽平,m,ʌŋ,24,陽平,m,ieu,24,陽平,m,ɔŋ,25,陽平,m,ɛ,55,陽平
232,l,uŋ,33,陽平,l,øu,21,陽平,l,oŋ,23,陽平,l,ɛŋ,213,陽平,l,ɯə,31,陽平,l,oŋ,41,陽平,l,ɔŋ,31,陽平,l,ʌŋ,24,陽平,l,ieu,24,陽平,l,ɔŋ,25,陽平,l,ɛ,55,陽平
240,l,uŋ,33,陽平,l,øu,21,陽平,l,oŋ,23,陽平,l,ɛŋ,213,陽平,l,ie,31,陽平,,,,,l,ɔŋ,31,陽平,l,ʌŋ,24,陽平,l,ieu,24,陽平,l,ɔŋ,25,陽平,l,ɛ,55,陽平
259,x,aŋ,33,陽平,s,iu,35,陰入,h,oŋ,23,陽平,x,əŋ,213,陽平,x,i,31,陽平,x,ai,41,陽平,h,ɔŋ,31,陽平,h,ʌŋ,24,陽平,h,ieu,24,陽平,h,ɔŋ,25,陽平,h,ɛ,55,陽平
262,s,y,33,陽平,s,iu,35,陰入,h,oŋ,23,陽平,x,əŋ,213,陽平,x,i,31,陽平,x,ai,41,陽平,h,ɔŋ,31,陽平,h,ʌŋ,24,陽平,h,ieu,24,陽平,h,ɔŋ,25,陽平,h,ɛ,55,陽平
263,k,aŋ,44,陰去,t,aŋ,22,陽上,0,oŋ,23,陽平,x,əŋ,213,陽平,k,uŋ,33,陰去,l,ai,41,陽平,h,ɔŋ,31,陽平,h,ʌŋ,24,陽平,h,ieu,24,陽平,h,ɔŋ,25,陽平,h,ɛ,55,陽平
265,x,aŋ,33,陽平,s,iu,35,陰入,h,oŋ,23,陽平,x,əŋ,213,陽平,x,i,31,陽平,x,ai,41,陽平,h,ɔŋ,31,陽平,h,ʌŋ,24,陽平,h,ieu,24,陽平,h,ɔŋ,25,陽平,h,ɛ,55,陽平
282,ts,uŋ,33,陽平,ts,øu,21,陽平,θ,oŋ,23,陽平,ts,ɛŋ,213,陽平,ts,ie,31,陽平,,,,,tsʰ,ɔŋ,31,陽平,tsʰ,ʌŋ,24,陽平,tsʰ,ieu,24,陽平,tsʰ,ɔŋ,25,陽平,tsʰ,ɛ,55,陽平
283,ts,uŋ,33,陽平,ts,øu,21,陽平,θ,oŋ,23,陽平,ts,ɛŋ,213,陽平,ts,ie,31,陽平,,,,,tsʰ,ɔŋ,31,陽平,tsʰ,ʌŋ,24,陽平,tsʰ,ieu,24,陽平,tsʰ,ɔŋ,25,陽平,tsʰ,ɛ,55,陽平
287,ʔ,uŋ,52,陰平,0,øu,52,陰平,0,oŋ,35,陰平,k,ɛŋ,24,陰平,0,ie,54,陰平,0,aŋ,44,陰平,v,ɔŋ,34,陰平,0,ʌŋ,33,陰平,0,ieu,31,陰平,0,ɔŋ,33,陰平,0,uɛ,22,陰平
295,tsʰ,uŋ,52,陰平,tsʰ,øu,52,陰平,tʃʰ,oŋ,35,陰平,tsʰ,əŋ,24,陰平,tsʰ,ie,54,陰平,,,,,tsʰ,ɔŋ,34,陰平,tsʰ,ʌŋ,33,陰平,tsʰ,ieu,31,陰平,tsʰ,ɔŋ,33,陰平,tsʰ,ɛ,22,陰平
296,tsʰ,uŋ,52,陰平,tsʰ,øu,52,陰平,tʃʰ,oŋ,35,陰平,tsʰ,əŋ,24,陰平,tsʰ,ie,54,陰平,,,,,tsʰ,ɔŋ,34,陰平,tsʰ,ʌŋ,33,陰平,tsʰ,ieu,31,陰平,tsʰ,ɔŋ,33,陰平,tsʰ,ɛ,22,陰平
297,tsʰ,uŋ,52,陰平,tsʰ,øu,52,陰平,tʰ,oŋ,35,陰平,tsʰ,ɛŋ,24,陰平,tsʰ,ie,54,陰平,tsʰ,ai,44,陰平,tsʰ,ɔŋ,34,陰平,tsʰ,ʌŋ,33,陰平,tsʰ,ieu,31,陰平,tsʰ,ɔŋ,33,陰平,tsʰ,ɛ,22,陰平
300,tsʰ,uŋ,52,陰平,tsʰ,øu,52,陰平,tʰ,oŋ,35,陰平,tsʰ,ɛŋ,24,陰平,tsʰ,ie,54,陰平,tsʰ,aŋ,44,陰平,tsʰ,ɔŋ,34,陰平,tsʰ,ʌŋ,33,陰平,tsʰ,ieu,31,陰平,tsʰ,ɔŋ,33,陰平,tsʰ,ɛ,22,陰平
305,tsʰ,uŋ,52,陰平,tsʰ,øu,52,陰平,tʰ,oŋ,35,陰平,tsʰ,ɛŋ,24,陰平,tsʰ,ie,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
310,tʰ,uŋ,52,陰平,tʰ,əŋ,52,陰平,tʰ,oŋ,35,陰平,tʰ,ɛŋ,24,陰平,tʰ,uŋ,54,陰平,tʰ,aŋ,44,陰平,tʰ,ɔŋ,34,陰平,tʰ,ʌŋ,33,陰平,tʰ,ieu,31,陰平,tʰ,ɔŋ,33,陰平,tʰ,ɛ,22,陰平
326,ts,uŋ,52,陰平,ts,øu,52,陰平,t,oŋ,35,陰平,ts,əŋ,24,陰平,ts,ie,54,陰平,,,,,ts,ɔŋ,34,陰平,ts,ʌŋ,33,陰平,ts,ieu,31,陰平,ts,ɔŋ,33,陰平,ts,ɛ,22,陰平
327,ts,uŋ,52,陰平,ts,øu,52,陰平,t,oŋ,35,陰平,ts,əŋ,24,陰平,ts,ie,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
341,p,uŋ,33,陽平,p,ø,21,陽平,f,oŋ,23,陽平,pʰ,ɛŋ,213,陽平,p,ie,31,陽平,p,ai,41,陽平,p,ɔŋ,31,陽平,f,ʌŋ,24,陽平,f,ieu,24,陽平,f,ɔŋ,25,陽平,p,ɛ,55,陽平
343,p,uŋ,33,陽平,p,ø,21,陽平,p,oŋ,23,陽平,p,ɛŋ,213,陽平,p,ie,31,陽平,,,,,p,ɔŋ,31,陽平,p,ʌŋ,24,陽平,f,ieu,24,陽平,p,ɔŋ,25,陽平,p,ɛ,55,陽平
351,x,aŋ,44,陰去,x,aŋ,22,陽上,h,oŋ,35,陰平,x,əŋ,52,陰去,x,i,54,陰平,,,,,h,ɔŋ,34,陰平,,,,,h,ieu,31,陰平,,,,,,,,
361,t,uŋ,52,陰平,l,øu,52,陰平,l,oŋ,35,陰平,t,ɛŋ,24,陰平,t,ie,54,陰平,l,ai,44,陰平,t,ɔŋ,34,陰平,t,ʌŋ,33,陰平,t,ieu,31,陰平,t,ɔŋ,33,陰平,t,ɛ,22,陰平
362,t,uŋ,52,陰平,l,øu,52,陰平,l,oŋ,35,陰平,t,ɛŋ,24,陰平,t,ie,54,陰平,,,,,t,ɔŋ,34,陰平,t,ʌŋ,33,陰平,t,ieu,31,陰平,t,ɔŋ,33,陰平,t,ɛ,22,陰平
369,t,uŋ,33,陽平,ts,ø,55,陽去,t,aŋ,23,陽平,t,ɛŋ,213,陽平,t,ie,31,陽平,t/tʰ,ai/oŋ,41/21,陽平/陰去,,,,,,,,,,,,,,,,,,,,
401,n,aŋ,33,陽平,n,øu,21,陽平,n,oŋ,23,陽平,n,əŋ,213,陽平,n,ie,31,陽平,n,oŋ,41,陽平,n,ɔŋ,31,陽平,n,ʌŋ,24,陽平,n,ieu,24,陽平,n,ɔŋ,25,陽平,n,ɛ,55,陽平
402,n,aŋ,33,陽平,n,øu,21,陽平,n,oŋ,23,陽平,n,əŋ,213,陽平,n,ie,31,陽平,,,,,n,ɔŋ,31,陽平,n,ʌŋ,24,陽平,n,ieu,24,陽平,n,ɔŋ,25,陽平,n,ɛ,55,陽平
403,n,aŋ,33,陽平,n,øu,21,陽平,n,oŋ,23,陽平,n,əŋ,213,陽平,n,ie,31,陽平,,,,,n,ɔŋ,31,陽平,n,ʌŋ,24,陽平,n,ieu,24,陽平,n,ɔŋ,25,陽平,n,ɛ,55,陽平
404,n,aŋ,33,陽平,n,øu,21,陽平,n,oŋ,23,陽平,n,əŋ,213,陽平,n,ie,31,陽平,,,,,n,ɔŋ,31,陽平,n,ʌŋ,24,陽平,n,ieu,24,陽平,n,ɔŋ,25,陽平,n,ɛ,55,陽平
410,,,,,,,,,n,oŋ,54,陰上,n,ɛŋ,213,陽平,,,,,n,əŋ,41,陽平,,,,,,,,,,,,,,,,,,,,
411,n,aŋ,33,陽平,n,øu,21,陽平,n,oŋ,23,陽平,n,ɛŋ,213,陽平,n,ie,31,陽平,,,,,n,ɔŋ,31,陽平,n,ʌŋ,24,陽平,n,ieu,24,陽平,n,ɔŋ,25,陽平,n,ɛ,55,陽平
412,n,aŋ,33,陽平,n,øu,21,陽平,n,oŋ,23,陽平,n,ɛŋ,213,陽平,n,ie,31,陽平,,,,,n,ɔŋ,31,陽平,n,ʌŋ,24,陽平,n,ieu,24,陽平,n,ɔŋ,25,陽平,n,ɛ,55,陽平
422,ts,uŋ,52,陰平,ts,aŋ,52,陰平,t,oŋ,35,陰平,ts,əŋ,24,陰平,ts,ie,54,陰平,ts,aŋ,44,陰平,ts,ɔŋ,34,陰平,ts,ʌŋ,33,陰平,ts,ieu,31,陰平,ts,ɔŋ,33,陰平,ts,ɛ,22,陰平
424,s,uŋ,52,陰平,s,øu,52,陰平,θ,oŋ,35,陰平,s,ɛŋ,24,陰平,x,uŋ,54,陰平,,,,,s,ɔŋ,34,陰平,s,ʌŋ,33,陰平,s,ieu,31,陰平,s,ɔŋ,33,陰平,s,ɛ,22,陰平
425,s,uŋ,52,陰平,s,øu,52,陰平,θ,oŋ,35,陰平,s,ɛŋ,24,陰平,x,uŋ,54,陰平,,,,,s,ɔŋ,34,陰平,s,ʌŋ,33,陰平,s,ieu,31,陰平,s,ɔŋ,33,陰平,s,ɛ,22,陰平
427,ts,i,52,陰平,ts,i,52,陰平,tʃ,oŋ,35,陰平,ts,ɛŋ,24,陰平,ts,i,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
428,ts,ɐi/i,52,陰平,t/ts,iaŋ/i,55/52,陰平,tʃ,oŋ,35,陰平,ts,uɛŋ,24,陰平,ts,i,54,陰平,tɕ,iaŋ,44,陰平,tʃ,ɔŋ,34,陰平,tʃ,ʌŋ,33,陰平,tʃ,ieu,31,陰平,tʃ,ɔŋ,33,陰平,ts,e,22,陰平
445,l,iaŋ,33,陽平,l,iaŋ,21,陽平,l,oŋ,23,陽平,l,iŋ,213,陽平,l,ie,31,陽平,l,iaŋ/ai,41,陽平,l,ɔŋ,31,陽平,l,ʌŋ,24,陽平,l,ieu,24,陽平,l,ɔŋ,25,陽平,l,ɛ,55,陽平
454,tsʰ,i,52,陰去,tsʰ,aŋ,52,陰去,tʃʰ,oŋ,35,陰平,tsʰ,ɛŋ,24,陰平,ts,i,54,陰平,,,,,tʃ,ɔŋ,34,陰平,tʃ,ʌŋ,33,陰平,tʃʰ,ieu,31,陰平,tʃ,ɔŋ,33,陰平,ts,e,22,陰平
460,ts,y,33,陽平,ts,i,21,陽平,θ,oŋ,23,陽平,s,ɛŋ,213,陽平,tsʰ,y,31,陽平,s/tɕ,iaŋ/yə,44/41,陰平/陽平,tsʰ,ɔŋ,31,陽平,tsʰ,ʌŋ,24,陽平,tsʰ,ieu,24,陽平,tsʰ,ɔŋ,25,陽平,tsʰ,ɛ,55,陽平
461,ts,y,33,陽平,ts,i,21,陽平,θ,oŋ,23,陽平,s,ɛŋ,213,陽平,tsʰ,y,31,陽平,,,,,tsʰ,ɔŋ,31,陽平,tsʰ,ʌŋ,24,陽平,tsʰ,ieu,24,陽平,tsʰ,ɔŋ,25,陽平,tsʰ,ɛ,55,陽平
464,tsʰ,i,52,陰平,tsʰ,aŋ,52,陰平,tsʰ,oŋ,35,陰平,tsʰ,ɛŋ,24,陰平,tsʰ,iaŋ,54,陰平,,,,,tʃʰ,ɔŋ,34,陰平,tʃʰ,ʌŋ,33,陰平,tʃʰ,ieu,31,陰平,tʃʰ,ɔŋ,33,陰平,tsʰ,e,22,陰平
465,tsʰ,i,52,陰平,tsʰ,aŋ,52,陰平,tsʰ,oŋ,35,陰平,tsʰ,ɛŋ,24,陰平,tsʰ,iaŋ,54,陰平,tɕʰ,iaŋ,44,陰平,tʃʰ,ɔŋ,34,陰平,tʃʰ,ʌŋ,33,陰平,tʃʰ,ieu,31,陰平,tʃʰ,ɔŋ,33,陰平,tsʰ,e,22,陰平
475,0,iaŋ,33,陽平,0,iøu,21,陽平,0,ioŋ,23,陽平,0,iəŋ,213,陽平,0,ie,31,陽平,0,iaŋ,41,陽平,0,iɔŋ,31,陽平,0,iʌŋ,24,陽平,0,ieu,24,陽平,j,ɔŋ,25,陽平,0,ie,55,陽平
476,,,,,,,,,,,,,,,,,,,,,0,iaŋ,41,陽平,,,,,,,,,,,,,,,,,,,,
478,0,iaŋ,33,陽平,0,iaŋ,21,陽平,0,ioŋ,21,陽去,0,iəŋ,213,陽平,0,ie,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
479,0,iaŋ,33,陽平,0,iaŋ,21,陽平,0,ioŋ,21,陽去,0,iəŋ,213,陽平,0,ie,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
484,0,iaŋ,33,陽平,0,iaŋ,21,陽平,0,ioŋ,23,陽平,0,iəŋ,213,陽平,0,ie,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
493,0,iaŋ,33,陽平,0,iaŋ,21,陽平,0,ioŋ,23,陽平,0,iəŋ,213,陽平,0,ie,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
510,f,aŋ,52,陰平,f,aŋ,52,陰平,f,oŋ,35,陰平,f,ɛŋ,24,陰平,x,ue,54,陰平,f,aŋ,44,陰平,f,ɔŋ,34,陰平,f,ʌŋ,33,陰平,f,ieu,31,陰平,f,ɔŋ,33,陰平,f,ɛ,22,陰平
511,f,aŋ,52,陰平,f,aŋ,52,陰平,f,oŋ,35,陰平,f,ɛŋ,24,陰平,x,ue,54,陰平,,,,,f,ɔŋ,34,陰平,f,ʌŋ,33,陰平,f,ieu,31,陰平,f,ɔŋ,33,陰平,f,ɛ,22,陰平
515,x,uŋ,52,陰平,x,øu,52,陰平,ʃ,aŋ,35,陰平,x,iəŋ,24,陰平,x,ie,54,陰平,,,,,h,ɔŋ,34,陰平,h,ʌŋ,33,陰平,h,ieu,31,陰平,h,ɔŋ,33,陰平,h,ɛ,22,陰平
516,x,uŋ,52,陰平,x,øu,52,陰平,ʃ,aŋ,35,陰平,x,iəŋ,24,陰平,x,ie,54,陰平,ɕ,iaŋ,44,陰平,h,ɔŋ,34,陰平,h,ʌŋ,33,陰平,h,ieu,31,陰平,h,ɔŋ,33,陰平,h,ɛ,22,陰平
517,x,uŋ,52,陰平,x,øu,52,陰平,ʃ,aŋ,35,陰平,x,iəŋ,24,陰平,x,ie,54,陰平,,,,,h,ɔŋ,34,陰平,h,ʌŋ,33,陰平,h,ieu,31,陰平,h,ɔŋ,33,陰平,h,ɛ,22,陰平
522,x,uŋ,52,陰平,x,øu,52,陰平,ʃ,aŋ,35,陰平,x,iəŋ,24,陰平,x,ie,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
530,0,iuŋ,52,陰平,0,iøu,52,陰平,0,ioŋ,35,陰平,0,iəŋ,24,陰平,0,ie,54,陰平,,,,,0,iɔŋ,34,陰平,0,iʌŋ,55,上聲,0,ieu,31,陰平,j,ɔŋ,45,上聲,0,uɛ,22,陰平
536,0,iuŋ,24,陰上,0,iøu,52,陰平,0,ioŋ,35,陰平,0,iəŋ,24,陰平,0,ie,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
547,n,aŋ,33,陽平,n,iaŋ,21,陽平,ȵ,oŋ,23,陽平,ŋ,ĩ,213,陽平,n,ue,31,陽平,n,oŋ,41,陽平,n,ɔŋ,31,陽平,ȵ,iʌŋ,24,陽平,n,ieu,24,陽平,ȵ,iɔŋ,25,陽平,n/ȵ,ɛ/ie,55/55,陽平/陽平
553,ts,aŋ,33,陽平,ts,uŋ,21,陽平,ʃ,oŋ,23,陽平,ts,iŋ,213,陽平,ts,ie,31,陽平,tɕʰ,iaŋ,41,陽平,tʃʰ,ɔŋ,31,陽平,tʃʰ,ʌŋ,24,陽平,tʃʰ,ieu,24,陽平,tʃʰ,ɔŋ,25,陽平,tsʰ,ɛ,55,陽平
560,ts,aŋ,33,陽平,ts,iaŋ,21,陽平,θ,oŋ,23,陽平,ts,uɛŋ,213,陽平,ts,ie,31,陽平,ts,iai/ai,41,陽平,tsʰ,ɔŋ,31,陽平,tsʰ,ʌŋ,24,陽平,tsʰ,ieu,24,陽平,tsʰ,ɔŋ,25,陽平,tsʰ,ɛ,55,陽平
561,ts,aŋ,33,陽平,ts,iaŋ,21,陽平,θ,oŋ,23,陽平,ts,uɛŋ,213,陽平,ts,ie,31,陽平,,,,,tsʰ,ɔŋ,31,陽平,tsʰ,ʌŋ,24,陽平,tsʰ,ieu,24,陽平,tsʰ,ɔŋ,25,陽平,tsʰ,ɛ,55,陽平
570,f,aŋ,33,陽平,p,ø,21,陽平,f,oŋ,23,陽平,f,ɛŋ,213,陽平,x,ue,31,陽平,f,aŋ,41,陽平,f,ɔŋ,31,陽平,f,ʌŋ,24,陽平,f,ieu,24,陽平,f,ɔŋ,25,陽平,f,ɛ,55,陽平
