# 平話
id,寧遠(清水橋)_聲母,寧遠(清水橋)_韻母,寧遠(清水橋)_調值,寧遠(清水橋)_調類,龍勝(紅瑤)_聲母,龍勝(紅瑤)_韻母,龍勝(紅瑤)_調值,龍勝(紅瑤)_調類,靈川(三街)_聲母,靈川(三街)_韻母,靈川(三街)_調值,靈川(三街)_調類,靈川(潭下)_聲母,靈川(潭下)_韻母,靈川(潭下)_調值,靈川(潭下)_調類,桂林(朝陽)_聲母,桂林(朝陽)_韻母,桂林(朝陽)_調值,桂林(朝陽)_調類,桂林(雁山竹園)_聲母,桂林(雁山竹園)_韻母,桂林(雁山竹園)_調值,桂林(雁山竹園)_調類,臨桂(兩江)_聲母,臨桂(兩江)_韻母,臨桂(兩江)_調值,臨桂(兩江)_調類,永福(桃城)_聲母,永福(桃城)_韻母,永福(桃城)_調值,永福(桃城)_調類,陽朔(驥馬)_聲母,陽朔(驥馬)_韻母,陽朔(驥馬)_調值,陽朔(驥馬)_調類,臨桂(五通)_聲母,臨桂(五通)_韻母,臨桂(五通)_調值,臨桂(五通)_調類,融水(融水鎮)_聲母,融水(融水鎮)_韻母,融水(融水鎮)_調值,融水(融水鎮)_調類,平樂(青龍)_聲母,平樂(青龍)_韻母,平樂(青龍)_調值,平樂(青龍)_調類,富寧(剝隘)_聲母,富寧(剝隘)_韻母,富寧(剝隘)_調值,富寧(剝隘)_調類,百色(那畢)(平話音韻研究)_聲母,百色(那畢)(平話音韻研究)_韻母,百色(那畢)(平話音韻研究)_調值,百色(那畢)(平話音韻研究)_調類,馬山(喬利)_聲母,馬山(喬利)_韻母,馬山(喬利)_調值,馬山(喬利)_調類,田東(林逢)_聲母,田東(林逢)_韻母,田東(林逢)_調值,田東(林逢)_調類,賓陽(蘆墟)_聲母,賓陽(蘆墟)_韻母,賓陽(蘆墟)_調值,賓陽(蘆墟)_調類,南寧(亭子)_聲母,南寧(亭子)_韻母,南寧(亭子)_調值,南寧(亭子)_調類,橫縣(橫州)_聲母,橫縣(橫州)_韻母,橫縣(橫州)_調值,橫縣(橫州)_調類,扶綏(龍頭)_聲母,扶綏(龍頭)_韻母,扶綏(龍頭)_調值,扶綏(龍頭)_調類,龍州(上龍)_聲母,龍州(上龍)_韻母,龍州(上龍)_調值,龍州(上龍)_調類,藤縣(藤城)_聲母,藤縣(藤城)_韻母,藤縣(藤城)_調值,藤縣(藤城)_調類,鬱林(福綿)_聲母,鬱林(福綿)_韻母,鬱林(福綿)_調值,鬱林(福綿)_調類
2025,ɕ,y,33,上聲,s,y,33,陰平,ɕ,y,13,陰平,s,ɿ,24,陰平,s,y,43,陰平,s,y,55,陰平,s,u,35,陰平,s,y,35,陰平,s,y,33,陰平,s,əu,35,陰平,ɕ,y,53,陰平,ɕ,y,53,陰平,s,øi,44,陰平,s,øi,54,陰平,s,i,55,陰平,s,i,54,陰平,s,u,34,陰平,ɕ,y,41,陰平,s,y,55,陰平,s,ɤ,53,陰平,s,ʮ,55,陰平,ɕ,y,53,陰平,ɕ,y,54,陰平
2029,,,,,k,y,33,陰平,tɕ,y,13,陰平,k,ɯ,24,陰平,k,y,43,陰平,ts,y,55,陰平,k,y,33,上聲,k,y,35,陰平,k,y,33,陰平,k/tɕ,iou/iou,35/35,陰平/陰平,k,y,53,陰平,,,,,k,øi,44,陰平,k,øi,54,陰平,k,ei,55,陰平,k,øi,54,陰平,k,u,34,陰平,kʰ,y,41,陰平,k,y,55,陰平,k,ɤ,53,陰平,k,øi,55,陰平,k,y,53,陰平,k,y,54,陰平
2036,tɕ,ɿ,35,平聲,k,y,33,陰平,tɕʰ,io,13,陰平,k,ɯ,24,陰平,k,y,43,陰平,ts,y,55,陰平,tɕʰ,i,35,陰平,k,y,35,陰平,k,y,33,陰平,k/tɕ,iou/iou,35/35,陰平/陰平,k,y,53,陰平,tɕʰ,iE,53,陰平,k,øi,44,陰平,k,øi,54,陰平,k,ei,55,陰平,k,øi,54,陰平,tsʰ,i,34,陰平,k,y,41,陰平,k,y,55,陰平,k,ɤ,53,陰平,tsʰ,i,55,陰平,k,y,53,陰平,k,y,54,陰平
2043,,,,,k,y,24,陽平,tɕ,y,533,陽平,tsʰ,y,21,陽上,kʰ,y,22,陽平,ts,y,44,陽平,kʰ,iə,12,陽平,kʰ,y,23,陽平,k,y,22,陽平,k/tɕ,iu/iu,21/21,陽平/陽平,k,y,21,陽平,,,,,tsʰ,i,31,陽平,kʰ,Ei,54,陰平,,,,,k,øi,41,陽平,,,,,k,y,21,陽平,k,y,25,陽平,k,ɤ,21,陽平,kʰ,øi,55,陰平,k,y,212,陽平,k,y,31,陽平
2069,0,ɔ,13,陰入,0,y,24,陽平,0,y,533,陽平,0,y,21,陽上,0,y,22,陽平,0,y,44,陽平,0,iə,35,陰平,0,y,23,陽平,0,y,22,陽平,0,iou,21,陽平,0,y,21,陽平,0,y,31,陽平,0,y,31,陽平,h,i,42,陽平,h,i,41,陽平,h,i,41,陽平,h,u,213,陽平,0,y,21,陽平,h,y,25,陽平,,iɤ,21,陽平,0,ʮ,31,陽平,0,y,212,陽平,ʔ,y,31,陽平
2073,f,ə,22,陽入,0,y,24,陽平,0,y,533,陽平,0,y,21,陽上,0,y,22,陽平,0,y,44,陽平,0,iə,35,陰平,0,y,23,陽平,0,y,22,陽平,0,iou,21,陽平,0,y,21,陽平,0,y,31,陽平,0,y,31,陽平,h,i,42,陽平,h,i,41,陽平,h,i,41,陽平,h,u,213,陽平,0,y,21,陽平,h,y,25,陽平,,iɤ,21,陽平,0,ʮ,31,陽平,0,y,212,陽平,ʔ,y,31,陽平
2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,y,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,y,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,tɕʰ,ɿ,35,平聲,tʰ,u,33,陰平,tɕʰ/ts,y/u,533/13,陽平/陰平,t/tsʰ,y/iŋ,33,陽平陽平,tsʰ,y,43,陰平,tsʰ,æ,55,陰平,tsʰ,ə,35,陰平,tsʰ,uei,35,陰平,tsʰ,y,33,陰平,tɕʰ,iou,35,陰平,tɕʰ,y,53,陰平,tʰ,y,31,陽平,kʰ,øi,44,陰平,tsʰ,øi,54,陰平,tsʰ,ei,55,陰平,tsʰ,øi,54,陰平,tsʰ,u,34,陰平,tɕʰ,y,41,陰平,ts,u,33,陰上,tsʰ,ɤ,53,陰平,ts,oŋ,21,陽去,tʰ,y,53,陰平,tʰ,y,54,陰平
2125,ts,ɿ,22,陽入,s,u,24,陽平,tɕ/ts,io/u,533/533,陽平/陽平,ts,u,33,陽平,ts,u,22,陽平,ts,əu,44,陽平,tsʰ,ə,35,陰平,tsʰ,u,23,陽平,ts,u,22,陽平,ts,ou,21,陽平,tɕ,u,21,陽平,s,u,31,陽平,tsʰ,øi,31,陽平,ts,ɔ,42,陽平,ts,ak,,,ts/ts,ak/ɔ,33/41,陰上/陽平,ts,ou,213,陽平,tɕ,ɔ,21,陽平,ts,u,22,陽去,ts,ɔ,21,陽平,s,ɔ,31,陽平,tɕ,ɔ,212,陽平,tɕ,ɔ,31,陽平
2126,ts,ɿ,22,陽入,s,u,24,陽平,tɕ/ts,io/u,533/533,陽平/陽平,ts,u,33,陽平,ts,u,22,陽平,ts,əu,44,陽平,tsʰ,ə,35,陰平,tsʰ,u,23,陽平,ts,u,22,陽平,ts,ou,21,陽平,tɕ,u,21,陽平,s,u,31,陽平,tsʰ,øi,31,陽平,ts,ɔ,42,陽平,ts,ak,,,ts/ts,ak/ɔ,33/41,陰上/陽平,ts,ou,213,陽平,tɕ,ɔ,21,陽平,ts,u,22,陽去,ts,ɔ,21,陽平,s,ɔ,31,陽平,tɕ,ɔ,212,陽平,tɕ,ɔ,31,陽平
2135,s,ɔ,35,平聲,s,u,33,陰平,s,u,13,陰平,s,aɯ,24,陰平,s,u,43,陰平,s,au,55,陰平,s,u,35,陰平,s,u,35,陰平,s,ɯə,33,陰平,s,ou,35,陰平,ɕ,u,53,陰平,s,u,53,陰平,s,ɔ,44,陰平,s,ɔ,54,陰平,s,ɔ,55,陰平,s,ɔ,54,陰平,s,ou,34,陰平,ɕ,u,41,陰平,s,u,55,陰平,s,ɔ,53,陰平,s,ɔ,55,陰平,ɕ,ɔ,53,陰平,ɕ,ɔ,54,陰平
2136,s,ɔ,35,平聲,s,u,33,陰平,ɕ/s,io/u,13/13,陰平/陰平,s,aɯ,24,陰平,s,u,43,陰平,s,au,55,陰平,s,ə,35,陰平,s,u,35,陰平,s,ɯə,33,陰平,s,ou,35,陰平,ɕ,u,53,陰平,s,u,53,陰平,s,ɔ,44,陰平,s,ɔ,54,陰平,s,ɔ,55,陰平,s,ɔ,54,陰平,s,ou,34,陰平,ɕ,u,41,陰平,s,u,55,陰平,s,ɔ,53,陰平,s,ɔ,55,陰平,ɕ,ɔ,53,陰平,ɕ,ɔ,54,陰平
2138,,,,,s,u,33,陰平,s,u,13,陰平,s,aɯ,24,陰平,s,u,43,陰平,s,au,55,陰平,s,u,35,陰平,s,u,35,陰平,s,ɯə,33,陰平,s,ou,35,陰平,ɕ,u,53,陰平,,,,,ɬ,ɔ,44,陰平,s,ɔ,54,陰平,ɬ,ɔ,55,陰平,s,ɔ,54,陰平,s,ou,34,陰平,ɕ,u,41,陰平,s,u,53,陰去,s,ɔ,53,陰平,ɬ,u,55,陰平,ɕ,ɔ,53,陰平,ɕ,ɔ,54,陰平
2146,s,y,33,上聲,h,y,33,陰平,h,ɯ,13,陰平,x,y,33,陽平,h,y,43,陰平,x,ai,55,陰平,h,iə,35,陰平,s,y,35,陰平,x,y,33,陰平,h,iou,35,陰平,ɕ,y,53,陰平,h,y,53,陰平,h,øi,44,陰平,h,øi,54,陰平,h,ei,55,陰平,h,øi,54,陰平,h,u,34,陰平,h,y,41,陰平,h,y,55,陰平,h,ɤ,53,陰平,h,øi,55,陰平,h,y,53,陰平,h,y,54,陰平
2149,,,,,h,y,33,陰平,ɕ,y,13,陰平,x,y,33,陽平,h,y,43,陰平,x,ai,55,陰平,h,y,33,上聲,s,y,35,陰平,x,y,33,陰平,h,iou,35,陰平,ɕ,y,53,陰平,h,y,53,陰平,h,øi,44,陰平,h,øi,54,陰平,h,ei,55,陰平,h,øi,54,陰平,h,u,34,陰平,h,y,41,陰平,h,y,55,陰平,h,ɤ,53,陰平,h,øi,35,陰去,h,y,535,陰平,h,y,54,陰平
2152,,,,,ts,u,24,陽平,tɕ,y,533,陽平,ts,ɿ,33,陽平,ts,y,22,陽平,s,y,44,陽平,ts,u,35,陰平,tsʰ,y,23,陽平,ts,y,22,陽平,ts,iou,21,陽平,tɕ,y,21,陽平,ɕ,y,31,陽平,s,i,31,陽平,s,øi,42,陽平,ts,ei,41,陽平,ts,øi,41,陽平,ts,u,213,陽平,tɕ,y,21,陽平,tsʰ,y,25,陽平,ts,ɤ,53,陰平,ts,øi,31,陽平,ɬ,y,212,陽平,t,y,31,陽平
2156,,,,,0,y,24,陽平,0,y,533,陽平,0,ɯ,33,陽平,0,y,43,陰平,0,y,44,陽平,0,iə,35,陰平,0,y,35,陰平,0,y,22,陽平,0,iou,21,陽平,0,y,21,陽平,,,,,0,y,31,陽平,0,ɷi,54,陰平,ʔ,ei,55,陰平,ʔ,øi,54,陰平,,,,,0,y,41,陰平,ɦ,y,55,陰平,0,ɤ,53,陰平,h,øi,33,陰上,0,ø,53,陰平,ʔ,y,54,陰平
2157,,,,,0,y,24,陽平,0,y,533,陽平,0,ɯ,33,陽平,0,y,43,陰平,0,y,44,陽平,0,iə,35,陰平,0,y,35,陰平,0,y,22,陽平,0,iou,21,陽平,0,y,21,陽平,,,,,0,y,31,陽平,0,ɷi,54,陰平,ʔ,ei,55,陰平,ʔ,øi,54,陰平,,,,,0,y,41,陰平,ɦ,y,55,陰平,0,ɤ,53,陰平,h,øi,33,陰上,0,ø,53,陰平,ʔ,y,54,陰平
2159,,,,,0,y,24,陽平,0,y,533,陽平,0,ɯ,33,陽平,0,y,43,陰平,0,y,44,陽平,0,iə,35,陰平,0,y,35,陰平,0,y,22,陽平,0,iou,21,陽平,0,y,21,陽平,0,y,45,陰上,0,y,31,陽平,0,ɷi,54,陰平,ʔ,ei,55,陰平,ʔ,øi,54,陰平,,,,,0,y,41,陰平,ɦ,y,33,陰上,0,ɤ,35,陰去,h,øi,55,陰平,0,ø,53,陰平,ʔ,y,54,陰平
2161,tɕ,ɿ,35,平聲,ts,u,33,陰平,t,y,13,陰平,t,aɯ,24,陰平,ts,y,43,陰平,t,æ,55,陰平,t,iə,35,陰平,t,uei,35,陰平,ts,y,33,陰平,t,iou,35,陰平,tɕ,y,53,陰平,tɕ,y,53,陰平,ts,øi,44,陰平,ts,øi,54,陰平,ts,ei,55,陰平,ts,øi,54,陰平,ts,u,34,陰平,tɕ,y,41,陰平,ts,y,55,陰平,ts,ɤ,53,陰平,ts,øi,55,陰平,tɕ,y,53,陰平,tɕ,y,54,陰平
2162,tɕ,ɿ,35,平聲,ts,u,33,陰平,t,y,13,陰平,t,aɯ,24,陰平,ts,y,43,陰平,t,æ,55,陰平,t,iə,35,陰平,t,uei,35,陰平,ts,y,33,陰平,t,iou,35,陰平,tɕ,y,53,陰平,tɕ,y,53,陰平,ts,øi,44,陰平,ts,øi,54,陰平,ts,ei,55,陰平,ts,øi,54,陰平,ts,u,34,陰平,tɕ,y,41,陰平,ts,y,55,陰平,ts,ɤ,53,陰平,ts,øi,55,陰平,tɕ,y,53,陰平,tɕ,y,54,陰平
2163,tɕ,ɿ,35,平聲,ts,u,33,陰平,t,y,13,陰平,t,aɯ,24,陰平,ts,y,43,陰平,t,æ,55,陰平,t,iə,35,陰平,t,uei,35,陰平,ts,y,33,陰平,t,iou,35,陰平,tɕ,y,53,陰平,tɕ,y,53,陰平,ts,øi,44,陰平,ts,øi,54,陰平,ts,ei,55,陰平,ts,øi,54,陰平,ts,u,34,陰平,tɕ,y,41,陰平,ts,y,55,陰平,ts,ɤ,53,陰平,ts,øi,55,陰平,tɕ,y,53,陰平,tɕ,y,54,陰平
2170,,,,,l,u,24,陽平,l,u,533,陽平,n,u,21,陽上,l,u,22,陽平,l,əu,44,陽平,l,ə,12,陽平,l,uei,23,陽平,l,u,22,陽平,l,ou,21,陽平,l,u,21,陽平,,,,,l,ɔ,31,陽平,l,ɔ,42,陽平,l,ɔk,33,上陰入,l,ɔ,41,陽平,l,ou,213,陽平,l,u,21,陽平,l,u,25,陽平,l,ɔ,21,陽平,l,u,53,陽上,l,u,25,陽平,l,u,31,陽平
2173,l,y,22,陽入,l,y,24,陽平,l,u,533,陽平,n,u,21,陽上,l,y,22,陽平,l,y,44,陽平,l,ə,12,陽平,l,uei,23,陽平,l,y,22,陽平,l,ou,21,陽平,l,u,21,陽平,l,y,31,陽平,l,ɔ,31,陽平,l,øi,42,陽平,l,ɔk,33,上陰入,l,ɔ,41,陽平,l,ou,213,陽平,l,u,21,陽平,l,y,25,陽平,l,ɔ,21,陽平,l,øi,53,陽上,l,u,25,陽平,l,u,31,陽平
2184,,,,,ts,u,33,陰平,tɕ,y,13,陰平,ts,u,33,陽平,ts,y,43,陰平,ts,y,55,陰平,ts,u,35,陰平,ts,u,35,陰平,ts,y,33,陰平,tɕ,ou,35,陰平,tɕ,y,53,陰平,tɕ,y,53,陰平,ts,øi,44,陰平,ts,øi,54,陰平,ts,ei,55,陰平,ts,øi,54,陰平,ts,ou,33,陰上,tɕ,u,41,陰平,ts,y,55,陰平,ts,ɤ,53,陰平,ts,u,55,陰平,tɕ,y,53,陰平,tɕ,y,54,陰平
2191,tsʰ,ɔ,33,上聲,tsʰ,ə,32,上聲,tɕ,y,533,陽平,ts,ɿ,33,陽平,ts,y,22,陽平,ts,y,44,陽平,tsʰ,ə,12,陽平,tsʰ,y,23,陽平,ts,y,22,陽平,ts,ou,21,陽平,tɕ,y,21,陽平,ɕ,y,31,陽平,tsʰ,øi,31,陽平,ts,øi,42,陽平,ts,ei,41,陽平,ts,øi,41,陽平,ts,u,213,陽平,tɕ,y,21,陽平,tsʰ,y,25,陽平,ts,ɤ,21,陽平,ts,øi,31,陽平,ɕ,y,212,陽平,tɕ,y,31,陽平
2193,tsʰ,ɔ,55,陰去,tsʰ,ə,32,上聲,tɕʰ,y,35,陰去,tsʰ,u,21,陽上,ts,y,22,陽平,ts,y,44,陽平,tsʰ/tsʰ,ə/u,35/31,陰平/陽去,tsʰ,y,23,陽平,tsʰ,y,22,陽平,s,ouʔ,13,陽入,ɕ,y,21,陽平,ɕ,y,31,陽平,tsʰ,øi,31,陽平,s,i,42,陽平,ts,i,35,陰去,s,i,41,陽平,ts,u,22,陽上,ɕ,y,21,陽平,tsʰ,y,25,陽平,s,ɤ,21,陽平,tsʰ,ʮ,33,陰上,ɬ,y,35,陽上,tɕ,y,13,陽上
2204,0,y,21,陽去,0,y,24,陽平,0,y,533,陽平,0,ɯ,33,陽平,0,y,22,陽平,0,y,44,陽平,0,iə,35,陰平,0,y,23,陽平,0,y,22,陽平,0,iu,21,陽平,0,y,21,陽平,,,,,0,i,31,陽平,h,i,54,陰平,h,i,41,陽平,h,i,41,陽平,s,u,213,陽平,ɕ,y,21,陽平,s,y,25,陽平,,iɤ,21,陽平,0,ʮ,31,陽平,0,y,25,陽平,ɕ,y,21,陽去
2219,ɕ,ɿ,35,平聲,s,u,33,陰平,h,ɯ,13,陰平,x,ɯ,24,陰平,h,y,43,陰平,x,ai,55,陰平,h,iə,35,陰平,s,y,35,陰平,x,y,33,陰平,h,iou,35,陰平,ɕ,y,53,陰平,n/tɕ,ɔ/i,31/33,陽平/陽上,h,øi,44,陰平,h,øi,54,陰平,h,ei,55,陰平,h,øi,54,陰平,h,u,34,陰平,h,y,41,陰平,h,y,55,陰平,h,ɤ,53,陰平,h,øi,55,陰平,h,y,53,陰平,h,y,54,陰平
2242,0,y,21,陽去,ŋ,y,24,陽平,0,y,533,陽平,0,y,21,陽上,0,y,22,陽平,0,y,44,陽平,0,y,31,陽去,0,y,23,陽平,0,y,22,陽平,0,iə,13,陽去,0,y,21,陽平,0,y,31,陽平,,,,,h,i,54,陰平,h,i,41,陽平,ȵ,øi,22,陽去,,,,,0,y,21,陽平,ȵ,y,25,陽平,,iɤ,21,陽平,0,ʮ,53,陽上,ȵ,y,212,陽平,ȵ,y,31,陽平
2243,0,y,21,陽去,ŋ,y,24,陽平,0,y,533,陽平,0,y,21,陽上,0,y,22,陽平,0,y,44,陽平,0,y,31,陽去,0,y,23,陽平,0,y,22,陽平,0,iə,13,陽去,0,y,21,陽平,0,y,31,陽平,,,,,h,i,54,陰平,h,i,41,陽平,ȵ,øi,22,陽去,,,,,0,y,21,陽平,ȵ,y,25,陽平,,iɤ,21,陽平,0,ʮ,53,陽上,ȵ,y,212,陽平,ȵ,y,31,陽平
2244,0,y,21,陽去,ŋ,y,24,陽平,0,y,533,陽平,0/x,y/o,33/21,陽平陽上,0,y,22,陽平,0,y,44,陽平,0,y,31,陽去,0,y,23,陽平,0,y,22,陽平,ȵ,iou,13,陽去,0,y,21,陽平,t,œ,31,陽平,0,y,31,陽平,ȵ,øi,42,陽平,ŋ,ei,41,陽平,ȵ,øi,22,陽去,,,,,0,y,21,陽平,ȵ,y,25,陽平,,iɤ,21,陽平,ȵ,øi,31,陽平,ȵ,y,212,陽平,ȵ,y,31,陽平
2245,0,y,21,陽去,ŋ,y,24,陽平,0,y,533,陽平,0,ɯ,21,陽上,0,y,22,陽平,0,y,44,陽平,0,y,31,陽去,0,y,23,陽平,0,y,22,陽平,0,iou,21,陽平,0,y,21,陽平,0,y,31,陽平,0,y,31,陽平,h,i,54,陰平,h,i,41,陽平,h,i,41,陽平,ȵ,u,213,陽平,0,y,21,陽平,ȵ,y,25,陽平,,iɤ,21,陽平,0,ʮ,53,陽上,ȵ,y,212,陽平,ȵ,y,31,陽平
2264,m,ɯ,55,陰去,m,iu,32,上聲,0,u,533,陽平,0,ŋ̩,33,陽平,0,u,22,陽平,0,u,44,陽平,0,u,12,陽平,0,u,23,陽平,f,u,22,陽平,f,u,21,陽平,0,u,21,陽平,,,,,m,u,31,陽平,f,u,42,陽平,h,u,41,陽平,h,u,41,陽平,f,ou,213,陽平,f,u,21,陽平,m,u,25,陽平,f,u,21,陽平,m,u,31,陽平,m,u,212,陽平,f,u,31,陽平
2269,,,,,0,u,33,陰平,0,u,533,陽平,0,u,33,陽平,f,u,35,陰去,0,u,55,陰平,0,u,33,上聲,0,u,35,陰平,0,u,33,陰平,f,u,21,陽平,f,u,21,陽平,,,,,ʔ,u,44,陰平,0,u,42,陽平,0,ɔ,55,陰平,m,u,41,陽平,,,,,m,u,41,陰平,m,u,55,陰平,m,u,53,陰平,m,ɔ,55,陰平,m,u,53,陰平,m,u,54,陰平
2270,,,,,0,u,33,陰平,f,u,533,陽平,0,u,33,陽平,pʰ,u,22,陽平,0,u,55,陰平,0,u,33,上聲,0,u,35,陰平,0,u,33,陰平,f,u,21,陽平,f,u,21,陽平,,,,,ʔ,u,44,陰平,0,u,42,陽平,,,,,m,u,41,陽平,f,ou,42,陽去,m,u,41,陰平,m,u,55,陰平,f,u,21,陽平,m,ɔ,55,陰平,m,u,53,陰平,m,u,54,陰平
2286,0,ɔ,35,平聲,0,y,33,陰平,0,y,533,陽平,0,ɯ,33,陽平,0,y,22,陽平,0,y,55,陰平,0,iə,35,陰平,0,y,23,陽平,0,y,33,陰平,0,iou,21,陽平,0,y,21,陽平,0,y,31,陽平,0,y,31,陽平,0,ɷi,54,陰平,0,ei,55,陰平,0,øi,54,陰平,0,u,34,陰平,0,y,223,陽去,ɦ,y,55,陰平,,iɤ,13,陽去,0,øi,55,陰平,0,y,53,陰平,ʔ,y,54,陰平
2288,0,y,21,陽去,0,y,21,陽去,0,y,533,陽平,0,y,21,陽上,0,y,22,陽平,0,y,44,陽平,0,y,31,陽去,0,y,21,陽去,0,y,33,陰平,0,iou,21,陽平,0,y,21,陽平,0,y,31,陽平,0,y,31,陽平,,,,,0,ei,55,陰平,h,i,41,陽平,,,,,0,y,223,陽去,h,y,25,陽平,,iɤ,13,陽去,ȵ,i,53,陽上,0,y,53,陰平,ʔ,y,31,陽平
2307,0,y,13,陰入,0,y,52,陰去,0,y,533,陽平,0,ɯ,52,陽去,0,y,43,陰平,0,y,21,陽上,0,y,31,陽去,0,y,35,陰平,0,y,52,陽去,0,iou,35,陰平,0,y,21,陽平,,,,,0,y,31,陽平,h,øi,54,陰平,0,ei,55,陰平,0,y,54,陰平,,,,,0,y,41,陰平,ɦ,y,55,陰平,,iɤ,11,陽上,0,øi,35,陰去,0,y,53,陰平,ʔ,y,54,陰平
2345,,,,,kʰ,y,24,陽平,tɕ,y,13,陰平,kʰ,y,21,陽上,kʰ,y,43,陰平,k,ai,21,陽上,k,y,35,陰平,kʰ,y,23,陽平,kʰ,y,22,陽平,k/t,Eʔ/iEʔ,13/554,陽入/上聲,k,y,435,陰去,k,y,35,陽去,ts,ek,22,上陽入,k,øi,22,陽去,k,ei,35,陰去,kʰ,øi,33,陰上,,,,,k,y,223,陽去,k,y,22,陽去,k,ɤ,13,陽去,k,øi,31,陽平,k,y,22,陽去,k,y,21,陽去
2362,,,,,0,y,24,陽平,0/0,y/y,35/533,陰去/陽平,0,y,21,陽上,0,y,22,陽平,0,y,44,陽平,0,iə,12,陽平,0,y,23,陽平,0,y,22,陽平,0,iə,13,陽去,,y,21,陽平,,,,,0,yu,31,陽平,h,i,42,陽平,h,i,41,陽平,h,i,41,陽平,,,,,ɬ,y,41,陰平,s,y,13,陽上,,iɤ,21,陽平,n,u,31,陽平,0,y,212,陽平,ɕ,y,13,陽上
2378,s,y,33,上聲,ɬ,u,33,陰平,ɕ,y,35,陰去,s,y,24,陰平,s,y,43,陰平,s,y,55,陰平,s,y,33,上聲,s,y,35,陰平,s,y,33,陰平,ɕ,iou,35,陰平,ɕ,y,53,陰平,,,,,ɬ,y,44,陰平,ɬ,ə,54,陰平,ɬ,ei,55,陰平,ɬ,øi,54,陰平,ɬ,u,34,陰平,ɕ,u,41,陰平,ɬ,y,55,陰平,ɬ,ɿ,53,陰平,ɬ,øi,55,陰平,ɬ,y,53,陰平,ɬy,y,54,陰平
2379,,,,,ɬ,u,33,陰平,ɕ,y,35,陰去,s,ɿ,33,陽平,s,y,43,陰平,s,ai,55,陰平,s,ou,35,陰平,s,uei,35,陰平,s,y,33,陰平,ɕ,iou,35,陰平,ɕ,y,53,陰平,ɕ,y,53,陰平,ɬ,øi,44,陰平,ɬ,øi,54,陰平,ɬ,ei,55,陰平,ɬ,øi,54,陰平,ɬ,u,34,陰平,ɬ,y,41,陰平,ɬ,y,55,陰平,ɬ,ɤ,53,陰平,ɬ,øi,55,陰平,ɬ,y,53,陰平,ɬ,y,54,陰平
2386,s,y,33,上聲,ɬ,u,33,陰平,ɕ,y,35,陰去,s,u,24,陰平,s,y,43,陰平,s,y,55,陰平,s,y,33,上聲,s,y,35,陰平,s,y,33,陰平,ɕ,iou,35,陰平,ɕ,y,53,陰平,,,,,ɬ,y,44,陰平,ɬ,ə,54,陰平,ɬ,ei,55,陰平,ɬ,øi,54,陰平,ɬ,u,34,陰平,ɕ,y,41,陰平,ɬ,y,55,陰平,ɬ,ɿ,53,陰平,ɬ,øi,55,陰平,ɬ,y,53,陰平,ɬ,y,54,陰平
2392,tɕ,y,33,上聲,ts,u,33,陰平,tɕ,y,13,陰平,ts,ɿ,33,陽平,ts,y,43,陰平,ts,y,55,陰平,tɕ,ə,35,陰平,ts,y,35,陰平,ts,y,33,陰平,ts,ou,35,陰平,tɕ,y,53,陰平,t,a,53,陰平,ts,øi,44,陰平,ts,øi,54,陰平,ts,i,55,陰平,ts,øi,54,陰平,ts,ou,34,陰平,tɕ,y,41,陰平,ts,y,55,陰平,ts,ɤ,53,陰平,ts,øi,55,陰平,tɕ,y,53,陰平,tɕ,y,54,陰平
2393,tɕ,y,33,上聲,ts,u,33,陰平,tɕ,y,13,陰平,ts,u,33,陽平,ts,y,43,陰平,ts,y,55,陰平,tɕ,ə,35,陰平,ts,y,35,陰平,ts,y,33,陰平,ts,ou,35,陰平,tɕ,y,53,陰平,,,,,ts,øi,44,陰平,ts,øi,54,陰平,ts,i,55,陰平,ts,øi,54,陰平,ts,u,34,陰平,tɕ,y,41,陰平,ts,y,55,陰平,ts,ɤ,53,陰平,ts,øi,55,陰平,tɕ,y,53,陰平,tɕ,y,54,陰平
2396,tɕ,y,33,上聲,ts,u,33,陰平,tɕ,y,13,陰平,ts,u,33,陽平,ts,y,43,陰平,ts,y,55,陰平,tɕ,ə,35,陰平,ts,y,35,陰平,ts,y,33,陰平,ts,ou,35,陰平,tɕ,y,53,陰平,ts,a,53,陰平,ts,øi,44,陰平,ts,øi,54,陰平,ts,i,55,陰平,ts,øi,54,陰平,ts,u,34,陰平,tɕ,y,41,陰平,ts,y,55,陰平,ts,ɤ,53,陰平,ts,øi,55,陰平,tɕ,y,53,陰平,tɕ,y,54,陰平
