# 吳語
id,丹陽後巷童家橋_聲母,丹陽後巷童家橋_韻母,丹陽後巷童家橋_調值,丹陽後巷童家橋_調類,靖江_聲母,靖江_韻母,靖江_調值,靖江_調類,丹陽_聲母,丹陽_韻母,丹陽_調值,丹陽_調類,江陰_聲母,江陰_韻母,江陰_調值,江陰_調類,常州_聲母,常州_韻母,常州_調值,常州_調類,金壇西崗_聲母,金壇西崗_韻母,金壇西崗_調值,金壇西崗_調類,溧陽_聲母,溧陽_韻母,溧陽_調值,溧陽_調類,宜興_聲母,宜興_韻母,宜興_調值,宜興_調類,常熟_聲母,常熟_韻母,常熟_調值,常熟_調類,無錫_聲母,無錫_韻母,無錫_調值,無錫_調類,寶山霜草墩_聲母,寶山霜草墩_韻母,寶山霜草墩_調值,寶山霜草墩_調類,崑山_聲母,崑山_韻母,崑山_調值,崑山_調類,蘇州_聲母,蘇州_韻母,蘇州_調值,蘇州_調類,蘇州(當代吳語)_聲母,蘇州(當代吳語)_韻母,蘇州(當代吳語)_調值,蘇州(當代吳語)_調類,上海(三林塘)_聲母,上海(三林塘)_韻母,上海(三林塘)_調值,上海(三林塘)_調類,溫州_聲母,溫州_韻母,溫州_調值,溫州_調類,雲和_聲母,雲和_韻母,雲和_調值,雲和_調類,開化_聲母,開化_韻母,開化_調值,開化_調類,龍游_聲母,龍游_韻母,龍游_調值,龍游_調類,常山_聲母,常山_韻母,常山_調值,常山_調類,江山(江山市)_聲母,江山(江山市)_韻母,江山(江山市)_調值,江山(江山市)_調類,玉山_聲母,玉山_韻母,玉山_調值,玉山_調類,遂昌_聲母,遂昌_韻母,遂昌_調值,遂昌_調類,廣豐(永豐鎮)_聲母,廣豐(永豐鎮)_韻母,廣豐(永豐鎮)_調值,廣豐(永豐鎮)_調類,浦城(南浦鎮城關話)_聲母,浦城(南浦鎮城關話)_韻母,浦城(南浦鎮城關話)_調值,浦城(南浦鎮城關話)_調類,慶元_聲母,慶元_韻母,慶元_調值,慶元_調類,宣州市裘公鄉_聲母,宣州市裘公鄉_韻母,宣州市裘公鄉_調值,宣州市裘公鄉_調類,貴池市茅坦鄉_聲母,貴池市茅坦鄉_韻母,貴池市茅坦鄉_調值,貴池市茅坦鄉_調類,寧國市莊村鄉_聲母,寧國市莊村鄉_韻母,寧國市莊村鄉_調值,寧國市莊村鄉_調類,貴池市灌口鄉_聲母,貴池市灌口鄉_韻母,貴池市灌口鄉_調值,貴池市灌口鄉_調類,寧國市南極鄉_聲母,寧國市南極鄉_韻母,寧國市南極鄉_調值,寧國市南極鄉_調類,黃山區甘棠鎮_聲母,黃山區甘棠鎮_韻母,黃山區甘棠鎮_調值,黃山區甘棠鎮_調類,蕪湖縣_聲母,蕪湖縣_韻母,蕪湖縣_調值,蕪湖縣_調類,繁昌_聲母,繁昌_韻母,繁昌_調值,繁昌_調類,銅陵縣_聲母,銅陵縣_韻母,銅陵縣_調值,銅陵縣_調類,南陵(仙坊話)_聲母,南陵(仙坊話)_韻母,南陵(仙坊話)_調值,南陵(仙坊話)_調類,涇縣_聲母,涇縣_韻母,涇縣_調值,涇縣_調類,石台_聲母,石台_韻母,石台_調值,石台_調類,寶山羅店_聲母,寶山羅店_韻母,寶山羅店_調值,寶山羅店_調類,上海_聲母,上海_韻母,上海_調值,上海_調類,南匯周浦_聲母,南匯周浦_韻母,南匯周浦_調值,南匯周浦_調類,松江_聲母,松江_韻母,松江_調值,松江_調類,吳江黎里_聲母,吳江黎里_韻母,吳江黎里_調值,吳江黎里_調類,吳江盛澤_聲母,吳江盛澤_韻母,吳江盛澤_調值,吳江盛澤_調類,嘉興_聲母,嘉興_韻母,嘉興_調值,嘉興_調類,湖州雙林_聲母,湖州雙林_韻母,湖州雙林_調值,湖州雙林_調類,杭州_聲母,杭州_韻母,杭州_調值,杭州_調類,餘姚_聲母,餘姚_韻母,餘姚_調值,餘姚_調類,紹興_聲母,紹興_韻母,紹興_調值,紹興_調類,諸暨王家井_聲母,諸暨王家井_韻母,諸暨王家井_調值,諸暨王家井_調類,嵊縣崇仁_聲母,嵊縣崇仁_韻母,嵊縣崇仁_調值,嵊縣崇仁_調類,嵊縣太平_聲母,嵊縣太平_韻母,嵊縣太平_調值,嵊縣太平_調類,寧波_聲母,寧波_韻母,寧波_調值,寧波_調類,黃岩_聲母,黃岩_韻母,黃岩_調值,黃岩_調類,金華_聲母,金華_韻母,金華_調值,金華_調類,永康_聲母,永康_韻母,永康_調值,永康_調類,衢州_聲母,衢州_韻母,衢州_調值,衢州_調類
11879,ʔ,uəŋ,324,陰上,ʔ,uəŋ,334,陰上,0/Ʋ,ɛn,44,陰上,ʔ,uᴇɲ,45,陰上,ʔ,uəɲ,334,陰上,0,uəŋ,323,上聲,ʔ,uən,52,陰上,ʔ,uəŋ,51,陰上,ʔ,uɛ̃ɲ,44,陰上,ʔ,uən,324,陰上,ʔ,uɛ̃,434,陰上,ʔ,uən,52,陰上,0,uən,52,上,ʔ,uən,51,陰上,v,əŋ,33,陰上,0,y,45,陰上,,uɛ,53,陰上,0,uɑ̃,53,陰上,,uəŋ,45,陰上,0,uʌ̃,52,陰上,0,uæ̃,243,陰上,,uə̃,45,陰上,,uə̃,52,陰上,0,uɐ̃,52,陰上,0,uẽi,44,陰上,,uã,33,陰上,0,un,214,上聲,0,un,214,陽去,0,əŋ,214,上聲,v,ən,214,上聲,0,uŋ,325,陰上,0,un,35,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11882,d,əŋ,113,陽去,d,əŋ,31,陽去,d/t,ɛn,213/41,陽平/陽去,d,ᴇɲ,223,陽去,d,əɲ,24,陽去,t,əŋ,44,去聲,d,ən,231,陽去,d,əŋ,24,陽上,d,ɛ̃ɲ,31,陽上,d,ən,33/213,陽上/陽去,d,ɛ̃,213,陽去,d,ən,223,陽去,,,,,d,ən,231,陽去,dɦ,əŋ,324,陽平,,,,,,,,,d,uɑ̃,212,陽去,,,,,,,,,d,æ̃,313,陽平,d,uə̃,24,陽平,d,ə̃,221,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,ən,31,陽去,,,,,dɦ,əŋ,324,陽平,d,ø,34,陽上,d,uɛ,223,陽去,d,uɑ̃,212,陽去,d,əŋ,231,陽去,d,uʌ̃,212,陽去,,,,,d,uə̃,31,陽去,d,ə̃,212,陽去,d,uɐ̃,223,陽去,t,uẽi,21,陽去,t,ã,31,陽去,r,ən,53,去聲,,,,,t,əŋ,31,去聲,,,,,d,əŋ,214,陽上,d,ən,325,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,uɑ̃,212,陽去,,,,,,,,,,,,,d,uə̃,31,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,uɑ̃,212,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dɦ,əŋ,324,陽平,,,,,,,,,d,uɑ̃,212,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dɦ,əŋ,324,陽平,,,,,,,,,d,uɑ̃,212,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,uəŋ,33,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,uə̃,52,陰去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,uẽi,44,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11923,b,əŋ,113,陽去,b,əŋ,31,陽去,p,ɛn,41,陽去,b,ᴇɲ,223,陽去,b,əɲ,24,陽去,p,əŋ,44,去聲,b,ən,224,陽上,b,əŋ,231,陽去,b,ɛ̃ɲ,31,陽上,b,ən,33,陽上,b,ɛ̃,213,陽去,b,ən,223,陽去,b,ən,31,陽去,b,ən,231,陽去,bɦ,əŋ,35,陰去,b,aŋ,22,陽去,b,əŋ,223,陽去,b,oŋ/əŋ,212,陽去,b,əŋ,231,陽去,b,oŋ,212,陽去,b,oŋ,33,陽上,b,oŋ,31,陽去,b,əŋ,212,陽去,b,oŋ,223,陽去,p,ẽi,21,陽去,p,ã,31,陽去,p,ən,53,去聲,p,ən,53,陰去,,,,,p,ən,33,去聲,b,əŋ,214,陽上,b,ən,31,陽上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11930,h,əŋ,324,陰上,h,əŋ,334,陰上,h,ɛn,44,陰上,h,ᴇɲ,45,陰上,x,əɲ,334,陰上,x,əŋ,323,上聲,x,ən,52,陰上,x,əŋ,51,陰上,h,ɛ̃ɲ,44,陰上,x,ən,324,陰上,x,ɛ̃,434,陰上,h,ən,52,陰上,h,ən,52,上,h,ən,51,陰上,h,əŋ,33,陰上,h,aŋ,45,陰上,x,əŋ,53,陰上,x,oŋ,53,陰上,x,əŋ,52,陰去,x,oŋ,52,陰上,,,,,x,æ̃,45,陰上,x,əŋ,52,陰上,x,æ̃,52,陰上,,,,,x,əŋ,33,陰上,ɣ,ən,53,去聲,ɣ,ən,214,陽去,ɣ,əŋ,214,上聲,ɣ,ən,13,陽平,ɣ,əŋ,214,陽上,h,ən,31,陽上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11932,kʰ,əŋ,324,陰上,kʰ,əŋ,334,陰上,kʰ,ɛn,44,陰上,kʰ,ᴇɲ,45,陰上,kʰ,əɲ,334,陰上,kʰ,əŋ,323,上聲,kʰ,ən,52,陰上,kʰ,əŋ,51,陰上,kʰ,ɛ̃ɲ,44,陰上,kʰ,ən,324,陰上,kʰ,ɛ̃,434,陰上,kʰ,ən,52,陰上,kʰ,ən,52,上,kʰ,ən,51,陰上,kʰ,əŋ,33,陰上,kʰ,aŋ,45,陰上,kʰ,əŋ,53,陰上,kʰ,ɛ̃,53,陰上,kʰ,əŋ,45/52,陰上/陰去,kʰ,oŋ,52,陰上,,,,,kʰ,æ̃,45,陰上,kʰ,ə̃,52,陰上,kʰ,æ̃,52,陰上,k,ẽi,44,陰上,kʰ,ã,33,陰上,kʰ,ən,214,上聲,kʰ,ən,214,陽去,kʰ,əŋ,214,上聲,kʰ,ən,214,上聲,kʰ,iŋ,325,陰上,kʰ,ən,35,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,ən,52,上,,,,,kʰ,əŋ,33,陰上,kʰ,aŋ,45,陰上,kʰ,əŋ,53,陰上,kʰ,ɛ̃,53,陰上,kʰ,əŋ,52/45,陰上/陰去,kʰ,oŋ,52,陰上,,,,,kʰ,æ̃,45,陰上,kʰ,ə̃,52,陰上,kʰ,æ̃,52,陰上,k,ẽi,44,陰上,kʰ,ã,33,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,əŋ,33,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,ẽi,44,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11938,xɦ,ʊ,113,陽去,hɦ,ɯ̃,51,陰去,h,ɘŋ,41,陽去,hɦ,ɵ,223,陽去,ɦ,ɔ,24,陽去,x,ʊ̃,44,去聲,0,ʊ,231,陽去,ɦ,e,231,陽去,ɦ,ɣ,31,陽上,ɦ/x,o,213/324,陽去/陰上,ɦ,ʌɣ,213,陽去,ɦ,ɵ,223,陽去,ɦ,ø,31,陽去,ɦ,ɵ,231,陽去,ɦ,ø,35,陰去,j,y,34,陽上,,uɛ,53,陰上,0,oŋ,212,陽去,x,ã,231,陽去,ɦ,õ,24,陽上,0,ɔ̃,33,陽上,ɦ,ɒ̃,22,陽上,,uə̃,13,陽上,x,uɐ̃,24,陽上,,,,,x,uã,221,陽上,ɣ,ɔ̃,53,去聲,ɣ,õ,214,陽去,ɣ,ɛ,214,上聲,,,,,ɣ,ɛ,214,陽上,h,ɛ̃,31,陽上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,ɛ,33,陰上,,,,,t,ã,53,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11951,tʰ,ɑ,324,陰上,tʰ,æ̃,334,陰上,tʰ,æ,44,陰上,tʰ,æ,45,陰上,tʰ,æ/æ̃,334,陰上,tʰ,æ̃,323,上聲,tʰ,A,445,陰平,tʰ,A,51,陰上,tʰ,æ,44,陰上,tʰ,ɛ,324,陰上,tʰ,ᴇ,434,陰上,tʰ,ɛ,52,陰上,tʰ,ᴇ,52,上,tʰ,ᴇ,51,陰上,tʰ,ɛ,33,陰上,tʰ,a,45,陰上,tʰ,ã,53,陰上,d/tʰ,oŋ,212/53,陽去/陰上,tʰ,ã,45,陰上,,,,,,,,,,,,,tʰ,aŋ,52,陰上,,,,,tʰ,ãi,44,陰上,tʰ,ɑ̃,33,陰上,tʰ,ã,214,上聲,tʰ,ã,214,陽去,tʰ,an,214,上聲,tʰ,ã,214,上聲,tʰ,ɛ,325,陰上,tʰ,æ̃,35,陰上,,,,,,,,,,,,,,,,,,,,,,,,,tʰ,e,434,陰上,tʰ,ᴇ,334,陰去,tʰ,ɛ,44,陰上,tʰ,ᴇ,44,陰上,tʰ,ᴇ,334,次清陰上,tʰ,ᴇ,334,次清陰上,tʰ,ᴇɛ,324,次清陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,ᴇ,52,上,,,,,s,ɛ,33,陰上,s,a,45,陰上,,,,,s,oŋ,53,陰上,s,ã,45,陰上,s,õ,52,陰上,s,ɔ̃,243,陰上,s,ɒ̃,45,陰上,s,aŋ,52,陰上,s,ã,52,陰上,s,ãi,44,陰上,s,ɑ̃,33,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,ɛ,33,陰上,,,,,,,,,s,oŋ,53,陰上,,,,,s,õ,52,陰上,s,ɔ̃,243,陰上,,,,,,,,,s,ã,52,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,ɛ,33,陰上,,,,,,,,,s,oŋ,53,陰上,,,,,s,õ,52,陰上,s,ɔ̃,243,陰上,,,,,,,,,s,ã,52,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11961,s,ɑ,324,陰上,s,æ̃,334,陰上,s,æ,44,陰上,s,æ,45,陰上,s,æ̃/æ,334,陰上,s,æ̃,323,上聲,s,A,412,陰去,s,A,324,陰去,s,æ,44,陰上,s,ɛ,324,陰上,s,ᴇ,434,陰上,s,ɛ,52,陰上,s,ᴇ,412,陰去,s,ᴇ,51,陰上,s,ɛ,35,陰去,s,a,42,陰去,s,ã,53,陰上,s,oŋ,53,陰上,s,ã,45,陰上,s,õ/ã,52,陰上,s,ɔ̃,243,陰上,s,ɒ̃,45,陰上,s,aŋ,52,陰上,s,ã,52,陰上,s,ãi,44,陰上,s,ɑ̃,33,陰上,s,ã,214,上聲,s,ã,214,陽去,s,an,214,上聲,s,ã,214,上聲,s,ɛ,325,陰上,s,æ̃,35,陰上,s,ã,213,上聲,s,ã,213,上聲,s,ã,53,上聲,s,ã,213,上聲,s,æ̃,31,上聲,s,ã,313,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,ᴇ,31,陽去,,,,,dɦ,ɛ,324,陽平,d,a,22,陽去,,,,,d,ã,212,陽去,d,ã,213,陽上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ,ɛ,53,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ,ɛ,53,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,ɛ,35,陰去,,,,,d,ã,223,陽去,d,ã,212,陽去,t,ã,52,陰去,,,,,,,,,t,ã,52,陰去,d,aŋ,221,陽平,d,ã,223,陽去,t,ãi,21,陽去,t,ɑ̃,31,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɕ,iẽ,55,陰平,,,,,,,,,ɕ,iɛ̃,334,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,ø,52,上,,,,,,,,,k,y,45,陰上,k,uɛ,53,陰上,,,,,k,ie,45,陰上,,,,,k,ɔ̃,243,陰上,k,ɒ̃,45,陰上,k,uə̃,52,陰上,,,,,k,uãi,44,陰上,k,uɑ̃,33,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,ɔ̃,243,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ɛ,324,陽平,,,,,,,,,l,ã,53,陰上,,,,,l,ã,24,陽上,,,,,,,,,,,,,l,ã,24,陽上,,,,,,,,,l,ã,214,上聲,l,ã,214,陽去,l,an,214,上聲,l,ã,214,上聲,l,ɛ,325,陰上,l,æ̃,31,陽上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11991,ʔl,ɑ,324,陰上,ʔl,æ̃,334,陰上,l,æ,213,陽平,ʔl,æ,45,陰上,ʔl,æ/æ̃,334,陰上,l,æ̃,323,上聲,ʔl,A,445,陰平,l,A,24,陽上,l,æ,31,陽上,l,ɛ,33,陽上,l,ᴇ,213,陽去,l,ɛ,223,陽去,l,ᴇ,31,陽去,l,ᴇ,231,陽去,l,ɛ,324,陽平,l,a,34,陽上,l,ã,53,陰上,l,ã,53,陰上,l,ã,213,陽上,l,ã,24,陽上,,,,,l,ã,22,陽上,l,a,212,陽去,l,ã,24,陽上,l,ãi,54,陽上,l,ɑ̃,221,陽上,l,ã,214,上聲,l,ã,214,陽去,l,an,214,上聲,l,ã,214,上聲,l,ɛ,325,陰上,l,æ̃,31,陽上,,,,,,,,,,,,,,,,,,,,,,,,,l,e,213,陽去,l,ᴇ,113,陽去,l,ɛ,113,陽去,l,ᴇ,113,陽去,l,ᴇ,32,陽上,l,ᴇ,223,陽上,l,ᴇɛ,223,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,ã,33,陰平,,,,,,,,,kʰ,ãi,44,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,ø,52,上,,,,,h,ø,35,陰去,ɕ/h,y/ø,45,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,ã,52,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
