# 吳語
id,丹陽後巷童家橋_聲母,丹陽後巷童家橋_韻母,丹陽後巷童家橋_調值,丹陽後巷童家橋_調類,靖江_聲母,靖江_韻母,靖江_調值,靖江_調類,丹陽_聲母,丹陽_韻母,丹陽_調值,丹陽_調類,江陰_聲母,江陰_韻母,江陰_調值,江陰_調類,常州_聲母,常州_韻母,常州_調值,常州_調類,金壇西崗_聲母,金壇西崗_韻母,金壇西崗_調值,金壇西崗_調類,溧陽_聲母,溧陽_韻母,溧陽_調值,溧陽_調類,宜興_聲母,宜興_韻母,宜興_調值,宜興_調類,常熟_聲母,常熟_韻母,常熟_調值,常熟_調類,無錫_聲母,無錫_韻母,無錫_調值,無錫_調類,寶山霜草墩_聲母,寶山霜草墩_韻母,寶山霜草墩_調值,寶山霜草墩_調類,崑山_聲母,崑山_韻母,崑山_調值,崑山_調類,蘇州_聲母,蘇州_韻母,蘇州_調值,蘇州_調類,蘇州(當代吳語)_聲母,蘇州(當代吳語)_韻母,蘇州(當代吳語)_調值,蘇州(當代吳語)_調類,上海(三林塘)_聲母,上海(三林塘)_韻母,上海(三林塘)_調值,上海(三林塘)_調類,溫州_聲母,溫州_韻母,溫州_調值,溫州_調類,雲和_聲母,雲和_韻母,雲和_調值,雲和_調類,開化_聲母,開化_韻母,開化_調值,開化_調類,龍游_聲母,龍游_韻母,龍游_調值,龍游_調類,常山_聲母,常山_韻母,常山_調值,常山_調類,江山(江山市)_聲母,江山(江山市)_韻母,江山(江山市)_調值,江山(江山市)_調類,玉山_聲母,玉山_韻母,玉山_調值,玉山_調類,遂昌_聲母,遂昌_韻母,遂昌_調值,遂昌_調類,廣豐(永豐鎮)_聲母,廣豐(永豐鎮)_韻母,廣豐(永豐鎮)_調值,廣豐(永豐鎮)_調類,浦城(南浦鎮城關話)_聲母,浦城(南浦鎮城關話)_韻母,浦城(南浦鎮城關話)_調值,浦城(南浦鎮城關話)_調類,慶元_聲母,慶元_韻母,慶元_調值,慶元_調類,宣州市裘公鄉_聲母,宣州市裘公鄉_韻母,宣州市裘公鄉_調值,宣州市裘公鄉_調類,貴池市茅坦鄉_聲母,貴池市茅坦鄉_韻母,貴池市茅坦鄉_調值,貴池市茅坦鄉_調類,寧國市莊村鄉_聲母,寧國市莊村鄉_韻母,寧國市莊村鄉_調值,寧國市莊村鄉_調類,貴池市灌口鄉_聲母,貴池市灌口鄉_韻母,貴池市灌口鄉_調值,貴池市灌口鄉_調類,寧國市南極鄉_聲母,寧國市南極鄉_韻母,寧國市南極鄉_調值,寧國市南極鄉_調類,黃山區甘棠鎮_聲母,黃山區甘棠鎮_韻母,黃山區甘棠鎮_調值,黃山區甘棠鎮_調類,蕪湖縣_聲母,蕪湖縣_韻母,蕪湖縣_調值,蕪湖縣_調類,繁昌_聲母,繁昌_韻母,繁昌_調值,繁昌_調類,銅陵縣_聲母,銅陵縣_韻母,銅陵縣_調值,銅陵縣_調類,南陵(仙坊話)_聲母,南陵(仙坊話)_韻母,南陵(仙坊話)_調值,南陵(仙坊話)_調類,涇縣_聲母,涇縣_韻母,涇縣_調值,涇縣_調類,石台_聲母,石台_韻母,石台_調值,石台_調類,寶山羅店_聲母,寶山羅店_韻母,寶山羅店_調值,寶山羅店_調類,上海_聲母,上海_韻母,上海_調值,上海_調類,南匯周浦_聲母,南匯周浦_韻母,南匯周浦_調值,南匯周浦_調類,松江_聲母,松江_韻母,松江_調值,松江_調類,吳江黎里_聲母,吳江黎里_韻母,吳江黎里_調值,吳江黎里_調類,吳江盛澤_聲母,吳江盛澤_韻母,吳江盛澤_調值,吳江盛澤_調類,嘉興_聲母,嘉興_韻母,嘉興_調值,嘉興_調類,湖州雙林_聲母,湖州雙林_韻母,湖州雙林_調值,湖州雙林_調類,杭州_聲母,杭州_韻母,杭州_調值,杭州_調類,餘姚_聲母,餘姚_韻母,餘姚_調值,餘姚_調類,紹興_聲母,紹興_韻母,紹興_調值,紹興_調類,諸暨王家井_聲母,諸暨王家井_韻母,諸暨王家井_調值,諸暨王家井_調類,嵊縣崇仁_聲母,嵊縣崇仁_韻母,嵊縣崇仁_調值,嵊縣崇仁_調類,嵊縣太平_聲母,嵊縣太平_韻母,嵊縣太平_調值,嵊縣太平_調類,寧波_聲母,寧波_韻母,寧波_調值,寧波_調類,黃岩_聲母,黃岩_韻母,黃岩_調值,黃岩_調類,金華_聲母,金華_韻母,金華_調值,金華_調類,永康_聲母,永康_韻母,永康_調值,永康_調類,衢州_聲母,衢州_韻母,衢州_調值,衢州_調類
7273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,iaŋ,44,陰平,,,,,0,iaŋ,53,陰平,0,i,44,陰平,,iã,324,陰平,0,iã,45,陰平,,iã,434,陰平,0,iã,45,陰平,0,iã,33/44,陽上/陰平,ȵ/ø,iã,33,陰平,,iaŋ,55,陰平,0,iã,445,陰平,0,iãu,35,陰平,,iɑ̃/iɔ̃/iəŋ,334,陰平,0,iã,31,陰平,0,iã,31,陰平,0,iœ,55,陰平,0,iã,31,陰平,0,iœ,55,陰平,0,iɒ̃,53,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,iaŋ,53,陰平,,,,,,iã,324,陰平,,,,,,,,,0,iã,45,陰平,,,,,,,,,,,,,,,,,,,,,,iɑ̃,334,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,iaŋ,44,陰平,,,,,0,iaŋ,53,陰平,0,i,44,陰平,,iã,324,陰平,0,iã,45,陰平,,iã,434,陰平,0,iã,45,陰平,,,,,ø,iã,33,陰平,,,,,0,iã,445,陰平,0,iãu,35,陰平,,iɑ̃,334,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,iaŋ,53,陰平,,,,,,,,,0,iã,45,陰平,,,,,0,iã,45,陰平,,,,,,,,,,,,,0,iã,445,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7278,ʔ,iɑŋ,42,陰平,ʔ,ɪ̃,433,陰平,0,ie,22,陰平,ʔ,iaŋ/iAŋ,51,陰平,ʔ,iAɲ,44,陰平,0,iɑŋ,31,陰平,ʔ,ie,445,陰平,ʔ,iAŋ,55,陰平,ʔ,iÃ,52,陰平,ʔ,iã,55,陰平,ʔ,iã,52,陰平,ʔ,iã,44,陰平,0,iaŋ,44,陰平,ʔ,iã/iÃ,44,陰平,0,iaŋ,53,陰平,0,i,44,陰平,,iã,324,陰平,0,iã,45,陰平,,iã,434,陰平,0,ʌ̃,45,陰平,0,æ̃,44,陰平,ø,iã,33,陰平,,ə̃/iaŋ,55,陰平,0,iã,445,陰平,0,iãu,35,陰平,,ã/iɑ̃,334,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,iaŋ,53,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7282,dʑ,iɑŋ,31,陽平,dʑ,ɪ̃,223,陽平,tɕ,ie,22,陰平,dʑ,iaŋ/iAŋ,223,陽去,dʑ,iAɲ,213,陽平,tɕʰ,iɑŋ,35,陽平,dʑ,ie,323,陽平,dʑ,iAŋ,223,陽平,tɕʰ,Ã,233,陽平,dʑ,iã,213,陽去,dʑ,iã,231,陽平,dʑ,iã,24,陽平,dʑ,iaŋ,24/52/31,陽平/上/陽去,dʑ,iÃ/iã,223,陽平,dʑɦ,aŋ,35/324,陰去/陽平,dʑ,i,31/22/34,陽平/陽去/陽上,dʒ/tʃʰ,iã,53/423,陰上/陽平,dʑ,iã,341,陽平,dʑ/tɕʰ,iã,21/45,陽平/陰上,dʑ,iã,24,陽上,g,iã,33,陽上,g,iã,24,陽平,dʑ/tɕʰ,iaŋ,221/52,陽平/陰上,g/kʰ,iã,341/52,陽平/陰上,k/kʰ,iãu,213/44,陽平/陰上,tɕ/tɕʰ,iɑ̃,52/33,陽平/陰上,ɦz,iã,13,陽平,ɦʑ,iã,35,陽平,hʑ,iœ,11,陽平,ɦʑ,iã,13,陽平,hʑ,iœ,13,陽平,g,iɒ̃,213,陽平,ɕɦ,iã,35,陽平,ɕɦ,iã,35,陽平,ʑ,iã,11,陽平,ʑ,iã,35,陽平,ɕɦ,iɜɤ,35,陽平,ɕh,iã,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7283,dʑ,iɑŋ,31,陽平,dʑ,ɪ̃,223,陽平,tɕ,ie,22,陰平,dʑ,iaŋ/iAŋ,223,陽去,dʑ,iAɲ,213,陽平,tɕʰ,iɑŋ,35,陽平,dʑ,ie,323,陽平,dʑ,iAŋ,223,陽平,tɕʰ,Ã,233,陽平,dʑ,iã,213,陽去,dʑ,iã,231,陽平,dʑ,iã,24,陽平,,,,,dʑ,iã/iÃ,223,陽平,dʑɦ,aŋ,35/324,陰去/陽平,,,,,,,,,dʑ,iã,341,陽平,,,,,dʑ,iã,24,陽上,g,iã,33,陽上,,,,,,,,,g/kʰ,iã,341/52,陽平/陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,aŋ,53,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,ɒŋ,44,陰平,,,,,f,ɔ̃,53,陰平,h,uɔ,44,陰平,f,ɔ̃,324,陰平,f,ã,45,陰平,f,ã,434,陰平,f,iã/ã,45,陰平,f,ɔ̃,44,陰平,f,ɒ̃,33,陰平,f,ɔŋ,55,陰平,f,ɑ̃ɔ,445,陰平,f,ãu,35,陰平,f,ɔ̃,334,陰平,f,ã,31,陰平,f,ã,31,陰平,x,uœ,55,陰平,f,ã,31,陰平,x,uœ,55,陰平,f,ɒ̃,53,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,ɒŋ,52,上,,,,,f,ɔ̃,33,陰上,n,uɔ,44,陰平,f,ɔ̃,324,陰平,,,,,f,ã,434,陰平,f,ã,45,陰平,,,,,v,ɒ̃,24,陽平,f,ɔŋ,52,陰上,,,,,,,,,f,ɔ̃,33,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7292,g/ɦ,uɑŋ,113,陽去,g,uɑŋ,223,陽平,k/kʰ,uɑŋ,324,陰去,g,uɒŋ/uAŋ,223,陽去,g,uAɲ,213,陽平,kʰ,uɑŋ,35,陽平,g,uAŋ,323,陽平,g,uAŋ,223,陽平,g,uÃ,233,陽平,g,uɒ̃,213,陽去,g,uɒ̃,231,陽平,g,uã,24,陽平,g,uɒŋ,24,陽平,g,uɒ̃/uÃ,223,陽平,gɦ,uɔ̃,324,陽平,dʑ,yɔ,31,陽平,ɡ,ɔ̃,423,陽平,dʑ/ɡ,yã/uã,341,陽平,g,uã,21,陽平,dʑ,iõ,341,陽平,g,uã,313,陽平,g,iɒ̃,24,陽平,g,陽平,221,陽平,g,yã/ɑ̃ɔ,341,陽平,k,ãu,213,陽平,tɕ,iɔ̃,52,陽平,kʰ,uã,13,陽平,ɣ,uã,35,陽平,kʰ,uœ,11,陽平,kʰ,uã,13,陽平,kʰ,uœ,13,陽平,g,uɒ̃,213,陽平,xɦ,uã,35,陽平,xɦ,uã,35,陽平,ɣ,uã,11,陽平,ɦ,uã,35,陽平,v,ɜɤ,35,陽平,0,ǫ̃,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,ɒŋ,24,陽平,,,,,dɦ,ɔ̃,324,陽平,d,uɔ,31,陽平,d,ɔ̃,423,陽平,d,oŋ,45,陰平,d,ã,21,陽平,d,ã,341,陽平,d,ã,313,陽平,d,ã,24,陽平,d,陽平,221,陽平,d,ɑ̃ɔ,341,陽平,t,ãu,213,陽平,t,ɔ̃,52,陽平,,,,,,,,,,,,,,,,,,,,,,,,,ɾ̥ɦ,ã,35,陽平,ɾ̥ɦ,ã,35,陽平,ɾ,ã,11,陽平,ɾ,ã,35,陽平,ɾ̥ɦ,ɜɤ,35,陽平,ɾ̥h,ǫ̃,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dɦ,ɔ̃,324,陽平,,,,,,,,,d,oŋ,45,陰平,,,,,d,ã,341,陽平,d,ã,313,陽平,,,,,,,,,d,ɑ̃ɔ,341,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɾ̥ɦ,ã,35,陽平,ɾ̥ɦ,ã,35,陽平,ɾ,ã,11,陽平,ɾ,ã,35,陽平,ɾ̥ɦ,ɜɤ,35,陽平,ɾ̥h,ǫ̃,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dɦ,ɔ̃,324,陽平,,,,,,,,,d,oŋ,45,陰平,,,,,d,ã,341,陽平,d,ã,313,陽平,,,,,,,,,d,ɑ̃ɔ,341,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɾ̥ɦ,ã,35,陽平,ɾ̥ɦ,ã,35,陽平,ɾ,ã,11,陽平,ɾ,ã,35,陽平,ɾ̥ɦ,ɜɤ,35,陽平,ɾ̥h,ǫ̃,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7301,d,ɑŋ,31,陽平,d,ɑŋ,223,陽平,d,ɑŋ,213,陽平,d,Aŋ/ɒŋ,223,陽去,d,Aɲ,213,陽平,tʰ,ɑŋ,35,陽平,d,Aŋ,323,陽平,d,Aŋ,223,陽平,d,Ã,233,陽平,d,ɒ̃,213,陽去,d,ɒ̃,231,陽平,d,ã,24,陽平,d,ɒŋ,24,陽平,d,ɒ̃/Ã,223,陽平,dɦ,ɔ̃,324,陽平,d,uɔ,31,陽平,d,ɔ̃,423,陽平,d,oŋ,45,陰平,d,ã,21,陽平,d,ã,341,陽平,d,ã,313,陽平,d,ã,24,陽平,d,陽平,221,陽平,d,ɑ̃ɔ,341,陽平,t,ãu,213,陽平,t,ɔ̃,52,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dɦ,ɔ̃,324,陽平,,,,,,,,,d,oŋ,45,陰平,,,,,d,ã,341,陽平,d,ã,313,陽平,,,,,,,,,d,ɑ̃ɔ,341,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,ɒŋ,24,陽平,,,,,dɦ,ɔ̃,324,陽平,d,uɔ,31,陽平,d,ɔ̃,423,陽平,d,oŋ/ã,45/341,陰平/陽平,d,ã,21,陽平,d,ã/õ,341,陽平,d,ã,313,陽平,d,ã,24,陽平,d,陽平,221,陽平,d,ɑ̃ɔ,341,陽平,t,ãu,213,陽平,t,ɔ̃,52,陽平,r,ã,13,陽平,d,ã,35,陽平,d,œ,11,陽平,d,ã,13,陽平,d,œ,13,陽平,d,ɒ̃,213,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dɦ,ɔ̃,324,陽平,,,,,,,,,d,oŋ/ã,341/45,陰平/陽平,,,,,d,õ/ã,341,陽平,d,ã,313,陽平,,,,,,,,,d,ɑ̃ɔ,341,陽平,,,,,,,,,r,ã,13,陽平,d,ã,35,陽平,d,œ,11,陽平,d,ã,13,陽平,d,œ,13,陽平,d,ɒ̃,213,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,ɒŋ,24,陽平,,,,,dɦ,ɔ̃,324,陽平,d,uɔ,31,陽平,d,ɔ̃,423,陽平,d,ã,341,陽平,d,ã,21,陽平,d,ã,341,陽平,d,ã,313,陽平,d,ã,24,陽平,d,陽平,221,陽平,d,ɑ̃ɔ,341,陽平,,,,,t,ɔ̃,52,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dɦ,ɔ̃,324,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dɦ,ɔ̃,324,陽平,,,,,d,ɔ̃,423,陽平,,,,,d,ã,21,陽平,,,,,,,,,d,ã,24,陽平,d,陽平,221,陽平,d,ɑ̃ɔ,341,陽平,,,,,t,ɔ̃,52,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,ɒŋ,24,陽平,,,,,dɦ,ɔ̃,324,陽平,d,uɔ,31,陽平,d,ɔ̃,423,陽平,d,oŋ,45,陰平,d,ã,21,陽平,d,ã,341,陽平,d,ã,313,陽平,d,ã,24,陽平,d,陽平,221,陽平,d,ɑ̃ɔ,341,陽平,t,ãu,213,陽平,t,ɔ̃,52,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ɒŋ,24,陽平,,,,,l,ɔ̃,324,陽平,l,uɔ,31,陽平,l,ɔ̃,423,陽平,l,oŋ/ã,341,陽平,l,ã,21,陽平,l,ã,341,陽平,l,ã,313,陽平,l,ã,24,陽平,l,陽平,221,陽平,l,ɑ̃ɔ,341,陽平,l,ãu,213,陽平,l,ɔ̃,52,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ɒŋ,24,陽平,,,,,l,ɔ̃,324,陽平,l,uɔ,31,陽平,l,ɔ̃,423,陽平,l,ã,341,陽平,l,ã,21,陽平,l,ã,341,陽平,l,ã,313,陽平,l,ã,24,陽平,l,陽平,221,陽平,l,ɑ̃ɔ,341,陽平,l,ãu,213,陽平,l,ɔ̃,52,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ɔ̃,324,陽平,,,,,,,,,,,,,,,,,l,ã,341,陽平,,,,,l,ã,24,陽平,,,,,l,ɑ̃ɔ,341,陽平,,,,,l,ɔ̃,52,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ã,341,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ɔ̃,324,陽平,,,,,l,ɔ̃,423,陽平,l,ã,341,陽平,l,ã,21,陽平,,,,,,,,,l,ã,24,陽平,,,,,l,ɑ̃ɔ,341,陽平,,,,,l,ɔ̃,52,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ɔ̃,35,陰去,,,,,,,,,l,oŋ,341,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ã,33,陽上,,,,,,,,,l,ɑ̃ɔ,24,陽上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7353,l,ɑŋ,31,陽平,l,ɑŋ,223,陽平,l,ɑŋ,213,陽平,l,ɒŋ/Aŋ,223,陽去,l,Aɲ,213,陽平,l,ɑŋ,35,陽平,l,Aŋ,323,陽平,l,Aŋ,223,陽平,l,Ã,233,陽平,l,ɒ̃,213,陽去,l,ɒ̃,231,陽平,l,ã,24,陽平,l,ɒŋ,24,陽平,l,Ã/ɒ̃,223,陽平,l,ɔ̃,324,陽平,l,uɔ,31,陽平,l,ɔ̃,423,陽平,l,ã/oŋ,341,陽平,l,ã,21,陽平,l,ã,24/341,陽上/陽平,l,ã,313/33,陽平/陽上,l,ã/ɒ̃,22,陽上,l,陽平,221,陽平,l,ɑ̃ɔ,341/445/24,陽平/陰平/陽上,l,ãu,213,陽平,l,ɔ̃,52,陽平,l,ã,13,陽平,l,ã,35,陽平,l,œ,55,陰平,l,ã,13,陽平,l,œ,55,陰平,l,ɒ̃,213,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ã,313,陽平,,,,,,,,,l,ɑ̃ɔ,341,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
