# 閩語
id,南安(溪美鎮)_聲母,南安(溪美鎮)_韻母,南安(溪美鎮)_調值,南安(溪美鎮)_調類,漳州_聲母,漳州_韻母,漳州_調值,漳州_調類,廈門_聲母,廈門_韻母,廈門_調值,廈門_調類,漳浦_聲母,漳浦_韻母,漳浦_調值,漳浦_調類,大田_聲母,大田_韻母,大田_調值,大田_調類,大田(前路話)_聲母,大田(前路話)_韻母,大田(前路話)_調值,大田(前路話)_調類,潮州(府城話)_聲母,潮州(府城話)_韻母,潮州(府城話)_調值,潮州(府城話)_調類,潮州(漢語方音字匯)_聲母,潮州(漢語方音字匯)_韻母,潮州(漢語方音字匯)_調值,潮州(漢語方音字匯)_調類,揭陽(榕城話)_聲母,揭陽(榕城話)_韻母,揭陽(榕城話)_調值,揭陽(榕城話)_調類,澄海_聲母,澄海_韻母,澄海_調值,澄海_調類,汕頭(汕頭市區)_聲母,汕頭(汕頭市區)_韻母,汕頭(汕頭市區)_調值,汕頭(汕頭市區)_調類,海豐(海城鎮)_聲母,海豐(海城鎮)_韻母,海豐(海城鎮)_調值,海豐(海城鎮)_調類,陸豐(內湖鎮)_聲母,陸豐(內湖鎮)_韻母,陸豐(內湖鎮)_調值,陸豐(內湖鎮)_調類,大埔元洲仔(香港新界福佬話)_聲母,大埔元洲仔(香港新界福佬話)_韻母,大埔元洲仔(香港新界福佬話)_調值,大埔元洲仔(香港新界福佬話)_調類,電白(霞洞鎮黎話)_聲母,電白(霞洞鎮黎話)_韻母,電白(霞洞鎮黎話)_調值,電白(霞洞鎮黎話)_調類,海康(雷城話)_聲母,海康(雷城話)_韻母,海康(雷城話)_調值,海康(雷城話)_調類,仙游(城關話)_聲母,仙游(城關話)_韻母,仙游(城關話)_調值,仙游(城關話)_調類,莆田_聲母,莆田_韻母,莆田_調值,莆田_調類,古田_聲母,古田_韻母,古田_調值,古田_調類,馬祖_聲母,馬祖_韻母,馬祖_調值,馬祖_調類,福州_聲母,福州_韻母,福州_調值,福州_調類,福清_聲母,福清_韻母,福清_調值,福清_調類,柘榮_聲母,柘榮_韻母,柘榮_調值,柘榮_調類,福安_聲母,福安_韻母,福安_調值,福安_調類,寧德_聲母,寧德_韻母,寧德_調值,寧德_調類,崇安(崇城鎮城關話)_聲母,崇安(崇城鎮城關話)_韻母,崇安(崇城鎮城關話)_調值,崇安(崇城鎮城關話)_調類,石陂_聲母,石陂_韻母,石陂_調值,石陂_調類,建陽(潭城鎮城關話)_聲母,建陽(潭城鎮城關話)_韻母,建陽(潭城鎮城關話)_調值,建陽(潭城鎮城關話)_調類,松溪_聲母,松溪_韻母,松溪_調值,松溪_調類,建甌_聲母,建甌_韻母,建甌_調值,建甌_調類,建甌(市志)_聲母,建甌(市志)_韻母,建甌(市志)_調值,建甌(市志)_調類,沙縣(城關話)_聲母,沙縣(城關話)_韻母,沙縣(城關話)_調值,沙縣(城關話)_調類,明溪(城關話)_聲母,明溪(城關話)_韻母,明溪(城關話)_調值,明溪(城關話)_調類,三明(三元話)_聲母,三明(三元話)_韻母,三明(三元話)_調值,三明(三元話)_調類,平南(上渡雅埠)(廣西漢語方言)_聲母,平南(上渡雅埠)(廣西漢語方言)_韻母,平南(上渡雅埠)(廣西漢語方言)_調值,平南(上渡雅埠)(廣西漢語方言)_調類,中山(隆都)(珠江三角洲)_聲母,中山(隆都)(珠江三角洲)_韻母,中山(隆都)(珠江三角洲)_調值,中山(隆都)(珠江三角洲)_調類,中山(隆都)(廣東閩方言)_聲母,中山(隆都)(廣東閩方言)_韻母,中山(隆都)(廣東閩方言)_調值,中山(隆都)(廣東閩方言)_調類,中山(三鄉)_聲母,中山(三鄉)_韻母,中山(三鄉)_調值,中山(三鄉)_調類,曼谷(潮州話)_聲母,曼谷(潮州話)_韻母,曼谷(潮州話)_調值,曼谷(潮州話)_調類,將樂(城關話)_聲母,將樂(城關話)_韻母,將樂(城關話)_調值,將樂(城關話)_調類,晉江(青陽鎮)_聲母,晉江(青陽鎮)_韻母,晉江(青陽鎮)_調值,晉江(青陽鎮)_調類
12303,s,ian,55,陰上,s,ian,53,上聲,,,,,s,ian,53,上聲,,,,,,,,,,,,,,,,,,,,,s,iaŋ,52,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,ieŋ,33,上聲,s,ieŋ,51,上聲,tsʰ,iŋ,42,上聲,,,,,,,,,,,,,s,ieiŋ,21,上聲,s,iŋ,223,上聲,,,,,s,iŋ,21,上聲,,,,,,,,,s,aiŋ,21,陰上,ɬ,ian,45,陰上,s,in,24,上聲,,,,,,,,,tsʰ,ĩ,33,陰平,,,,,s,ian,55,上聲
12306,s/tsʰ,ian/uã,55/55,陰上/陰上,s,ian,53,上聲,s/tsʰ,iɛn/ũã,51,上,s,ian,53,上聲,,,,,,,,,,,,,s,ieŋ,53,陰上,,,,,s,iaŋ,52,陰上,,,,,,,,,,,,,s,iaŋ,53,陰上,,,,,,,,,tsʰ,yã,32,上聲,tsʰ,yɒ,453,上聲,s/tsʰ,ieŋ,42,上聲,,,,,s/tsʰ,ieŋ/iaŋ,31,上,s/tsʰ,ieŋ/iaŋ,33,上聲,,,,,tsʰ,iŋ,42,上聲,tsʰ,aŋ,42,上聲,s,iŋ,21,上聲,,,,,s,ieiŋ,21,上聲,tsʰ,yŋ,223,上聲,s/tsʰ,iɪŋ/yɪŋ,21,上,s/tsʰ,uiŋ/iŋ/yiŋ,21,上聲,s,ẽ,21,陰上,s,ieŋ,31,上聲,tsʰ,aiŋ,21,陰上,ɬ,ian,45,陰上,s/tsʰ,in/iɛn,24,上聲,,,,,,,,,s,iaŋ,53,陰上,s/tʃʰ,yø̃/uɛ̃,51/21,上.陰入,s,ian,55,上聲
12313,0,ian,55,陰上,0,ian,53,上聲,0,iɛn,51,上,0,ian,53,上聲,,,,,,,,,0,iŋ,55,陽平,0,iŋ,55,陽平,0,eŋ,55,陽平,0,iŋ,55,陽平,0,iaŋ,55,陽平,0,iaŋ,35,陽上,0,iaŋ,22,陽去,0,iaŋ,44,陽平,0,in,31,陰上,0,ieŋ,11,陽平,0,ɛŋ,32,上聲,0,ɛŋ,453,上聲,,,,,0,ieŋ,33,上聲,0,ieŋ,31,上,0,ieŋ,33,上聲,0,ieŋ,51,上聲,j,iŋ,23,陽去,,,,,0,iŋ,21,上聲,ʔ,iŋ,21,上聲,,,,,0,iŋ,223,上聲,0,eiŋ,21,上,0,eiŋ,21,上聲,0,iɛiŋ,21,陰上,0,ieŋ,31,上聲,0,iaiŋ,21,陰上,ʔ,ian,45,陰上,0,in,24,上聲,0,in,24,陰上,0,in,13,陰上,z,iŋ,55,陽平,0,iɛ̃,51,上,0,ian,55,上聲
12314,0,ian,55,陰上,0,ian,53,上聲,,,,,0,ian,53,上聲,,,,,,,,,,,,,,,,,,,,,0,iaŋ,35,陽上,,,,,,,,,,,,,,,,,,,,,,,,,0,ɛŋ,21,陽去,0,ɛŋ,11,陽去,,,,,,,,,,,,,0,ieŋ,33,上聲,0,ieŋ,51,上聲,j,iŋ,23,陽去,,,,,,,,,,,,,,,,,0,iŋ,223,上聲,,,,,0,ieiŋ,21,上聲,,,,,,,,,0,iaiŋ,21,陰上,,,,,,,,,,,,,,,,,,,,,0,iɛ̃,51,上,0,ian,55,上聲
12321,,,,,ts,ian,22,陽去,ts,iɛn,51/33,上/陽去,ts,ian,53,上聲,,,,,,,,,,,,,ts,ieŋ,53,陰上,,,,,ts,iaŋ,52,陰上,,,,,,,,,,,,,,,,,,,,,,,,,ts,ɛŋ,21,陽去,ts,ɛŋ,11,陽去,ts,ieŋ,42,上聲,,,,,ts,ieŋ,31,上,ts,ieŋ,33,上聲,ts,ieŋ,51,上聲,ts,iŋ,42,上聲,ts,ɛŋ,42,上聲,,,,,tsʰ,iŋ,21,上聲,ts,ieiŋ,21,上聲,ts,iŋ,31,陽平乙,ts,iɪŋ,21,上,ts,iŋ,21,上聲,ts,ẽ,21,陰上,ts,ieŋ,31,上聲,ts,aiŋ,33,去聲,ts,ian,22,陽去,tsʰ,in,24,上聲,,,,,,,,,ts,iaŋ,53,陰上,tsʰ,iɛ̃,51,上,,,,
12328,t/tʰ/tʰ,ian/ĩ/ian,55/55/55,陰上/陰上/陰上,t/tʰ,ian/ĩ,53,上聲,t/tʰ,iɛn,51,上,t,ian,53,上聲,,,,,tʰ,iaŋ,53,陰上,t,ieŋ,53,陰上,t,ieŋ,53,陰上,t,iaŋ,53,陰上,t,iaŋ,52,陰上,t,iaŋ,53,陰上,t,iaŋ,53,陰上,t,iaŋ,53,上聲,ts,iaŋ,53,陰上,ts,in,31,陰上,ts,ieŋ,52,陰上,tʰ,ɛŋ,32,上聲,tʰ,yɒ/ɛŋ,453,上聲,t,ieŋ,42,上聲,,,,,t,ieŋ,31,上,t,ieŋ,33,上聲,t,ieŋ,51,上聲,t,iŋ,42,上聲,t,ɛŋ,42,上聲,ts,iŋ,21,上聲,ts,iŋ,21,上聲,ts,iŋ,21,上聲,ts,eiŋ,223,上聲,ts,eiŋ,21,上,t,eiŋ,21,上聲,tʃ,yẽ,21,陰上,ts,ieŋ,31,上聲,tʃ,yaiŋ,21,陰上,ts,ian,45,陰上,ts,in,24,上聲,ts,in,24,陰上,ts,in,33,陰平,ts,iaŋ,53,陰上,tʃ,ɛ̃,51,上,t/tʰ,ian,55,上聲
12329,,,,,,,,,,,,,,,,,,,,,tʰ,iaŋ,53,陰上,t,ieŋ,53,陰上,,,,,t,iaŋ,53,陰上,,,,,t,iaŋ,53,陰上,t,iaŋ,53,陰上,t,iaŋ,53,上聲,ts,iaŋ,53,陰上,ts,in,31,陰上,ts,ieŋ,52,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ian,45,陰上,ts,in,24,上聲,ts,in,24,陰上,ts,in,33,陰平,ts,iaŋ,53,陰上,,,,,,,,
12332,n,uĩ,55,陰上,l,un/ian,53,上聲,,,,,l,un/ian,53,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,ieŋ,42,上聲,,,,,,,,,t,ieŋ,33,上聲,l/n/ŋ,ieŋ,51,上聲,ŋ,iŋ,42,上聲,ŋ,ɛŋ,42,上聲,ŋ,aiŋ,21,上聲,ŋ,aiŋ,21,上聲,,,,,ts,eiŋ,223,上聲,,,,,,,,,,,,,,,,,ŋ,ɛ̃,21,陰上,,,,,,,,,,,,,,,,,,,,,ŋ/tʃ,iɛ̃/ɛ̃,51,上,l,ian,55,上聲
12358,tsʰ/tsʰ,ĩ/ian,55/55,陰上/陰上,tsʰ,ĩ/ian,53,上聲,tsʰ,ĩ/in/iɛn,51,上,s/tsʰ,ian,53,上聲,,,,,tsʰ,iŋ/iaŋ,53,陰上,tsʰ,ieŋ,53,陰上,tsʰ,ieŋ,53,陰上,tsʰ,iaŋ,53,陰上,tsʰ,iaŋ,52,陰上,tsʰ,iaŋ,53,陰上,tsʰ,iaŋ,53,陰上,tsʰ,iaŋ,53,上聲,tsʰ,iaŋ,53,陰上,k,en,31,陰上,tsʰ,ieŋ,52,陰上,tsʰ,ɛŋ,32,上聲,tsʰ,ɛŋ,453,上聲,tsʰ,ieŋ,42,上聲,tsʰ,ieŋ,33,上聲,ts/tsʰ,ieŋ,31,上,tsʰ,ieŋ,33,上聲,tsʰ,ieŋ,51,上聲,tsʰ,iŋ,42,上聲,tsʰ,ɛŋ,42,上聲,tsʰ,iŋ,21,上聲,tsʰ,iŋ,21,上聲,tsʰ,ieiŋ,21,上聲,tsʰ,iŋ,223,上聲,tsʰ,iɪŋ,21,上,tsʰ,iŋ,21,上聲,tsʰ,ẽ,21,陰上,tsʰ,ieŋ,31,上聲,tsʰ,aiŋ,21,陰上,tsʰ,ian,45,陰上,tsʰ,iɛn/in,24,上聲,tsʰ,ien,24,陰去,tsʰ,in,13,陰上,tsʰ,iaŋ,53,陰上,tsʰ,iɛ̃,51,上,tsʰ,ɪ̃/ian,55,上聲
12359,s,iam,24,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,aŋ,24,陽平,tsʰ,ɛŋ,453,上聲,,,,,,,,,,,,,tsʰ,ieŋ,33,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,iam,24,陽平
12368,kʰ,ian,55,陰上,kʰ,ian,53,上聲,,,,,kʰ,ian,53,上聲,,,,,,,,,kʰ,ieŋ,53,陰上,,,,,kʰ,iaŋ,53,陰上,,,,,kʰ,iaŋ,53,陰上,kʰ,iaŋ,53,陰上,kʰ,iaŋ,53,上聲,,,,,h,in,31,陰上,kʰ,ieŋ,52,陰上,kʰ,ɛŋ,32,上聲,,,,,,,,,,,,,,,,,kʰ,ieŋ,33,上聲,kʰ,ieŋ,51,上聲,kʰ,iŋ,42,上聲,kʰ,ɛŋ,42,上聲,kʰ,iŋ,21,上聲,kʰ,iŋ,21,上聲,kʰ,ieiŋ,21,上聲,kʰ,iŋ,223,上聲,,,,,kʰ,iŋ,21,上聲,kʰ,ẽ,21,陰上,kʰ,ieŋ,31,上聲,,,,,ʔ,ian,45,陰上,h/kʰ,in/iɛn,24/33,上聲/陽平,h,in,24,陰上,h,in,13,陰上,kʰ,iaŋ,53,陰上,kʰ,iɛ̃,51,上,kʰ,ian,55,上聲
12376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,iaŋ,52,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12387,s,ian,11,陽上,s,ian,22,陽去,s,iɛn,33,陽去,s,ian,33,陽去,,,,,,,,,s,ieŋ,35,陽上,s,ieŋ,35,陽上,s,iaŋ,35,陽上,s,iaŋ,35,陽上,s,iaŋ,35,陽上,s,iaŋ,35,陽上,s,iaŋ,22,陽去,s,uã,24,陽上,ɬ,in,44,陰去,s,ieŋ,33,陽上,ɬ,ɛŋ,21,陽去,ɬ,ɛŋ,11,陽去,s,ieŋ,324,陽去,,,,,s,ieŋ,242,陽去,s,ieŋ,41,陽去,s,ieŋ,213,陽去,s,iŋ,23,陽去,s,iŋ,332,陽去,s,iŋ,55,陽去,s,iŋ,45,陽去,s,ieiŋ,332,陰去,s,iŋ,45,陽去,s,iɪŋ,44,陽去,s,iŋ,44,陽去,s,ɪ̃,53,陽上,s,ieŋ,54,陽去,ʃ,iaiŋ,353,陽上,ɬ,ian,22,陽去,s,in,33,陽平,s,in,33,陽平,s,in,33,陰平,s,iaŋ,35,陽上,ʃ,ɛ̃,231,陽去,s,ian,33,陰平
12388,,,,,,,,,,,,,,,,,,,,,,,,,s,ieŋ,35,陽上,,,,,s,iaŋ,35,陽上,,,,,s,iaŋ,35,陽上,s,iaŋ,35,陽上,s,iaŋ,22,陽去,s,uã,24,陽上,ɬ,in,44,陰去,s,ieŋ,33,陽上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɬ,ian,22,陽去,s,in,33,陽平,s,in,33,陽平,s,in,33,陰平,s,iaŋ,35,陽上,,,,,,,,
12390,,,,,s,ian,22,陽去,,,,,s,uã/ian,33,陽去,,,,,s/tsʰ,aŋ/uã,55,陽上,,,,,,,,,,,,,s/tsʰ,iaŋ/uã,35,陽上,,,,,,,,,,,,,,,,,,,,,,,,,ɬ,ɛŋ,21,陽去,tsʰ,yɒ,11,陽去,s/tsʰ,ieŋ/iaŋ,324,陽去,,,,,,,,,s/tsʰ,ieŋ/iaŋ,41,陽去,s/tsʰ,ieŋ/iaŋ,213,陽去,s/tsʰ,iŋ/iaŋ,23,陽去,s/tsʰ,iŋ/iɛŋ,332,陽去,s,yaiŋ,55,陽去,s,yiŋ,53,陰平,s,yeiŋ,332,陰去,s,yŋ,45,陽去,,,,,s,uiŋ/yiŋ,44,陽去,tʃʰ,yɪ̃,53,陽上,s/tsʰ,ieŋ,54/31,陽去/上聲,ʃ/tʃʰ,iaiŋ/yaiŋ,353,陽上,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɬ,ian,12,陽平,s,in,33,陽平,,,,,,,,,,,,,,,,,,,,
12398,l/ts,ian/ian,55/55,陰上/陰上,ts,ian,53,上聲,,,,,ts,ian,53,上聲,,,,,ts,aŋ/iaŋ,53,陰上,,,,,,,,,,,,,ts,iaŋ,52,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,iaŋ,453,上聲,,,,,ts,eiŋ,33,上聲,,,,,,,,,ts,ɛŋ,51,上聲,,,,,,,,,,,,,,,,,ts,aiŋ,21,上聲,,,,,,,,,,,,,ts,ɔɪ̃,21,陰上,ts,ieŋ,31,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ian,55,上聲
12399,l/ts,ian/ian,55/55,陰上/陰上,ts,ian,53,上聲,ts,iɛn,51,上,ts,ian,53,上聲,,,,,ts,aŋ/iaŋ,53,陰上,ts,ieŋ,53,陰上,ts,ieŋ,53,陰上,ts,iaŋ,53,陰上,ts,oĩ/iaŋ,52,陰上,ts,iaŋ,53,陰上,ts,iaŋ,53,陰上,ts,iaŋ,53,上聲,ts,iaŋ,53,陰上,,,,,ts,ieŋ,52,陰上,ts,ieŋ,32,上聲,ts,iaŋ,453,上聲,ts,eiŋ,42,上聲,ts,eiŋ,33,上聲,ts,ieŋ/eiŋ,31,上,ts,eŋ,33,上聲,ts,ɛŋ,51,上聲,ts,eiŋ,42,上聲,ts,ɛŋ,42,上聲,ts,aiŋ,21,上聲,ts,aiŋ,21,上聲,ts,aiŋ,21,上聲,ts,aŋ,223,上聲,ts,aiŋ,21,上,ts,aiŋ,21,上聲,ts,ɔɪ̃,21,陰上,ts,ieŋ,31,上聲,ts,ɛ̃,21,陰上,ts,ian,45,陰上,ts,iɛn/in,24,上聲,ts,ien,24,陰上,ts,in,13,陰上,ts,iaŋ,53,陰上,ts,ɛ̃/iɛ̃,51,陰入/上.上,l/ts,ian,55,上聲
12401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,iaŋ,453,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ɔɪ̃,21,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12418,l,ian,55,陰上,l,ian,53,上聲,,,,,l,ian,53,上聲,,,,,,,,,,,,,,,,,,,,,l,iŋ,52,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,œŋ,453,上聲,l,ieŋ,42,上聲,,,,,,,,,l,ieŋ,33,上聲,l,ieŋ,51,上聲,l,iŋ,42,上聲,l,ɛŋ,42,上聲,l,iŋ,21,上聲,,,,,,,,,,,,,,,,,n,iaŋ,21,上聲,,,,,l,ieŋ,31,上聲,ŋ,iaiŋ,21,陰上,l,ian,45,陰上,l,iɛn/in,33/31,陽平/陽去,,,,,,,,,,,,,,,,,l,ian,55,上聲
12421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,ieŋ,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,uɪ̃,24,去聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʃ,uɛ̃,21,陰入,,,,
12434,k,iã,11,陽上,k,iã/ian,22,陽去,k,ĩã/iɛn,33,陽去,k,iã,33,陽去,,,,,,,,,k,iã,35,陽上,k,ĩã,35,陽上,k,iã,35,陽上,k,iã,35,陽上,k,iã,35,陽上,k,iã,35,陽上,k,iã/iaŋ,22,陽去,k,iã,24,陽上,k,in,31,陰上,k,ieŋ,33,陽上,k,yã,21,陽去,k,yɒ,11,陽去,k,yøŋ,324,陽去,,,,,0/k,yɔŋ,242,陽去,k,yoŋ,41,陽去,k,yøŋ,213,陽去,k,iŋ,23,陽去,k,yŋ,332,陽去,j,iŋ,22,陰去,g,iŋ,33,陰去,k,ieiŋ,332,陰去,k,iŋ,45,陽去,k,iɪŋ,44,陽去,k,iŋ,44,陽去,k,ɪ̃,53,陽上,kʰ,ieŋ,54,陽去,k,iaiŋ,353,陽上,k,ia/ian,11,陰去,k,iɛn/in,31/33,陽去/陽平,k,ien,31,陽去,k,in,11,陽去,k,ĩã,35,陽上,kʰ,iɛ̃,231,陽去,k,iã,33,陰平
12438,p,ian,55,陰上,p,ian,22,陽去,p,iɛn,33,陽去,p,ian,33,陽去,,,,,p,iaŋ,55,陽上,,,,,p,ieŋ,35,陽上,,,,,p,iaŋ,35,陽上,,,,,,,,,,,,,,,,,,,,,,,,,p,ɛŋ,21,陽去,p,ɛŋ,11,陽去,p,ieŋ,324,陽去,,,,,p,ieŋ,242,陽去,p,ieŋ,41,陽去,,,,,p,iŋ,23,陽去,p,iŋ,332,陽去,β,iŋ,22,陰去,b,iŋ,33,陰去,β,ieiŋ,332,陰去,p,iŋ,41,陽入,p,iɪŋ,42,陽入,p,iŋ,42,陽入,p,ɪ̃,53,陽上,pʰ,ieŋ,31/54,上聲/陽去,p,aiŋ,353,陽上,p,ian,22,陽去,p,in,33,陽平,,,,,,,,,p,iaŋ,35,陽上,pʰ,iɛ̃,231,陽去,p,ian,33,陰平
12439,,,,,,,,,,,,,,,,,,,,,p,iaŋ,55,陽上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,ian,22,陽去,p,in,33,陽平,,,,,,,,,p,iaŋ,35,陽上,,,,,,,,
12441,p,ian,55,陰上,p,ian,22,陽去,p,iɛn,33,陽去,p,ian,33,陽去,,,,,,,,,p,ieŋ,35,陽上,p,ieŋ,35,陽上,p,iaŋ,35,陽上,p,iaŋ,35,陽上,p,iaŋ,35,陽上,p,iaŋ,35,陽上,p,iaŋ,22,陽去,,,,,p,in,43,陽去,p,ieŋ,33,陽上,p,ɛŋ,21,陽去,p,ɛŋ,11,陽去,p,eiŋ/ieŋ,324,陽去,,,,,p,ieŋ,242,陽去,p,ieŋ,41,陽去,p,ieŋ,213,陽去,p,iŋ,23,陽去,p,iŋ,332,陽去,β,iŋ,22,陰去,b,iŋ,33,陰去,β,ieiŋ,332,陰去,p,iŋ,41,陽入,p,iɪŋ,42,陽入,p,iŋ,42,陽入,p,ɪ̃,53,陽上,pʰ,ieŋ,54,陽去,p,aiŋ,353,陽上,p,ian,22,陽去,p,in,33,陽平,p,in,33,陽平,p,in,33,陰平,p,iaŋ,35,陽上,pʰ,iɛ̃,231,陽去,p,ian,31,去聲
12443,b,ian,31,去聲,b,ian,53,上聲,,,,,b,ian,53,上聲,,,,,b,iaŋ,31,去,,,,,,,,,,,,,m,iaŋ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,m,ɛŋ,21,陽去,,,,,m,ieŋ,42,上聲,,,,,,,,,m,ieŋ,21,陰去,m,ieŋ,51,上聲,m,iŋ,42,上聲,m,iŋ,332,陽去,m,iŋ,21,上聲,,,,,,,,,m,iŋ,45,陽去,,,,,,,,,m,ẽ,21,陰上,m,ieŋ,54,陽去,m,aiŋ,33,去聲,m,ian,45,陰上,m,in,24,上聲,,,,,,,,,m,iaŋ,11,陽去,m,iɛ̃,324,陰去,b,ian,31,去聲
12467,0,ian,55,陰上,,,,,,,,,0,ian,53,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ieŋ,33,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,iɐn,45,陰上,,,,,,,,,,,,,,,,,,,,,0,ian,55,上聲
12481,t/t/ts,ŋ̩/uĩ/uan,55/55/55,陰上/陰上/陰上,t/ts,uĩ/uan,53,上聲,t/ts,ŋ/uan,51,上,t/ts,un/uĩ/uan,53,上聲,,,,,t/ts,ŋ̃/uŋ/uaŋ,53,陰上,ts,ueŋ,53,陰上,t/ts,ɯŋ/ueŋ,53,陰上,ts,uaŋ,53,陰上,t/ts,əŋ/uaŋ,52,陰上,ts,uaŋ,53,陰上,ts,uaŋ,53,陰上,t/ts,uaŋ/ŋ,53,上聲,t,ŋ,53,陰上,ts,in,31,陰上,ts,ieŋ,52,陰上,t/ts,uĩ/uoŋ,32,上聲,t/ts,ue/œŋ/uaŋ,453,上聲,t,uoŋ,42,上聲,t,yoŋ,33,上聲,t,uɔŋ,31,上,t/ts,uoŋ,33,上聲,t,uoŋ,51,上聲,t,uŋ,42,上聲,t/ts,øŋ/uoŋ,42,上聲,l,yiŋ,21,上聲,d,yiŋ,21,上聲,,,,,t,yŋ,31/223,陽平乙/上聲,t,yɪŋ,21,上,ts,uiŋ/yiŋ,44,陽去,t,ẽ,21,陰上,tʰ/ts,ieŋ,31,上聲,t,aiŋ,21,陰上,t,ui,45,陰上,t/ts,iɛn/in,24,上聲,t,ien,24,陰上,ts,in/ui,13,陰上,ts,uaŋ,53,陰上,tʰ/tʃ,yø̃/uɛ̃,51,上,t/ts,uɪ̃/ŋ/uan,55,上聲
12483,k,ŋ̩,55,陰上,,,,,k,ŋ/uan,51,上,k,uan,53,上聲,,,,,k,uŋ,53,陰上,,,,,k,auʔ/ueŋ,21/53,陰入/陰上,,,,,k,əŋ/uaŋ,52/35,陰上/陽上,,,,,,,,,,,,,,,,,,,,,,,,,k,uĩ/yøŋ,52,陰去,k,ue/œŋ,453,上聲,,,,,,,,,k,uɔŋ,31,上,k,uoŋ,33,上聲,k,uoŋ,51,上聲,,,,,k,ɔŋ,42,上聲,,,,,,,,,,,,,,,,,k,yɪŋ,21,上,k,yiŋ,21,上聲,,,,,k,ieŋ,31,上聲,,,,,,,,,,,,,,,,,,,,,,,,,k,yø̃,51,上,k,ŋ,55,上聲
12486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,a,11,陰去,,,,,,,,,,,,,h,au,11,陽去,,,,,,,,
