# 晉語
id,太原_聲母,太原_韻母,太原_調值,太原_調類,婁煩_聲母,婁煩_韻母,婁煩_調值,婁煩_調類,清徐_聲母,清徐_韻母,清徐_調值,清徐_調類,文水_聲母,文水_韻母,文水_調值,文水_調類,太谷_聲母,太谷_韻母,太谷_調值,太谷_調類,祁縣_聲母,祁縣_韻母,祁縣_調值,祁縣_調類,平遙_聲母,平遙_韻母,平遙_調值,平遙_調類,孝義_聲母,孝義_韻母,孝義_調值,孝義_調類,臨縣_聲母,臨縣_韻母,臨縣_調值,臨縣_調類,離石_聲母,離石_韻母,離石_調值,離石_調類,汾陽_聲母,汾陽_韻母,汾陽_調值,汾陽_調類,嵐縣_聲母,嵐縣_韻母,嵐縣_調值,嵐縣_調類,石樓_聲母,石樓_韻母,石樓_調值,石樓_調類,隰縣_聲母,隰縣_韻母,隰縣_調值,隰縣_調類,汾西_聲母,汾西_韻母,汾西_調值,汾西_調類,沁縣_聲母,沁縣_韻母,沁縣_調值,沁縣_調類,平順_聲母,平順_韻母,平順_調值,平順_調類,長治_聲母,長治_韻母,長治_調值,長治_調類,長子_聲母,長子_韻母,長子_調值,長子_調類,高平_聲母,高平_韻母,高平_調值,高平_調類,陵川_聲母,陵川_韻母,陵川_調值,陵川_調類,朔州_聲母,朔州_韻母,朔州_調值,朔州_調類,代縣_聲母,代縣_韻母,代縣_調值,代縣_調類,五寨_聲母,五寨_韻母,五寨_調值,五寨_調類,五台_聲母,五台_韻母,五台_調值,五台_調類,忻州_聲母,忻州_韻母,忻州_調值,忻州_調類,天鎮_聲母,天鎮_韻母,天鎮_調值,天鎮_調類,大同_聲母,大同_韻母,大同_調值,大同_調類,山陰_聲母,山陰_韻母,山陰_調值,山陰_調類,平定_聲母,平定_韻母,平定_調值,平定_調類,和順_聲母,和順_韻母,和順_調值,和順_調類,晉城_聲母,晉城_韻母,晉城_調值,晉城_調類,陽城_聲母,陽城_韻母,陽城_調值,陽城_調類
19020,ts,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19023,z,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19026,tɕ,iɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19029,ts,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19035,s,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19039,ts,uɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19047,tsʰ,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19052,tsʰ,uɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19055,tɕ,iɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19058,tɕ,iɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19062,f,ɒ̃,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19065,v,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19067,v,ɒ̃,45,去聲,v,əɯ,54,去聲,v,ɒ̃,35,去聲,0/0,uaŋ/ʋ,35/35,去聲/去聲,v,ɒ̃,45,去聲,0/0,o/uɑ̃,35/35,去聲/去聲,0/0,uɑŋ/uə,35/35,去聲/去聲,0/0,uaŋ/uɤ,53/53,去聲/去聲,0,uo,53,去聲,0,uɤ,53,去聲,0,uÃ,55,去聲,0,uo,52,去聲,0/0,uaŋ/uə,52/52,去聲/去聲,0,uæ,55,去聲,v,ɑ̃,53,陽去,v,ɔ̃,55,去聲,0,uɑŋ,53,陽去,0,uɑŋ,53,陽去,v,aŋ,53,陽去,v,ɒ̃,42,去聲,0,uɑŋ,24,去聲,v,ɒ,53,去聲,v,ɒ̃,53,去聲,v,ɒ̃,53,去聲,0,uæ̃,52,去聲,v/v,ɑ̃/ɛ,53/53,去聲/去聲,0,uɑ,24,去聲,v,ɒ,24,去聲,v,ɒ,335,去聲,v,ɑŋ,24,去聲,0,uɒ̃,44,去聲,0,uɒ,53,去聲,v,ɑ̃ŋ,13,陽平
19070,kʰ,uɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19079,v,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19083,f,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19087,ɕ,iɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19103,l,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19119,ts,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19125,t,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19126,t,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19128,kʰ,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19146,tʰ,ɒ̃,11,平聲,tʰ,a,54,去聲,tʰ,ɒ,35,去聲,t/t,aŋ/ʊ,35/35,去聲/去聲,tʰ,ɒ,45,去聲,tʰ/tʰ,a/ɑ̃,35/35,去聲/去聲,tʰ/tʰ,ɑŋ/əu,35/35,去聲/去聲,tʰ/tʰ,aŋ/uɤ,53/53,去聲/去聲,tʰ,ɔ̃,53,去聲,tʰ,ɒ,213,陰平,tʰ,ɔ,55,去聲,t,uo,52,去聲,tʰ/tʰ,aŋ/uə,52/52,去聲/去聲,tʰ,æ,55,去聲,tʰ,ɑ̃,55,陰去,tʰ,ɔ̃,55,去聲,tʰ,ɑŋ,353,陰去,tʰ,ɑŋ,44,陰去,tʰ,ɑŋ,24,陽平,tʰ,ɒ,42,去聲,tʰ,ɑŋ,24,去聲,tʰ,ɒ,53,去聲,tʰ,ɒ̃,213,陰平上,tʰ,ɒ̃,213,陰平上,tʰ,æ̃,52,去聲,tʰ/tʰ,ɑ̃/ɛ,53/53,去聲/去聲,tʰ,ɑ,24,去聲,tʰ,ɒ,24,去聲,tʰ,ɒ,335,去聲,tʰ,ɑŋ,24,去聲,tʰ,ɒ,44,去聲,tʰ,ɒ̃,53,去聲,tʰ,ɑ̃,53,去聲
19150,kʰ,uɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19158,s,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19161,kʰ,uaʔ/uəʔ,2,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19174,0,iŋ,45,去聲,0/0,i/iə̃,54/54,去聲/去聲,0,iʌ̃,35,去聲,0/0,iəŋ/ɿ,35/35,去聲/去聲,0/0,i/iə̃,45/45,去聲/去聲,0,iə̃,35,去聲,0/0,i/iŋ,35/35,去聲/去聲,0,iŋ,53,去聲,0/0,i/iəŋ,53/53,去聲/去聲,0/z,iəŋ/ɿ,53/53,去聲/去聲,0,iəŋ,55,去聲,0/0,i/iəŋ,52/52,去聲/去聲,0,iŋ,52,去聲,0,iəŋ,31,上聲,ȵ,iəŋ,55,陰去,0,iŋ,55,去聲,0,iŋ,353,陰去,0,iŋ,44,陰去,0,iŋ,45,陰去,0,iəŋ,42,去聲,0,iŋ,213,上聲,0,iə̃,53,去聲,0,iəŋ,53,去聲,0,ĩ,53,去聲,0,iəŋ,52,去聲,0,iəŋ,53,去聲,0,iɤɣ,24,去聲,0,iəɣ,24,去聲,0,iə̃,335,去聲,0,iəŋ,24,去聲,0,iŋ,44,去聲,0,iẽ,53,去聲,0,iə̃n,53,去聲
19178,tɕ,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19179,tɕ,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19180,tɕ,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19182,tɕ,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19189,tɕʰ,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19191,k,əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19192,m,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19193,p,i/iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19197,m,əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19203,x,uŋ/əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19204,p,iŋ,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19212,0,yuŋ,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19241,p,əŋ,11/45,平/去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19250,tɕ,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19253,ts,əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19254,ts,əŋ,53/45,上/去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19257,s,əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19258,ts,əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19264,ɕ,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19265,ɕ,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19266,l,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19268,pʰ,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19276,p,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19280,tɕ,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19288,s,əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19307,ɕ,iŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19312,t,iŋ,45,去聲,t,iə̃,54,去聲,t,iʌ̃,35,去聲,t,iəŋ,35,去聲,t,iə̃,45,去聲,t,iə̃,35,去聲,t,iŋ,35,去聲,t,iŋ,53,去聲,t/t,i/iəŋ,53/53,去聲/去聲,t/t,iəŋ/ɿ,53/53,去聲/去聲,t,iəŋ,55,去聲,t,iəŋ,52,去聲,t,iŋ,52,去聲,t,iəŋ,55,去聲,t/t,i/iəŋ,53/53,陽去/陽去,t,iŋ,55,去聲,t,iŋ,53,陽去,t,iŋ,53,陽去,t,iŋ,53,陽去,t,iŋ,42,去聲,t,iŋ,24,去聲,t,iə̃,53,去聲,t,iəŋ,53,去聲,t,ĩ,53,去聲,t,iəŋ,52,去聲,t,iəŋ,53,去聲,t,iɤɣ,24,去聲,t,iəɣ,24,去聲,t,iə̃,335,去聲,t,iəŋ,24,去聲,t,iŋ,44,去聲,t,iẽ,53,去聲,t,iə̃n,53,去聲
19315,t,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19317,t,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19318,t,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19327,tɕʰ,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19332,tʰ,iŋ,45/11,去/平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19347,ts,əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19349,0,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19362,s,əŋ,45,去聲,ʂ/ʂ,ə̃/ʅ,54/54,去聲/去聲,s,ʌ̃,35,去聲,s/s,əŋ/ɿ,35/35,去聲/去聲,s,ə̃,45,去聲,s,ə̃,35,去聲,ʂ/ʂ,əŋ/ʅ,35/35,去聲/去聲,ʂ/ʂ,əŋ/ʅ,53/53,去聲/去聲,ʂ/ʂ,ei/əŋ,53/53,去聲/去聲,s/ʂ,əŋ/ɤ,53/53,去聲/去聲,ʂ,əŋ,55,去聲,s/s,əŋ/ɿ,52/52,去聲/去聲,s/ʂ,əŋ/ə,52/52,去聲/去聲,ʂ/ʂ,ə/əŋ,55/55,去聲/去聲,s/s,ei/əŋ,53/53,陽去/陽去,s,əŋ,55,去聲,ʂ,əŋ,53,陽去,s,əŋ,53,陽去,ʂ,əŋ,53,陽去,ʂ,əŋ,42,去聲,ʂ,əŋ,24,去聲,ʂ,ə̃,53,去聲,ʂ,əŋ,53,去聲,s,ə̃,53,去聲,s,əŋ,52,去聲,ʂ/ʂ,əŋ/ʅ,53/53,去聲/去聲,ʂ,ɤɣ,24,去聲,ʂ,əɣ,24,去聲,ʂ,ə̃,335,去聲,ʂ,əŋ,24,去聲,ʂ,əŋ,44,去聲,ʂ,ɐ̃,53,去聲,ʂ,ə̃n,53,去聲
19367,0,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19374,ɕ,iŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19377,s,əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19388,tsʰ,əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19389,tsʰ,əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19398,t,əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19402,ts,əŋ,11/45,平/去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19413,t,əŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19434,iəu,去,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19436,0,iəu,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19437,0,iəu,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19449,tɕ,iəu,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19452,tɕ,iəu,11/45,平/去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
